"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","dni","miesiac","rok","tydz","numer"
"Mazowieckie",22,0.1,0,0,22,100,0,0,"1-7","październik","2022","37","10A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","październik","2022","37","10A"
"Podkarpackie",4,0.24,0,0,4,100,0,0,"1-7","październik","2022","37","10A"
"Podlaskie",2,0.11,0,0,2,100,0,0,"1-7","październik","2022","37","10A"
"Pomorskie",87,0.39,24,27.6,68,78.2,17,19.5,"1-7","październik","2022","37","10A"
"Śląskie",23,0.17,0,0,22,95.7,1,4.3,"1-7","październik","2022","37","10A"
"Świętokrzyskie",2,0.08,0,0,2,100,0,0,"1-7","październik","2022","37","10A"
"Warmińsko-Mazurskie",18,0.84,0,0,18,100,0,0,"1-7","październik","2022","37","10A"
"Wielkopolskie",75,0.46,0,0,75,100,0,0,"1-7","październik","2022","37","10A"
"Zachodniopomorskie",4,0.17,0,0,4,100,0,0,"1-7","październik","2022","37","10A"
"Dolnośląskie",44,0.72,0,0,43,97.7,1,2.3,"8-15","październik","2022","38","10B"
"Kujawsko-Pomorskie",49,0.67,0,0,48,98,2,4.1,"8-15","październik","2022","38","10B"
"Lubelskie",5,0.14,0,0,5,100,0,0,"8-15","październik","2022","38","10B"
"Lubuskie",6,0.41,0,0,6,100,0,0,"8-15","październik","2022","38","10B"
"Łódzkie",4,0.12,0,0,4,100,0,0,"8-15","październik","2022","38","10B"
"Małopolskie",14,0.19,1,7.1,11,78.6,3,21.4,"8-15","październik","2022","38","10B"
"Mazowieckie",33,0.18,1,3,31,93.9,1,3,"8-15","październik","2022","38","10B"
"Opolskie",1,0.07,0,0,1,100,0,0,"8-15","październik","2022","38","10B"
"Podkarpackie",0,0,0,0,0,0,0,0,"8-15","październik","2022","38","10B"
"Podlaskie",3,0.18,0,0,3,100,0,0,"8-15","październik","2022","38","10B"
"Pomorskie",65,0.31,11,16.9,52,80,6,9.2,"8-15","październik","2022","38","10B"
"Śląskie",28,0.23,0,0,28,100,0,0,"8-15","październik","2022","38","10B"
"Świętokrzyskie",21,0.82,5,23.8,14,66.7,2,9.5,"8-15","październik","2022","38","10B"
"Warmińsko-Mazurskie",15,0.74,0,0,15,100,0,0,"8-15","październik","2022","38","10B"
"Wielkopolskie",55,0.36,1,1.8,55,100,0,0,"8-15","październik","2022","38","10B"
"Zachodniopomorskie",6,0.4,0,0,6,100,0,0,"8-15","październik","2022","38","10B"
"Dolnośląskie",16,0.26,1,6.3,14,87.5,1,6.3,"16-22","październik","2022","39","10C"
"Kujawsko-Pomorskie",53,0.84,0,0,53,100,0,0,"16-22","październik","2022","39","10C"
"Lubelskie",3,0.06,0,0,3,100,0,0,"16-22","październik","2022","39","10C"
"Lubuskie",0,0,0,0,0,0,0,0,"16-22","październik","2022","39","10C"
"Łódzkie",10,0.24,0,0,10,100,0,0,"16-22","październik","2022","39","10C"
"Małopolskie",30,0.28,0,0,20,66.7,10,33.3,"16-22","październik","2022","39","10C"
"Mazowieckie",14,0.07,0,0,13,92.9,1,7.1,"16-22","październik","2022","39","10C"
"Opolskie",3,0.23,0,0,3,100,0,0,"16-22","październik","2022","39","10C"
"Podkarpackie",7,0.41,1,14.3,5,71.4,1,14.3,"16-22","październik","2022","39","10C"
"Podlaskie",0,0,0,0,0,0,0,0,"16-22","październik","2022","39","10C"
"Pomorskie",52,0.3,13,25,45,86.5,5,9.6,"16-22","październik","2022","39","10C"
"Śląskie",40,0.28,0,0,40,100,0,0,"16-22","październik","2022","39","10C"
"Świętokrzyskie",5,0.3,0,0,5,100,0,0,"16-22","październik","2022","39","10C"
"Warmińsko-Mazurskie",12,0.59,0,0,12,100,0,0,"16-22","październik","2022","39","10C"
"Wielkopolskie",38,0.26,0,0,36,94.7,2,5.3,"16-22","październik","2022","39","10C"
"Zachodniopomorskie",3,0.2,0,0,3,100,0,0,"16-22","październik","2022","39","10C"
"Dolnośląskie",22,0.38,0,0,22,100,0,0,"23-31","październik","2022","40","10D"
"Kujawsko-Pomorskie",63,0.84,2,3.2,61,96.8,1,1.6,"23-31","październik","2022","40","10D"
"Lubelskie",7,0.16,0,0,7,100,0,0,"23-31","październik","2022","40","10D"
"Lubuskie",3,0.12,0,0,3,100,0,0,"23-31","październik","2022","40","10D"
"Łódzkie",12,0.26,0,0,12,100,0,0,"23-31","październik","2022","40","10D"
"Małopolskie",16,0.16,0,0,15,93.8,1,6.3,"23-31","październik","2022","40","10D"
"Mazowieckie",35,0.18,0,0,35,100,0,0,"23-31","październik","2022","40","10D"
"Opolskie",3,0.21,0,0,3,100,0,0,"23-31","październik","2022","40","10D"
"Podkarpackie",2,0.12,0,0,1,50,1,50,"23-31","październik","2022","40","10D"
"Podlaskie",2,0.09,0,0,2,100,0,0,"23-31","październik","2022","40","10D"
"Pomorskie",80,0.34,9,11.3,75,93.8,5,6.3,"23-31","październik","2022","40","10D"
"Śląskie",49,0.36,0,0,48,98,1,2,"23-31","październik","2022","40","10D"
"Świętokrzyskie",10,0.29,0,0,10,100,0,0,"23-31","październik","2022","40","10D"
"Warmińsko-Mazurskie",22,1.1,0,0,22,100,0,0,"23-31","październik","2022","40","10D"
"Wielkopolskie",70,0.4,0,0,69,98.6,1,1.4,"23-31","październik","2022","40","10D"
"Zachodniopomorskie",9,0.42,0,0,8,88.9,1,11.1,"23-31","październik","2022","40","10D"
"Dolnośląskie",33,0.69,1,3,32,97,0,0,"1-7","listopad","2022","41","11A"
"Kujawsko-Pomorskie",51,0.91,0,0,51,100,1,2,"1-7","listopad","2022","41","11A"
"Lubelskie",4,0.09,0,0,4,100,0,0,"1-7","listopad","2022","41","11A"
"Lubuskie",1,0.07,0,0,1,100,0,0,"1-7","listopad","2022","41","11A"
"Łódzkie",21,0.63,0,0,21,100,0,0,"1-7","listopad","2022","41","11A"
"Małopolskie",17,0.22,0,0,16,94.1,1,5.9,"1-7","listopad","2022","41","11A"
"Mazowieckie",34,0.21,3,8.8,31,91.2,0,0,"1-7","listopad","2022","41","11A"
"Opolskie",3,0.3,0,0,3,100,0,0,"1-7","listopad","2022","41","11A"
"Podkarpackie",8,0.55,1,12.5,4,50,3,37.5,"1-7","listopad","2022","41","11A"
"Podlaskie",14,0.62,0,0,13,92.9,1,7.1,"1-7","listopad","2022","41","11A"
"Pomorskie",81,0.46,9,11.1,63,77.8,14,17.3,"1-7","listopad","2022","41","11A"
"Śląskie",48,0.34,0,0,44,91.7,4,8.3,"1-7","listopad","2022","41","11A"
"Świętokrzyskie",14,0.51,2,14.3,10,71.4,2,14.3,"1-7","listopad","2022","41","11A"
"Warmińsko-Mazurskie",9,0.49,0,0,9,100,0,0,"1-7","listopad","2022","41","11A"
"Wielkopolskie",62,0.38,0,0,62,100,0,0,"1-7","listopad","2022","41","11A"
"Zachodniopomorskie",3,0.26,0,0,3,100,0,0,"1-7","listopad","2022","41","11A"
"Dolnośląskie",26,0.56,0,0,26,100,0,0,"8-15","listopad","2022","42","11B"
"Kujawsko-Pomorskie",67,0.93,0,0,66,98.5,2,3,"8-15","listopad","2022","42","11B"
"Lubelskie",7,0.19,0,0,7,100,0,0,"8-15","listopad","2022","42","11B"
"Lubuskie",8,0.39,0,0,8,100,0,0,"8-15","listopad","2022","42","11B"
"Łódzkie",18,0.54,1,5.6,15,83.3,2,11.1,"8-15","listopad","2022","42","11B"
"Małopolskie",22,0.25,3,13.6,16,72.7,3,13.6,"8-15","listopad","2022","42","11B"
"Mazowieckie",34,0.18,2,5.9,32,94.1,0,0,"8-15","listopad","2022","42","11B"
"Opolskie",1,0.06,0,0,1,100,0,0,"8-15","listopad","2022","42","11B"
"Podkarpackie",2,0.16,0,0,2,100,0,0,"8-15","listopad","2022","42","11B"
"Podlaskie",5,0.29,0,0,5,100,0,0,"8-15","listopad","2022","42","11B"
"Pomorskie",54,0.26,1,1.9,48,88.9,5,9.3,"8-15","listopad","2022","42","11B"
"Śląskie",48,0.34,3,6.3,45,93.8,0,0,"8-15","listopad","2022","42","11B"
"Świętokrzyskie",6,0.23,0,0,6,100,0,0,"8-15","listopad","2022","42","11B"
"Warmińsko-Mazurskie",21,1.01,0,0,21,100,0,0,"8-15","listopad","2022","42","11B"
"Wielkopolskie",99,0.58,0,0,98,99,1,1,"8-15","listopad","2022","42","11B"
"Zachodniopomorskie",4,0.31,0,0,4,100,0,0,"8-15","listopad","2022","42","11B"
"Dolnośląskie",36,0.73,0,0,34,94.4,2,5.6,"16-22","listopad","2022","43","11C"
"Kujawsko-Pomorskie",66,0.88,0,0,66,100,0,0,"16-22","listopad","2022","43","11C"
"Lubelskie",6,0.15,0,0,6,100,0,0,"16-22","listopad","2022","43","11C"
"Lubuskie",4,0.24,0,0,4,100,0,0,"16-22","listopad","2022","43","11C"
"Łódzkie",9,0.23,0,0,9,100,0,0,"16-22","listopad","2022","43","11C"
"Małopolskie",21,0.25,0,0,20,95.2,1,4.8,"16-22","listopad","2022","43","11C"
"Mazowieckie",19,0.1,0,0,16,84.2,3,15.8,"16-22","listopad","2022","43","11C"
"Opolskie",1,0.07,0,0,1,100,0,0,"16-22","listopad","2022","43","11C"
"Podkarpackie",4,0.24,0,0,4,100,0,0,"16-22","listopad","2022","43","11C"
"Podlaskie",9,0.39,0,0,9,100,0,0,"16-22","listopad","2022","43","11C"
"Pomorskie",175,0.74,14,8,167,95.4,8,4.6,"16-22","listopad","2022","43","11C"
"Śląskie",55,0.37,1,1.8,52,94.5,3,5.5,"16-22","listopad","2022","43","11C"
"Świętokrzyskie",9,0.36,1,11.1,7,77.8,1,11.1,"16-22","listopad","2022","43","11C"
"Warmińsko-Mazurskie",19,0.82,0,0,19,100,0,0,"16-22","listopad","2022","43","11C"
"Wielkopolskie",72,0.39,0,0,72,100,0,0,"16-22","listopad","2022","43","11C"
"Zachodniopomorskie",5,0.25,0,0,5,100,0,0,"16-22","listopad","2022","43","11C"
"Dolnośląskie",34,0.38,0,0,32,94.1,3,8.8,"23-30","listopad","2022","44","11D"
"Kujawsko-Pomorskie",75,0.69,0,0,72,96,3,4,"23-30","listopad","2022","44","11D"
"Lubelskie",14,0.28,0,0,14,100,0,0,"23-30","listopad","2022","44","11D"
"Lubuskie",9,0.37,0,0,9,100,0,0,"23-30","listopad","2022","44","11D"
"Łódzkie",14,0.21,0,0,14,100,0,0,"23-30","listopad","2022","44","11D"
"Małopolskie",45,0.33,0,0,41,91.1,4,8.9,"23-30","listopad","2022","44","11D"
"Mazowieckie",40,0.15,0,0,40,100,0,0,"23-30","listopad","2022","44","11D"
"Opolskie",1,0.05,0,0,1,100,0,0,"23-30","listopad","2022","44","11D"
"Podkarpackie",11,0.39,0,0,10,90.9,1,9.1,"23-30","listopad","2022","44","11D"
"Podlaskie",10,0.36,0,0,10,100,0,0,"23-30","listopad","2022","44","11D"
"Pomorskie",123,0.42,15,12.2,114,92.7,5,4.1,"23-30","listopad","2022","44","11D"
"Śląskie",104,0.52,0,0,98,94.2,6,5.8,"23-30","listopad","2022","44","11D"
"Świętokrzyskie",16,0.69,2,12.5,14,87.5,0,0,"23-30","listopad","2022","44","11D"
"Warmińsko-Mazurskie",36,0.85,0,0,36,100,0,0,"23-30","listopad","2022","44","11D"
"Wielkopolskie",103,0.48,0,0,98,95.1,7,6.8,"23-30","listopad","2022","44","11D"
"Zachodniopomorskie",12,0.64,0,0,12,100,0,0,"23-30","listopad","2022","44","11D"
