"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","tydz","data"
"Warmińsko-Mazurskie",1106,11.11,3.01,168,35.7,129,12.23,685,10.1,124,7.51,"2020_10C","16_do_22_października_2020"
"Wielkopolskie",10654,43.5,11.92,1785,133.22,1211,44.67,6791,41.6,867,21.06,"2020_10C","16_do_22_października_2020"
"Zachodniopomorskie",966,8.14,0.55,162,30.07,108,9.12,625,7.85,71,3.24,"2020_10C","16_do_22_października_2020"
"Dolnośląskie",3964,15.19,-0.58,469,37.82,315,12.26,2766,15.97,414,8.33,"2020_10D","23_do_31_października_2020"
"Kujawsko-Pomorskie",4710,25.25,-6.04,681,76.76,519,26.77,3082,24.62,428,12.94,"2020_10D","23_do_31_października_2020"
"Lubelskie",2562,13.5,-1.24,388,43.88,261,13.68,1724,13.62,189,5.36,"2020_10D","23_do_31_października_2020"
"Lubuskie",899,9.87,-20.84,87,20.16,64,6.66,658,10.77,90,5.62,"2020_10D","23_do_31_października_2020"
"Łódzkie",2703,12.23,2.91,426,42.14,323,14.94,1681,11.61,273,6.14,"2020_10D","23_do_31_października_2020"
"Małopolskie",5545,18.06,5.83,687,41.1,367,11.19,3998,19.48,493,9.44,"2020_10D","23_do_31_października_2020"
"Mazowieckie",19589,40.13,-1.44,2396,88.41,1560,29.35,13228,41.43,2405,27.16,"2020_10D","23_do_31_października_2020"
"Opolskie",1033,11.68,-5.97,74,19.1,43,5.36,770,12.86,146,8.76,"2020_10D","23_do_31_października_2020"
"Podkarpackie",935,4.88,-2.24,61,6.5,38,1.93,758,5.83,78,2.41,"2020_10D","23_do_31_października_2020"
"Podlaskie",1511,14.25,3.05,240,46.5,111,10.69,1000,13.96,160,8.48,"2020_10D","23_do_31_października_2020"
"Pomorskie",14006,66.39,-9.68,2880,242.79,1544,65.38,8480,60.66,1102,30.88,"2020_10D","23_do_31_października_2020"
"Śląskie",10387,25.55,10.5,1387,72.72,955,23.84,6951,25.81,1094,14.01,"2020_10D","23_do_31_października_2020"
"Świętokrzyskie",541,4.87,-0.99,64,13.51,61,5.78,366,4.95,50,2.28,"2020_10D","23_do_31_października_2020"
"Warmińsko-Mazurskie",1333,10.41,-0.71,171,28.26,145,10.69,840,9.63,177,8.33,"2020_10D","23_do_31_października_2020"
"Wielkopolskie",11294,35.87,-7.63,1613,93.63,1281,36.75,7349,35.02,1051,19.86,"2020_10D","23_do_31_października_2020"
"Zachodniopomorskie",1334,8.74,0.6,199,28.73,131,8.61,894,8.74,110,3.9,"2020_10D","23_do_31_października_2020"
"Dolnośląskie",3171,15.62,-0.39,323,33.49,270,13.51,2170,16.1,408,10.56,"2020_11A","1_do_7_listopada_2020"
"Kujawsko-Pomorskie",4034,27.81,2.56,561,81.3,459,30.44,2657,27.29,357,13.88,"2020_11A","1_do_7_listopada_2020"
"Lubelskie",320,2.17,-11.33,33,4.8,26,1.75,210,2.13,51,1.86,"2020_11A","1_do_7_listopada_2020"
"Lubuskie",608,8.59,-1.29,72,21.45,47,6.29,450,9.47,39,3.13,"2020_11A","1_do_7_listopada_2020"
"Łódzkie",2364,13.76,1.52,229,29.12,164,9.76,1583,14.06,388,11.22,"2020_11A","1_do_7_listopada_2020"
"Małopolskie",4815,20.17,2.1,563,43.3,323,12.66,3401,21.31,528,13,"2020_11A","1_do_7_listopada_2020"
"Mazowieckie",16846,44.38,4.24,1928,91.46,1226,29.66,11828,47.63,1864,27.07,"2020_11A","1_do_7_listopada_2020"
"Opolskie",1098,15.96,4.28,44,14.6,26,4.17,619,13.29,409,31.55,"2020_11A","1_do_7_listopada_2020"
"Podkarpackie",920,6.18,1.29,136,18.62,76,4.97,578,5.72,130,5.16,"2020_11A","1_do_7_listopada_2020"
"Podlaskie",1051,12.74,-1.51,184,45.83,72,8.91,722,12.96,73,4.98,"2020_11A","1_do_7_listopada_2020"
"Pomorskie",12274,74.81,8.41,2311,250.49,1008,54.88,7790,71.65,1165,41.98,"2020_11A","1_do_7_listopada_2020"
"Śląskie",6924,21.9,-3.65,835,56.29,471,15.11,4836,23.08,782,12.87,"2020_11A","1_do_7_listopada_2020"
"Świętokrzyskie",613,7.1,2.23,80,21.72,46,5.61,413,7.19,74,4.35,"2020_11A","1_do_7_listopada_2020"
"Warmińsko-Mazurskie",1399,14.05,3.64,188,39.95,117,11.09,892,13.15,202,12.23,"2020_11A","1_do_7_listopada_2020"
"Wielkopolskie",11114,45.38,9.51,1511,112.77,994,36.66,7449,45.63,1160,28.18,"2020_11A","1_do_7_listopada_2020"
"Zachodniopomorskie",936,7.88,-0.86,102,18.93,81,6.84,676,8.49,77,3.51,"2020_11A","1_do_7_listopada_2020"
"Dolnośląskie",4464,19.24,3.62,514,46.63,378,16.55,3001,19.49,571,12.93,"2020_11B","8_do_15_listopada_2020"
"Kujawsko-Pomorskie",3027,18.26,-9.55,470,59.6,331,19.21,1861,16.73,365,12.41,"2020_11B","8_do_15_listopada_2020"
"Lubelskie",1762,10.45,-1.72,217,27.61,151,8.9,1192,10.6,202,6.44,"2020_11B","8_do_15_listopada_2020"
"Lubuskie",637,7.87,-0.71,52,13.56,39,4.56,476,8.76,70,4.92,"2020_11B","8_do_15_listopada_2020"
"Łódzkie",2117,10.78,-2.98,267,29.71,137,7.13,1439,11.18,274,6.93,"2020_11B","8_do_15_listopada_2020"
"Małopolskie",3929,14.4,-5.77,512,34.46,247,8.47,2660,14.58,510,10.98,"2020_11B","8_do_15_listopada_2020"
"Mazowieckie",12897,29.73,-14.65,1493,61.97,797,16.87,8975,31.62,1632,20.74,"2020_11B","8_do_15_listopada_2020"
"Opolskie",540,6.87,-9.09,68,19.74,25,3.51,381,7.16,66,4.45,"2020_11B","8_do_15_listopada_2020"
"Podkarpackie",901,5.29,-0.88,107,12.82,59,3.38,620,5.37,115,3.99,"2020_11B","8_do_15_listopada_2020"
"Podlaskie",801,8.5,-4.24,114,24.85,48,5.2,558,8.76,81,4.83,"2020_11B","8_do_15_listopada_2020"
"Pomorskie",9226,49.2,-25.61,1939,183.9,784,37.35,5564,44.78,939,29.6,"2020_11B","8_do_15_listopada_2020"
"Śląskie",7334,20.29,-1.6,905,53.38,584,16.4,5010,20.93,835,12.03,"2020_11B","8_do_15_listopada_2020"
"Świętokrzyskie",208,2.11,-4.99,15,3.56,10,1.07,134,2.04,49,2.52,"2020_11B","8_do_15_listopada_2020"
"Warmińsko-Mazurskie",743,6.53,-7.52,78,14.5,73,6.06,477,6.15,115,6.09,"2020_11B","8_do_15_listopada_2020"
"Wielkopolskie",7360,26.3,-19.08,1057,69.03,714,23.04,4842,25.96,747,15.88,"2020_11B","8_do_15_listopada_2020"
"Zachodniopomorskie",552,4.07,-3.82,55,8.93,37,2.73,399,4.39,61,2.44,"2020_11B","8_do_15_listopada_2020"
"Dolnośląskie",4023,19.82,0.58,381,39.5,316,15.82,2553,18.95,773,20,"2020_11C","16_do_22_listopada_2020"
"Kujawsko-Pomorskie",2892,19.94,1.68,447,64.78,283,18.77,1795,18.44,367,14.27,"2020_11C","16_do_22_listopada_2020"
"Lubelskie",2446,16.57,6.13,430,62.52,168,11.32,1615,16.41,233,8.49,"2020_11C","16_do_22_listopada_2020"
"Lubuskie",411,5.8,-2.07,36,10.73,27,3.61,299,6.29,49,3.93,"2020_11C","16_do_22_listopada_2020"
"Łódzkie",3205,18.65,7.87,394,50.11,717,42.65,1803,16.02,291,8.41,"2020_11C","16_do_22_listopada_2020"
"Małopolskie",3378,14.15,-0.25,411,31.61,224,8.78,2320,14.53,423,10.41,"2020_11C","16_do_22_listopada_2020"
"Mazowieckie",11628,30.63,0.9,1330,63.09,713,17.25,8033,32.35,1552,22.54,"2020_11C","16_do_22_listopada_2020"
"Opolskie",1477,21.47,14.6,222,73.67,116,18.59,996,21.39,143,11.03,"2020_11C","16_do_22_listopada_2020"
"Podkarpackie",759,5.1,-0.2,77,10.54,62,4.06,488,4.83,132,5.24,"2020_11C","16_do_22_listopada_2020"
"Podlaskie",792,9.6,1.1,108,26.9,56,6.93,525,9.42,103,7.02,"2020_11C","16_do_22_listopada_2020"
"Pomorskie",9173,55.91,6.71,1839,199.33,807,43.93,5547,51.02,980,35.31,"2020_11C","16_do_22_listopada_2020"
"Śląskie",5817,18.39,-1.9,776,52.31,442,14.18,3870,18.47,729,12,"2020_11C","16_do_22_listopada_2020"
"Świętokrzyskie",316,3.66,1.55,20,5.43,20,2.44,211,3.67,65,3.82,"2020_11C","16_do_22_listopada_2020"
"Warmińsko-Mazurskie",926,9.3,2.77,121,25.71,71,6.73,599,8.83,135,8.17,"2020_11C","16_do_22_listopada_2020"
"Wielkopolskie",8351,34.1,7.8,1238,92.4,901,33.23,5080,31.12,1132,27.5,"2020_11C","16_do_22_listopada_2020"
"Zachodniopomorskie",955,8.04,3.98,105,19.49,74,6.25,658,8.27,118,5.39,"2020_11C","16_do_22_listopada_2020"
"Dolnośląskie",3985,17.18,-2.64,412,37.38,374,16.38,2568,16.68,631,14.29,"2020_11D","23_do_30_listopada_2020"
"Kujawsko-Pomorskie",3420,20.63,0.69,558,70.76,407,23.62,2090,18.78,365,12.41,"2020_11D","23_do_30_listopada_2020"
"Lubelskie",2301,13.64,-2.93,358,45.54,195,11.5,1477,13.13,271,8.65,"2020_11D","23_do_30_listopada_2020"
"Lubuskie",522,6.45,0.65,72,18.77,35,4.1,353,6.5,62,4.35,"2020_11D","23_do_30_listopada_2020"
"Łódzkie",4812,24.5,5.85,411,45.73,1226,63.81,2419,18.8,756,19.13,"2020_11D","23_do_30_listopada_2020"
"Małopolskie",3957,14.5,0.35,803,54.04,373,12.79,2319,12.71,462,9.95,"2020_11D","23_do_30_listopada_2020"
"Mazowieckie",12040,27.75,-2.88,1711,71.02,992,21,7705,27.15,1632,20.74,"2020_11D","23_do_30_listopada_2020"
"Opolskie",845,10.75,-10.72,120,34.84,56,7.85,574,10.79,95,6.41,"2020_11D","23_do_30_listopada_2020"
"Podkarpackie",826,4.85,-0.24,82,9.82,37,2.12,597,5.17,110,3.82,"2020_11D","23_do_30_listopada_2020"
"Podlaskie",1576,16.72,7.12,210,45.77,105,11.37,1046,16.43,215,12.82,"2020_11D","23_do_30_listopada_2020"
"Pomorskie",10470,55.84,-0.07,2345,222.4,1073,51.11,6014,48.4,1038,32.73,"2020_11D","23_do_30_listopada_2020"
"Śląskie",7047,19.5,1.1,1080,63.7,630,17.69,4406,18.4,931,13.41,"2020_11D","23_do_30_listopada_2020"
"Świętokrzyskie",528,5.35,1.69,134,31.83,75,8,238,3.62,81,4.16,"2020_11D","23_do_30_listopada_2020"
"Warmińsko-Mazurskie",1386,12.18,2.88,165,30.68,189,15.68,834,10.76,198,10.49,"2020_11D","23_do_30_listopada_2020"
"Wielkopolskie",6846,24.46,-9.64,1130,73.79,605,19.53,4288,22.99,823,17.49,"2020_11D","23_do_30_listopada_2020"
"Zachodniopomorskie",746,5.5,-2.55,87,14.13,64,4.73,514,5.65,81,3.23,"2020_11D","23_do_30_listopada_2020"
"Dolnośląskie",3692,18.19,1.01,567,58.79,353,17.67,2202,16.34,570,14.75,"2020_12A","1_do_7_grudnia_2020"
"Kujawsko-Pomorskie",2932,20.21,-1,485,70.29,382,25.33,1775,18.23,290,11.27,"2020_12A","1_do_7_grudnia_2020"
"Lubelskie",1633,11.07,-2.58,364,52.92,145,9.77,925,9.4,199,7.26,"2020_12A","1_do_7_grudnia_2020"
"Lubuskie",335,4.73,-1.72,31,9.24,34,4.55,228,4.8,42,3.37,"2020_12A","1_do_7_grudnia_2020"
"Łódzkie",4105,23.89,-0.61,464,59.01,938,55.8,2159,19.18,544,15.73,"2020_12A","1_do_7_grudnia_2020"
"Małopolskie",2746,11.5,-3,596,45.84,290,11.37,1501,9.4,359,8.84,"2020_12A","1_do_7_grudnia_2020"
"Mazowieckie",9264,24.4,-3.35,1559,73.96,803,19.43,5704,22.97,1198,17.4,"2020_12A","1_do_7_grudnia_2020"
"Opolskie",714,10.38,-0.37,133,44.13,50,8.01,445,9.56,86,6.63,"2020_12A","1_do_7_grudnia_2020"
"Podkarpackie",890,5.98,1.12,162,22.18,74,4.84,568,5.62,86,3.41,"2020_12A","1_do_7_grudnia_2020"
"Podlaskie",1032,12.51,-4.21,187,46.58,68,8.42,664,11.92,113,7.7,"2020_12A","1_do_7_grudnia_2020"
"Pomorskie",6145,37.45,-18.38,1592,172.56,634,34.52,3289,30.25,630,22.7,"2020_12A","1_do_7_grudnia_2020"
"Śląskie",5712,18.06,-1.44,1127,75.97,556,17.84,3383,16.15,646,10.64,"2020_12A","1_do_7_grudnia_2020"
"Świętokrzyskie",239,2.77,-2.58,56,15.2,27,3.29,123,2.14,33,1.94,"2020_12A","1_do_7_grudnia_2020"
"Warmińsko-Mazurskie",1073,10.77,-1.4,148,31.45,141,13.37,623,9.19,161,9.74,"2020_12A","1_do_7_grudnia_2020"
"Wielkopolskie",8843,36.11,11.65,1797,134.11,853,31.46,5323,32.61,870,21.13,"2020_12A","1_do_7_grudnia_2020"
"Zachodniopomorskie",711,5.99,0.49,84,15.59,31,2.62,533,6.7,63,2.88,"2020_12A","1_do_7_grudnia_2020"
"Dolnośląskie",3191,13.75,-4.43,440,39.92,303,13.27,1981,12.86,467,10.57,"2020_12B","8_do_15_grudnia_2020"
"Kujawsko-Pomorskie",3205,19.33,-0.88,639,81.03,388,22.51,1807,16.24,371,12.62,"2020_12B","8_do_15_grudnia_2020"
"Lubelskie",2286,13.55,2.49,490,62.34,218,12.85,1305,11.6,273,8.71,"2020_12B","8_do_15_grudnia_2020"
"Lubuskie",308,3.81,-0.92,51,13.3,43,5.03,179,3.3,35,2.46,"2020_12B","8_do_15_grudnia_2020"
"Łódzkie",4052,20.63,-3.26,595,66.21,782,40.7,2249,17.48,426,10.78,"2020_12B","8_do_15_grudnia_2020"
"Małopolskie",2744,10.06,-1.44,712,47.92,357,12.24,1340,7.35,335,7.22,"2020_12B","8_do_15_grudnia_2020"
"Mazowieckie",10637,24.52,0.11,1866,77.46,990,20.96,6348,22.37,1433,18.21,"2020_12B","8_do_15_grudnia_2020"
"Opolskie",635,8.08,-2.3,113,32.81,50,7.01,373,7.01,99,6.68,"2020_12B","8_do_15_grudnia_2020"
"Podkarpackie",547,3.21,-2.76,133,15.93,71,4.06,274,2.37,69,2.39,"2020_12B","8_do_15_grudnia_2020"
"Podlaskie",1009,10.7,-1.81,180,39.23,71,7.69,614,9.64,144,8.59,"2020_12B","8_do_15_grudnia_2020"
"Pomorskie",11170,59.57,15.06,3049,289.17,1165,55.5,5774,46.47,1182,37.27,"2020_12B","8_do_15_grudnia_2020"
"Śląskie",4390,12.15,-5.92,961,56.68,392,11.01,2552,10.66,485,6.99,"2020_12B","8_do_15_grudnia_2020"
"Świętokrzyskie",189,1.91,-0.85,46,10.93,20,2.13,107,1.63,16,0.82,"2020_12B","8_do_15_grudnia_2020"
"Warmińsko-Mazurskie",1107,9.73,-1.05,161,29.94,105,8.71,627,8.09,214,11.33,"2020_12B","8_do_15_grudnia_2020"
"Wielkopolskie",7728,27.61,-8.5,1469,95.93,893,28.82,4446,23.83,920,19.55,"2020_12B","8_do_15_grudnia_2020"
"Zachodniopomorskie",668,4.92,-1.07,94,15.27,46,3.4,452,4.97,76,3.03,"2020_12B","8_do_15_grudnia_2020"
"Dolnośląskie",2953,14.55,0.79,559,57.96,301,15.06,1659,12.31,434,11.23,"2020_12C","16_do_22_grudnia_2020"
"Kujawsko-Pomorskie",2819,19.43,0.1,532,77.1,365,24.21,1561,16.03,361,14.03,"2020_12C","16_do_22_grudnia_2020"
"Lubelskie",982,6.65,-6.9,255,37.08,111,7.48,505,5.13,111,4.05,"2020_12C","16_do_22_grudnia_2020"
"Lubuskie",245,3.46,-0.35,75,22.35,40,5.35,115,2.42,15,1.2,"2020_12C","16_do_22_grudnia_2020"
"Łódzkie",2058,11.98,-8.66,543,69.06,372,22.13,864,7.67,279,8.07,"2020_12C","16_do_22_grudnia_2020"
"Małopolskie",2213,9.27,-0.79,698,53.69,282,11.05,982,6.15,251,6.18,"2020_12C","16_do_22_grudnia_2020"
"Mazowieckie",7519,19.81,-4.71,1579,74.91,731,17.68,4334,17.45,875,12.71,"2020_12C","16_do_22_grudnia_2020"
"Opolskie",596,8.66,0.59,145,48.11,31,4.97,361,7.75,59,4.55,"2020_12C","16_do_22_grudnia_2020"
"Podkarpackie",380,2.55,-0.66,112,15.34,68,4.45,165,1.63,35,1.39,"2020_12C","16_do_22_grudnia_2020"
"Podlaskie",448,5.43,-5.27,117,29.14,43,5.32,231,4.15,57,3.88,"2020_12C","16_do_22_grudnia_2020"
"Pomorskie",7313,44.57,-15,2168,234.99,855,46.55,3623,33.32,667,24.03,"2020_12C","16_do_22_grudnia_2020"
"Śląskie",4118,13.02,0.88,934,62.96,470,15.08,2157,10.3,557,9.17,"2020_12C","16_do_22_grudnia_2020"
"Świętokrzyskie",169,1.96,0.04,43,11.67,22,2.68,80,1.39,24,1.41,"2020_12C","16_do_22_grudnia_2020"
"Warmińsko-Mazurskie",884,8.88,-0.85,152,32.3,75,7.11,500,7.37,157,9.5,"2020_12C","16_do_22_grudnia_2020"
"Wielkopolskie",6402,26.14,-1.47,1430,106.72,825,30.43,3395,20.8,752,18.27,"2020_12C","16_do_22_grudnia_2020"
"Zachodniopomorskie",700,5.9,0.97,88,16.33,54,4.56,475,5.97,83,3.79,"2020_12C","16_do_22_grudnia_2020"
"Dolnośląskie",2554,9.78,-4.76,508,40.97,230,8.95,1318,7.61,498,10.02,"2020_12D","23_do_31_grudnia_2020"
"Kujawsko-Pomorskie",2229,11.95,-7.48,449,50.61,256,13.2,1211,9.67,313,9.46,"2020_12D","23_do_31_grudnia_2020"
"Lubelskie",1383,7.29,0.63,422,47.72,159,8.33,684,5.4,118,3.35,"2020_12D","23_do_31_grudnia_2020"
"Lubuskie",290,3.19,-0.27,57,13.21,32,3.33,174,2.85,27,1.69,"2020_12D","23_do_31_grudnia_2020"
"Łódzkie",2938,13.3,1.32,388,38.38,674,31.18,1561,10.78,315,7.08,"2020_12D","23_do_31_grudnia_2020"
"Małopolskie",2883,9.39,0.12,851,50.91,383,11.68,1322,6.44,327,6.26,"2020_12D","23_do_31_grudnia_2020"
"Mazowieckie",7856,16.1,-3.71,1799,66.38,903,16.99,4172,13.07,982,11.09,"2020_12D","23_do_31_grudnia_2020"
"Opolskie",550,6.22,-2.45,138,35.62,51,6.36,294,4.91,67,4.02,"2020_12D","23_do_31_grudnia_2020"
"Podkarpackie",396,2.07,-0.48,103,10.97,38,1.93,185,1.42,70,2.16,"2020_12D","23_do_31_grudnia_2020"
"Podlaskie",846,7.98,2.55,190,36.81,95,9.15,437,6.1,124,6.57,"2020_12D","23_do_31_grudnia_2020"
"Pomorskie",8373,39.69,-4.88,2325,196,921,39,4196,30.02,931,26.09,"2020_12D","23_do_31_grudnia_2020"
"Śląskie",3103,7.63,-5.39,763,40,364,9.09,1649,6.12,327,4.19,"2020_12D","23_do_31_grudnia_2020"
"Świętokrzyskie",259,2.33,0.38,55,11.61,31,2.94,134,1.81,39,1.78,"2020_12D","23_do_31_grudnia_2020"
"Warmińsko-Mazurskie",705,5.51,-3.37,110,18.18,60,4.42,398,4.56,137,6.45,"2020_12D","23_do_31_grudnia_2020"
"Wielkopolskie",6828,21.68,-4.46,1590,92.3,817,23.44,3668,17.48,753,14.23,"2020_12D","23_do_31_grudnia_2020"
"Zachodniopomorskie",553,3.62,-2.27,101,14.58,45,2.96,325,3.18,82,2.91,"2020_12D","23_do_31_grudnia_2020"
