"woj","suma","w_0_4","w_5_14","w_15_64","w_65","dni","miesiac","rok","tydz","numer"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Lubelskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Lubuskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Łódzkie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Małopolskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Mazowieckie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Opolskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Podkarpackie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Podlaskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Pomorskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Śląskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Świętokrzyskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Wielkopolskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","czerwiec",2010,23,"6C"
"Dolnośląskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Lubelskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Lubuskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Łódzkie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Małopolskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Mazowieckie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Opolskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Podkarpackie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Podlaskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Pomorskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Śląskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Świętokrzyskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Wielkopolskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Zachodniopomorskie",0,0,0,0,0,"23-30","czerwiec",2010,24,"6D"
"Dolnośląskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Lubelskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Lubuskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Łódzkie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Małopolskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Mazowieckie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Opolskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Podkarpackie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Podlaskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Pomorskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Śląskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Świętokrzyskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Wielkopolskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","lipiec",2010,25,"7A"
"Dolnośląskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Lubelskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Lubuskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Łódzkie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Małopolskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Mazowieckie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Opolskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Podkarpackie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Podlaskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Pomorskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Śląskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Świętokrzyskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Wielkopolskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","lipiec",2010,26,"7B"
"Dolnośląskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Lubelskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Lubuskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Łódzkie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Małopolskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Mazowieckie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Opolskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Podkarpackie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Podlaskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Pomorskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Śląskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Świętokrzyskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Wielkopolskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","lipiec",2010,27,"7C"
"Dolnośląskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Lubelskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Lubuskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Łódzkie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Małopolskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Mazowieckie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Opolskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Podkarpackie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Podlaskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Pomorskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Śląskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Świętokrzyskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Wielkopolskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","lipiec",2010,28,"7D"
"Dolnośląskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Lubelskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Lubuskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Łódzkie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Małopolskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Mazowieckie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Opolskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Podkarpackie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Podlaskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Pomorskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Śląskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Świętokrzyskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Wielkopolskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","sierpień",2010,29,"8A"
"Dolnośląskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Lubelskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Lubuskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Łódzkie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Małopolskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Mazowieckie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Opolskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Podkarpackie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Podlaskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Pomorskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Śląskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Świętokrzyskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Wielkopolskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","sierpień",2010,30,"8B"
"Dolnośląskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Lubelskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Lubuskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Łódzkie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Małopolskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Mazowieckie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Opolskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Podkarpackie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Podlaskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Pomorskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Śląskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Świętokrzyskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Wielkopolskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","sierpień",2010,31,"8C"
"Dolnośląskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Lubelskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Lubuskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Łódzkie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Małopolskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Mazowieckie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Opolskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Podkarpackie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Podlaskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Pomorskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Śląskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Świętokrzyskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Wielkopolskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","sierpień",2010,32,"8D"
"Dolnośląskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Lubelskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Lubuskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Łódzkie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Małopolskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Mazowieckie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Opolskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Podkarpackie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Podlaskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Pomorskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Śląskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Świętokrzyskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Wielkopolskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","wrzesień",2010,33,"9A"
"Dolnośląskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Lubelskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Lubuskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Łódzkie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Małopolskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Mazowieckie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Opolskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Podkarpackie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Podlaskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Pomorskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Śląskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Świętokrzyskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Wielkopolskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","wrzesień",2010,34,"9B"
"Dolnośląskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Lubelskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Lubuskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Łódzkie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Małopolskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Mazowieckie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Opolskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Podkarpackie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Podlaskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Pomorskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Śląskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Świętokrzyskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Wielkopolskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","wrzesień",2010,35,"9C"
"Dolnośląskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Lubelskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Lubuskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Łódzkie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Małopolskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Mazowieckie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Opolskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Podkarpackie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Podlaskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Pomorskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Śląskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Świętokrzyskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Wielkopolskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Zachodniopomorskie",0,0,0,0,0,"23-30","wrzesień",2010,36,"9D"
"Dolnośląskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Lubelskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Lubuskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Łódzkie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Małopolskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Mazowieckie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Opolskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Podkarpackie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Podlaskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Pomorskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Śląskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Świętokrzyskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Wielkopolskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","pażdziernik",2010,37,"10A"
"Dolnośląskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Lubelskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Lubuskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Łódzkie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Małopolskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Mazowieckie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Opolskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Podkarpackie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Podlaskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Pomorskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Śląskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Świętokrzyskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Wielkopolskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","pażdziernik",2010,38,"10B"
"Dolnośląskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Lubelskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Lubuskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Łódzkie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Małopolskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Mazowieckie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Opolskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Podkarpackie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Podlaskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Pomorskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Śląskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Świętokrzyskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Wielkopolskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","pażdziernik",2010,39,"10C"
"Dolnośląskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Lubelskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Lubuskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Łódzkie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Małopolskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Mazowieckie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Opolskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Podkarpackie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Podlaskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Pomorskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Śląskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Świętokrzyskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Wielkopolskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","pażdziernik",2010,40,"10D"
"Dolnośląskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Lubelskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Lubuskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Łódzkie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Małopolskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Mazowieckie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Opolskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Podkarpackie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Podlaskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Pomorskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Śląskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Świętokrzyskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Wielkopolskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","listopad",2010,41,"11A"
"Dolnośląskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Lubelskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Lubuskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Łódzkie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Małopolskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Mazowieckie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Opolskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Podkarpackie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Podlaskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Pomorskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Śląskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Świętokrzyskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Wielkopolskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","listopad",2010,42,"11B"
"Dolnośląskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Lubelskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Lubuskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Łódzkie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Małopolskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Mazowieckie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Opolskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Podkarpackie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Podlaskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Pomorskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Śląskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Świętokrzyskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Wielkopolskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","listopad",2010,43,"11C"
"Dolnośląskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Lubelskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Lubuskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Łódzkie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Małopolskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Mazowieckie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Opolskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Podkarpackie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Podlaskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Pomorskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Śląskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
"Świętokrzyskie",0,0,0,0,0,"23-30","listopad",2010,44,"11D"
