"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","tydz","data"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_06D","23_do_30_czerwca_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_06D","23_do_30_czerwca_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_06D","23_do_30_czerwca_2014"
"Małopolskie",14,0.3,0,0,13,92.9,1,7.1,"2014_06D","23_do_30_czerwca_2014"
"Mazowieckie",27,0.3,5,18.5,20,74.1,2,7.4,"2014_06D","23_do_30_czerwca_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_06D","23_do_30_czerwca_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_06D","23_do_30_czerwca_2014"
"Podlaskie",0,0,0,0,0,0,0,0,"2014_06D","23_do_30_czerwca_2014"
"Pomorskie",22,0.2,0,0,22,100,4,18.2,"2014_06D","23_do_30_czerwca_2014"
"Śląskie",2,0.06,0,0,2,100,0,0,"2014_06D","23_do_30_czerwca_2014"
"Świętokrzyskie",1,0.25,1,100,1,100,0,0,"2014_06D","23_do_30_czerwca_2014"
"Warmińsko-Mazurskie",4,0.85,0,0,4,100,0,0,"2014_06D","23_do_30_czerwca_2014"
"Wielkopolskie",10,0.18,0,0,10,100,0,0,"2014_06D","23_do_30_czerwca_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_06D","23_do_30_czerwca_2014"
"Dolnośląskie",3,0.34,0,0,3,100,0,0,"2014_07A","1_do_7_lipca_2014"
"Kujawsko-Pomorskie",2,0.09,0,0,2,100,0,0,"2014_07A","1_do_7_lipca_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_07A","1_do_7_lipca_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_07A","1_do_7_lipca_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_07A","1_do_7_lipca_2014"
"Małopolskie",0,0,0,0,0,0,0,0,"2014_07A","1_do_7_lipca_2014"
"Mazowieckie",0,0,0,0,0,0,0,0,"2014_07A","1_do_7_lipca_2014"
"Opolskie",1,0.25,0,0,1,100,0,0,"2014_07A","1_do_7_lipca_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_07A","1_do_7_lipca_2014"
"Podlaskie",9,1.19,0,0,9,100,0,0,"2014_07A","1_do_7_lipca_2014"
"Pomorskie",51,0.66,1,2,51,100,4,7.8,"2014_07A","1_do_7_lipca_2014"
"Śląskie",2,0.08,0,0,2,100,0,0,"2014_07A","1_do_7_lipca_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_07A","1_do_7_lipca_2014"
"Warmińsko-Mazurskie",5,1.32,0,0,5,100,0,0,"2014_07A","1_do_7_lipca_2014"
"Wielkopolskie",13,0.26,0,0,13,100,0,0,"2014_07A","1_do_7_lipca_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_07A","1_do_7_lipca_2014"
"Dolnośląskie",1,0.12,0,0,1,100,0,0,"2014_07B","8_do_15_lipca_2014"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2014_07B","8_do_15_lipca_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_07B","8_do_15_lipca_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_07B","8_do_15_lipca_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_07B","8_do_15_lipca_2014"
"Małopolskie",15,0.54,1,6.7,8,53.3,6,40,"2014_07B","8_do_15_lipca_2014"
"Mazowieckie",17,0.22,0,0,17,100,0,0,"2014_07B","8_do_15_lipca_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_07B","8_do_15_lipca_2014"
"Podkarpackie",1,0.2,0,0,1,100,0,0,"2014_07B","8_do_15_lipca_2014"
"Podlaskie",6,1.46,0,0,6,100,0,0,"2014_07B","8_do_15_lipca_2014"
"Pomorskie",30,0.36,0,0,30,100,4,13.3,"2014_07B","8_do_15_lipca_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_07B","8_do_15_lipca_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_07B","8_do_15_lipca_2014"
"Warmińsko-Mazurskie",4,1.08,0,0,4,100,0,0,"2014_07B","8_do_15_lipca_2014"
"Wielkopolskie",18,0.44,0,0,18,100,0,0,"2014_07B","8_do_15_lipca_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_07B","8_do_15_lipca_2014"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2014_07C","16_do_22_lipca_2014"
"Kujawsko-Pomorskie",1,0.07,0,0,1,100,0,0,"2014_07C","16_do_22_lipca_2014"
"Lubelskie",1,0.25,0,0,1,100,0,0,"2014_07C","16_do_22_lipca_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_07C","16_do_22_lipca_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_07C","16_do_22_lipca_2014"
"Małopolskie",6,0.24,0,0,4,66.7,2,33.3,"2014_07C","16_do_22_lipca_2014"
"Mazowieckie",8,0.14,0,0,8,100,0,0,"2014_07C","16_do_22_lipca_2014"
"Opolskie",1,0.31,0,0,1,100,0,0,"2014_07C","16_do_22_lipca_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_07C","16_do_22_lipca_2014"
"Podlaskie",1,0.33,0,0,1,100,0,0,"2014_07C","16_do_22_lipca_2014"
"Pomorskie",9,0.12,0,0,9,100,3,33.3,"2014_07C","16_do_22_lipca_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_07C","16_do_22_lipca_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_07C","16_do_22_lipca_2014"
"Warmińsko-Mazurskie",7,2.36,0,0,7,100,0,0,"2014_07C","16_do_22_lipca_2014"
"Wielkopolskie",12,0.39,0,0,12,100,0,0,"2014_07C","16_do_22_lipca_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_07C","16_do_22_lipca_2014"
"Dolnośląskie",1,0.14,0,0,0,0,1,100,"2014_07D","23_do_31_lipca_2014"
"Kujawsko-Pomorskie",2,0.11,0,0,2,100,0,0,"2014_07D","23_do_31_lipca_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_07D","23_do_31_lipca_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_07D","23_do_31_lipca_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_07D","23_do_31_lipca_2014"
"Małopolskie",6,0.36,0,0,6,100,0,0,"2014_07D","23_do_31_lipca_2014"
"Mazowieckie",27,0.57,0,0,23,85.2,4,14.8,"2014_07D","23_do_31_lipca_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_07D","23_do_31_lipca_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_07D","23_do_31_lipca_2014"
"Podlaskie",2,1.09,0,0,2,100,0,0,"2014_07D","23_do_31_lipca_2014"
"Pomorskie",34,0.4,0,0,34,100,2,5.9,"2014_07D","23_do_31_lipca_2014"
"Śląskie",2,0.17,0,0,0,0,2,100,"2014_07D","23_do_31_lipca_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_07D","23_do_31_lipca_2014"
"Warmińsko-Mazurskie",3,1.28,0,0,3,100,0,0,"2014_07D","23_do_31_lipca_2014"
"Wielkopolskie",16,0.5,0,0,16,100,0,0,"2014_07D","23_do_31_lipca_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_07D","23_do_31_lipca_2014"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Kujawsko-Pomorskie",1,0.08,0,0,1,100,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Lubelskie",1,0.52,0,0,1,100,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Małopolskie",12,0.71,0,0,6,50,6,50,"2014_08A","1_do_7_sierpnia_2014"
"Mazowieckie",11,0.32,2,18.2,9,81.8,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Podlaskie",0,0,0,0,0,0,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Pomorskie",39,0.74,2,5.1,37,94.9,4,10.3,"2014_08A","1_do_7_sierpnia_2014"
"Śląskie",1,0.05,0,0,1,100,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Warmińsko-Mazurskie",4,1.69,0,0,4,100,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Wielkopolskie",14,0.56,1,7.1,12,85.7,1,7.1,"2014_08A","1_do_7_sierpnia_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_08A","1_do_7_sierpnia_2014"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Małopolskie",6,0.35,1,16.7,2,33.3,3,50,"2014_08B","8_do_15_sierpnia_2014"
"Mazowieckie",55,1.58,3,5.5,51,92.7,1,1.8,"2014_08B","8_do_15_sierpnia_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Podkarpackie",1,0.29,0,0,1,100,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Podlaskie",3,1.1,0,0,3,100,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Pomorskie",28,0.6,0,0,28,100,3,10.7,"2014_08B","8_do_15_sierpnia_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Świętokrzyskie",1,0.39,1,100,0,0,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Warmińsko-Mazurskie",2,1.34,0,0,2,100,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Wielkopolskie",10,0.37,0,0,10,100,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_08B","8_do_15_sierpnia_2014"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Kujawsko-Pomorskie",3,0.24,0,0,3,100,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Małopolskie",6,0.34,0,0,2,33.3,4,66.7,"2014_08C","16_do_22_sierpnia_2014"
"Mazowieckie",23,0.63,4,17.4,13,56.5,6,26.1,"2014_08C","16_do_22_sierpnia_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Podlaskie",1,0.74,0,0,1,100,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Pomorskie",15,0.34,0,0,15,100,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Warmińsko-Mazurskie",3,2.73,0,0,3,100,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Wielkopolskie",1,0.04,0,0,1,100,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_08C","16_do_22_sierpnia_2014"
"Dolnośląskie",1,0.14,0,0,1,100,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Małopolskie",2,0.13,0,0,2,100,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Mazowieckie",20,0.58,7,35,7,35,6,30,"2014_08D","23_do_31_sierpnia_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Podlaskie",4,1.95,0,0,4,100,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Pomorskie",32,0.57,0,0,31,96.9,3,9.4,"2014_08D","23_do_31_sierpnia_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Warmińsko-Mazurskie",3,2,0,0,3,100,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Wielkopolskie",10,0.33,0,0,10,100,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_08D","23_do_31_sierpnia_2014"
"Dolnośląskie",2,0.28,0,0,2,100,0,0,"2014_09A","1_do_7_września_2014"
"Kujawsko-Pomorskie",1,0.07,0,0,1,100,0,0,"2014_09A","1_do_7_września_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_09A","1_do_7_września_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_09A","1_do_7_września_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_09A","1_do_7_września_2014"
"Małopolskie",13,0.59,1,7.7,6,46.2,6,46.2,"2014_09A","1_do_7_września_2014"
"Mazowieckie",13,0.29,5,38.5,8,61.5,0,0,"2014_09A","1_do_7_września_2014"
"Opolskie",1,0.34,0,0,1,100,0,0,"2014_09A","1_do_7_września_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_09A","1_do_7_września_2014"
"Podlaskie",2,1.05,0,0,0,0,2,100,"2014_09A","1_do_7_września_2014"
"Pomorskie",30,0.47,0,0,30,100,2,6.7,"2014_09A","1_do_7_września_2014"
"Śląskie",2,0.12,0,0,2,100,0,0,"2014_09A","1_do_7_września_2014"
"Świętokrzyskie",1,0.4,1,100,0,0,0,0,"2014_09A","1_do_7_września_2014"
"Warmińsko-Mazurskie",4,2.74,0,0,4,100,0,0,"2014_09A","1_do_7_września_2014"
"Wielkopolskie",19,0.62,0,0,19,100,0,0,"2014_09A","1_do_7_września_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_09A","1_do_7_września_2014"
"Dolnośląskie",3,0.15,0,0,3,100,0,0,"2014_09B","8_do_15_września_2014"
"Kujawsko-Pomorskie",4,0.1,0,0,4,100,0,0,"2014_09B","8_do_15_września_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_09B","8_do_15_września_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_09B","8_do_15_września_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_09B","8_do_15_września_2014"
"Małopolskie",13,0.21,3,23.1,9,69.2,1,7.7,"2014_09B","8_do_15_września_2014"
"Mazowieckie",9,0.11,1,11.1,8,88.9,0,0,"2014_09B","8_do_15_września_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_09B","8_do_15_września_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_09B","8_do_15_września_2014"
"Podlaskie",12,1.47,0,0,12,100,0,0,"2014_09B","8_do_15_września_2014"
"Pomorskie",44,0.34,0,0,44,100,6,13.6,"2014_09B","8_do_15_września_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_09B","8_do_15_września_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_09B","8_do_15_września_2014"
"Warmińsko-Mazurskie",3,0.8,0,0,3,100,0,0,"2014_09B","8_do_15_września_2014"
"Wielkopolskie",14,0.18,1,7.1,14,100,0,0,"2014_09B","8_do_15_września_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_09B","8_do_15_września_2014"
"Dolnośląskie",14,0.53,0,0,14,100,0,0,"2014_09C","16_do_22_września_2014"
"Kujawsko-Pomorskie",1,0.02,0,0,1,100,0,0,"2014_09C","16_do_22_września_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_09C","16_do_22_września_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_09C","16_do_22_września_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_09C","16_do_22_września_2014"
"Małopolskie",24,0.36,0,0,20,83.3,4,16.7,"2014_09C","16_do_22_września_2014"
"Mazowieckie",23,0.19,4,17.4,17,73.9,2,8.7,"2014_09C","16_do_22_września_2014"
"Opolskie",1,0.16,0,0,1,100,0,0,"2014_09C","16_do_22_września_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_09C","16_do_22_września_2014"
"Podlaskie",0,0,0,0,0,0,0,0,"2014_09C","16_do_22_września_2014"
"Pomorskie",62,0.47,0,0,61,98.4,6,9.7,"2014_09C","16_do_22_września_2014"
"Śląskie",1,0.02,0,0,0,0,1,100,"2014_09C","16_do_22_września_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_09C","16_do_22_września_2014"
"Warmińsko-Mazurskie",4,0.75,0,0,4,100,0,0,"2014_09C","16_do_22_września_2014"
"Wielkopolskie",17,0.2,0,0,16,94.1,1,5.9,"2014_09C","16_do_22_września_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_09C","16_do_22_września_2014"
"Dolnośląskie",7,0.2,0,0,7,100,0,0,"2014_09D","23_do_30_września_2014"
"Kujawsko-Pomorskie",3,0.06,0,0,3,100,0,0,"2014_09D","23_do_30_września_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_09D","23_do_30_września_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_09D","23_do_30_września_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_09D","23_do_30_września_2014"
"Małopolskie",27,0.4,4,14.8,17,63,6,22.2,"2014_09D","23_do_30_września_2014"
"Mazowieckie",29,0.19,0,0,29,100,0,0,"2014_09D","23_do_30_września_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_09D","23_do_30_września_2014"
"Podkarpackie",1,0.09,0,0,1,100,0,0,"2014_09D","23_do_30_września_2014"
"Podlaskie",9,0.73,0,0,9,100,0,0,"2014_09D","23_do_30_września_2014"
"Pomorskie",78,0.49,0,0,78,100,10,12.8,"2014_09D","23_do_30_września_2014"
"Śląskie",1,0.02,0,0,1,100,0,0,"2014_09D","23_do_30_września_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_09D","23_do_30_września_2014"
"Warmińsko-Mazurskie",6,1.15,0,0,6,100,0,0,"2014_09D","23_do_30_września_2014"
"Wielkopolskie",23,0.23,1,4.3,23,100,0,0,"2014_09D","23_do_30_września_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_09D","23_do_30_września_2014"
"Dolnośląskie",3,0.1,0,0,3,100,0,0,"2014_10A","1_do_7_października_2014"
"Kujawsko-Pomorskie",2,0.04,0,0,1,50,1,50,"2014_10A","1_do_7_października_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_10A","1_do_7_października_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_10A","1_do_7_października_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_10A","1_do_7_października_2014"
"Małopolskie",24,0.33,0,0,24,100,0,0,"2014_10A","1_do_7_października_2014"
"Mazowieckie",33,0.22,8,24.2,23,69.7,2,6.1,"2014_10A","1_do_7_października_2014"
"Opolskie",5,0.49,0,0,5,100,0,0,"2014_10A","1_do_7_października_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_10A","1_do_7_października_2014"
"Podlaskie",7,0.38,0,0,7,100,0,0,"2014_10A","1_do_7_października_2014"
"Pomorskie",78,0.52,1,1.3,77,98.7,2,2.6,"2014_10A","1_do_7_października_2014"
"Śląskie",4,0.06,0,0,4,100,0,0,"2014_10A","1_do_7_października_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_10A","1_do_7_października_2014"
"Warmińsko-Mazurskie",6,0.86,0,0,6,100,0,0,"2014_10A","1_do_7_października_2014"
"Wielkopolskie",18,0.18,0,0,18,100,0,0,"2014_10A","1_do_7_października_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_10A","1_do_7_października_2014"
"Dolnośląskie",15,0.38,4,26.7,11,73.3,0,0,"2014_10B","8_do_15_października_2014"
"Kujawsko-Pomorskie",7,0.13,1,14.3,6,85.7,0,0,"2014_10B","8_do_15_października_2014"
"Lubelskie",3,0.14,0,0,3,100,0,0,"2014_10B","8_do_15_października_2014"
"Lubuskie",1,0.47,0,0,1,100,0,0,"2014_10B","8_do_15_października_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_10B","8_do_15_października_2014"
"Małopolskie",22,0.29,2,9.1,17,77.3,3,13.6,"2014_10B","8_do_15_października_2014"
"Mazowieckie",39,0.24,4,10.3,33,84.6,2,5.1,"2014_10B","8_do_15_października_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_10B","8_do_15_października_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_10B","8_do_15_października_2014"
"Podlaskie",11,0.8,0,0,11,100,1,9.1,"2014_10B","8_do_15_października_2014"
"Pomorskie",108,0.62,2,1.9,106,98.1,0,0,"2014_10B","8_do_15_października_2014"
"Śląskie",1,0.01,0,0,1,100,0,0,"2014_10B","8_do_15_października_2014"
"Świętokrzyskie",1,0.09,0,0,1,100,0,0,"2014_10B","8_do_15_października_2014"
"Warmińsko-Mazurskie",5,0.63,0,0,5,100,0,0,"2014_10B","8_do_15_października_2014"
"Wielkopolskie",30,0.26,0,0,30,100,0,0,"2014_10B","8_do_15_października_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_10B","8_do_15_października_2014"
"Dolnośląskie",17,0.41,3,17.6,14,82.4,0,0,"2014_10C","16_do_22_października_2014"
"Kujawsko-Pomorskie",4,0.07,0,0,4,100,0,0,"2014_10C","16_do_22_października_2014"
"Lubelskie",5,0.32,0,0,5,100,0,0,"2014_10C","16_do_22_października_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_10C","16_do_22_października_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_10C","16_do_22_października_2014"
"Małopolskie",34,0.38,0,0,33,97.1,1,2.9,"2014_10C","16_do_22_października_2014"
"Mazowieckie",22,0.14,3,13.6,16,72.7,3,13.6,"2014_10C","16_do_22_października_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_10C","16_do_22_października_2014"
"Podkarpackie",1,0.11,0,0,1,100,0,0,"2014_10C","16_do_22_października_2014"
"Podlaskie",6,0.5,0,0,6,100,0,0,"2014_10C","16_do_22_października_2014"
"Pomorskie",62,0.38,0,0,62,100,0,0,"2014_10C","16_do_22_października_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_10C","16_do_22_października_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_10C","16_do_22_października_2014"
"Warmińsko-Mazurskie",7,0.9,0,0,7,100,0,0,"2014_10C","16_do_22_października_2014"
"Wielkopolskie",24,0.22,1,4.2,24,100,0,0,"2014_10C","16_do_22_października_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_10C","16_do_22_października_2014"
"Dolnośląskie",19,0.38,0,0,18,94.7,1,5.3,"2014_10D","23_do_31_października_2014"
"Kujawsko-Pomorskie",5,0.07,0,0,5,100,0,0,"2014_10D","23_do_31_października_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_10D","23_do_31_października_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_10D","23_do_31_października_2014"
"Łódzkie",1,0.02,0,0,1,100,0,0,"2014_10D","23_do_31_października_2014"
"Małopolskie",28,0.23,5,17.9,16,57.1,7,25,"2014_10D","23_do_31_października_2014"
"Mazowieckie",17,0.1,0,0,16,94.1,1,5.9,"2014_10D","23_do_31_października_2014"
"Opolskie",2,0.21,0,0,2,100,0,0,"2014_10D","23_do_31_października_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_10D","23_do_31_października_2014"
"Podlaskie",16,1.11,0,0,16,100,0,0,"2014_10D","23_do_31_października_2014"
"Pomorskie",63,0.29,0,0,63,100,11,17.5,"2014_10D","23_do_31_października_2014"
"Śląskie",3,0.04,0,0,3,100,0,0,"2014_10D","23_do_31_października_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_10D","23_do_31_października_2014"
"Warmińsko-Mazurskie",13,1.49,0,0,13,100,0,0,"2014_10D","23_do_31_października_2014"
"Wielkopolskie",40,0.3,0,0,39,97.5,2,5,"2014_10D","23_do_31_października_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_10D","23_do_31_października_2014"
"Dolnośląskie",4,0.11,0,0,4,100,0,0,"2014_11A","1_do_7_listopada_2014"
"Kujawsko-Pomorskie",2,0.04,0,0,2,100,0,0,"2014_11A","1_do_7_listopada_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_11A","1_do_7_listopada_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_11A","1_do_7_listopada_2014"
"Łódzkie",1,0.02,0,0,1,100,0,0,"2014_11A","1_do_7_listopada_2014"
"Małopolskie",4,0.08,0,0,4,100,0,0,"2014_11A","1_do_7_listopada_2014"
"Mazowieckie",36,0.23,4,11.1,28,77.8,4,11.1,"2014_11A","1_do_7_listopada_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_11A","1_do_7_listopada_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_11A","1_do_7_listopada_2014"
"Podlaskie",7,0.46,0,0,7,100,0,0,"2014_11A","1_do_7_listopada_2014"
"Pomorskie",67,0.44,0,0,67,100,8,11.9,"2014_11A","1_do_7_listopada_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_11A","1_do_7_listopada_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_11A","1_do_7_listopada_2014"
"Warmińsko-Mazurskie",4,0.48,0,0,4,100,0,0,"2014_11A","1_do_7_listopada_2014"
"Wielkopolskie",27,0.24,0,0,26,96.3,1,3.7,"2014_11A","1_do_7_listopada_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_11A","1_do_7_listopada_2014"
"Dolnośląskie",12,0.33,0,0,12,100,0,0,"2014_11B","8_do_15_listopada_2014"
"Kujawsko-Pomorskie",5,0.1,0,0,5,100,0,0,"2014_11B","8_do_15_listopada_2014"
"Lubelskie",1,0.08,0,0,1,100,0,0,"2014_11B","8_do_15_listopada_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_11B","8_do_15_listopada_2014"
