"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","tydz","data"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_11B","8_do_15_listopada_2014"
"Małopolskie",44,0.53,3,6.8,33,75,8,18.2,"2014_11B","8_do_15_listopada_2014"
"Mazowieckie",47,0.28,5,10.6,42,89.4,0,0,"2014_11B","8_do_15_listopada_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_11B","8_do_15_listopada_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_11B","8_do_15_listopada_2014"
"Podlaskie",2,0.22,0,0,2,100,0,0,"2014_11B","8_do_15_listopada_2014"
"Pomorskie",58,0.31,0,0,58,100,5,8.6,"2014_11B","8_do_15_listopada_2014"
"Śląskie",1,0.02,0,0,1,100,0,0,"2014_11B","8_do_15_listopada_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_11B","8_do_15_listopada_2014"
"Warmińsko-Mazurskie",8,1.18,0,0,8,100,0,0,"2014_11B","8_do_15_listopada_2014"
"Wielkopolskie",34,0.31,0,0,34,100,0,0,"2014_11B","8_do_15_listopada_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_11B","8_do_15_listopada_2014"
"Dolnośląskie",21,0.57,0,0,20,95.2,1,4.8,"2014_11C","16_do_22_listopada_2014"
"Kujawsko-Pomorskie",11,0.21,0,0,11,100,0,0,"2014_11C","16_do_22_listopada_2014"
"Lubelskie",1,0.07,0,0,1,100,0,0,"2014_11C","16_do_22_listopada_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_11C","16_do_22_listopada_2014"
"Łódzkie",1,0.02,0,0,1,100,0,0,"2014_11C","16_do_22_listopada_2014"
"Małopolskie",35,0.46,4,11.4,24,68.6,7,20,"2014_11C","16_do_22_listopada_2014"
"Mazowieckie",23,0.17,5,21.7,18,78.3,0,0,"2014_11C","16_do_22_listopada_2014"
"Opolskie",1,0.12,0,0,1,100,0,0,"2014_11C","16_do_22_listopada_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_11C","16_do_22_listopada_2014"
"Podlaskie",22,1.21,1,4.5,21,95.5,0,0,"2014_11C","16_do_22_listopada_2014"
"Pomorskie",92,0.52,0,0,92,100,8,8.7,"2014_11C","16_do_22_listopada_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_11C","16_do_22_listopada_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_11C","16_do_22_listopada_2014"
"Warmińsko-Mazurskie",13,1.46,0,0,13,100,0,0,"2014_11C","16_do_22_listopada_2014"
"Wielkopolskie",80,0.56,0,0,80,100,0,0,"2014_11C","16_do_22_listopada_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_11C","16_do_22_listopada_2014"
"Dolnośląskie",18,0.45,0,0,18,100,0,0,"2014_11D","23_do_30_listopada_2014"
"Kujawsko-Pomorskie",4,0.08,0,0,4,100,0,0,"2014_11D","23_do_30_listopada_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_11D","23_do_30_listopada_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_11D","23_do_30_listopada_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_11D","23_do_30_listopada_2014"
"Małopolskie",23,0.25,3,13,18,78.3,2,8.7,"2014_11D","23_do_30_listopada_2014"
"Mazowieckie",29,0.18,5,17.2,24,82.8,0,0,"2014_11D","23_do_30_listopada_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_11D","23_do_30_listopada_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_11D","23_do_30_listopada_2014"
"Podlaskie",6,0.42,0,0,6,100,0,0,"2014_11D","23_do_30_listopada_2014"
"Pomorskie",63,0.33,0,0,63,100,9,14.3,"2014_11D","23_do_30_listopada_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_11D","23_do_30_listopada_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_11D","23_do_30_listopada_2014"
"Warmińsko-Mazurskie",6,0.65,0,0,6,100,0,0,"2014_11D","23_do_30_listopada_2014"
"Wielkopolskie",38,0.29,0,0,38,100,0,0,"2014_11D","23_do_30_listopada_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_11D","23_do_30_listopada_2014"
"Dolnośląskie",11,0.26,5,45.5,5,45.5,1,9.1,"2014_12A","1_do_7_grudnia_2014"
"Kujawsko-Pomorskie",6,0.09,0,0,6,100,0,0,"2014_12A","1_do_7_grudnia_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_12A","1_do_7_grudnia_2014"
"Lubuskie",1,0.17,0,0,1,100,0,0,"2014_12A","1_do_7_grudnia_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_12A","1_do_7_grudnia_2014"
"Małopolskie",25,0.3,1,4,21,84,3,12,"2014_12A","1_do_7_grudnia_2014"
"Mazowieckie",43,0.24,6,14,33,76.7,5,11.6,"2014_12A","1_do_7_grudnia_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_12A","1_do_7_grudnia_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_12A","1_do_7_grudnia_2014"
"Podlaskie",7,0.65,0,0,7,100,0,0,"2014_12A","1_do_7_grudnia_2014"
"Pomorskie",85,0.48,13,15.3,72,84.7,6,7.1,"2014_12A","1_do_7_grudnia_2014"
"Śląskie",1,0.02,0,0,1,100,0,0,"2014_12A","1_do_7_grudnia_2014"
"Świętokrzyskie",1,0.1,0,0,1,100,0,0,"2014_12A","1_do_7_grudnia_2014"
"Warmińsko-Mazurskie",9,0.96,0,0,9,100,0,0,"2014_12A","1_do_7_grudnia_2014"
"Wielkopolskie",56,0.48,1,1.8,56,100,0,0,"2014_12A","1_do_7_grudnia_2014"
"Zachodniopomorskie",3,0.19,0,0,3,100,0,0,"2014_12A","1_do_7_grudnia_2014"
"Dolnośląskie",8,0.18,0,0,8,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Kujawsko-Pomorskie",8,0.12,0,0,8,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Lubelskie",0,0,0,0,0,0,0,0,"2014_12B","8_do_15_grudnia_2014"
"Lubuskie",4,0.26,0,0,4,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Łódzkie",1,0.02,1,100,1,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Małopolskie",42,0.32,5,11.9,25,59.5,12,28.6,"2014_12B","8_do_15_grudnia_2014"
"Mazowieckie",37,0.17,1,2.7,35,94.6,1,2.7,"2014_12B","8_do_15_grudnia_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_12B","8_do_15_grudnia_2014"
"Podkarpackie",4,0.24,0,0,4,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Podlaskie",9,0.48,0,0,9,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Pomorskie",111,0.47,2,1.8,110,99.1,20,18,"2014_12B","8_do_15_grudnia_2014"
"Śląskie",2,0.03,0,0,2,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Świętokrzyskie",1,0.09,0,0,1,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Warmińsko-Mazurskie",16,1.63,0,0,16,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Wielkopolskie",57,0.41,1,1.8,56,98.2,0,0,"2014_12B","8_do_15_grudnia_2014"
"Zachodniopomorskie",2,0.1,0,0,2,100,0,0,"2014_12B","8_do_15_grudnia_2014"
"Dolnośląskie",15,0.46,0,0,14,93.3,1,6.7,"2014_12C","16_do_22_grudnia_2014"
"Kujawsko-Pomorskie",1,0.02,0,0,1,100,0,0,"2014_12C","16_do_22_grudnia_2014"
"Lubelskie",2,0.12,0,0,2,100,0,0,"2014_12C","16_do_22_grudnia_2014"
"Lubuskie",1,0.09,0,0,1,100,0,0,"2014_12C","16_do_22_grudnia_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_12C","16_do_22_grudnia_2014"
"Małopolskie",15,0.15,0,0,15,100,0,0,"2014_12C","16_do_22_grudnia_2014"
"Mazowieckie",22,0.15,2,9.1,17,77.3,3,13.6,"2014_12C","16_do_22_grudnia_2014"
"Opolskie",0,0,0,0,0,0,0,0,"2014_12C","16_do_22_grudnia_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_12C","16_do_22_grudnia_2014"
"Podlaskie",0,0,0,0,0,0,0,0,"2014_12C","16_do_22_grudnia_2014"
"Pomorskie",105,0.55,0,0,105,100,5,4.8,"2014_12C","16_do_22_grudnia_2014"
"Śląskie",0,0,0,0,0,0,0,0,"2014_12C","16_do_22_grudnia_2014"
"Świętokrzyskie",2,0.16,0,0,2,100,0,0,"2014_12C","16_do_22_grudnia_2014"
"Warmińsko-Mazurskie",4,0.44,0,0,4,100,0,0,"2014_12C","16_do_22_grudnia_2014"
"Wielkopolskie",50,0.38,0,0,50,100,0,0,"2014_12C","16_do_22_grudnia_2014"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2014_12C","16_do_22_grudnia_2014"
"Dolnośląskie",13,0.34,0,0,13,100,0,0,"2014_12D","23_do_31_grudnia_2014"
"Kujawsko-Pomorskie",10,0.2,0,0,10,100,0,0,"2014_12D","23_do_31_grudnia_2014"
"Lubelskie",2,0.14,0,0,2,100,0,0,"2014_12D","23_do_31_grudnia_2014"
"Lubuskie",0,0,0,0,0,0,0,0,"2014_12D","23_do_31_grudnia_2014"
"Łódzkie",0,0,0,0,0,0,0,0,"2014_12D","23_do_31_grudnia_2014"
"Małopolskie",35,0.33,3,8.6,28,80,4,11.4,"2014_12D","23_do_31_grudnia_2014"
"Mazowieckie",59,0.36,5,8.5,54,91.5,0,0,"2014_12D","23_do_31_grudnia_2014"
"Opolskie",2,0.28,0,0,2,100,0,0,"2014_12D","23_do_31_grudnia_2014"
"Podkarpackie",0,0,0,0,0,0,0,0,"2014_12D","23_do_31_grudnia_2014"
"Podlaskie",21,1.21,0,0,21,100,0,0,"2014_12D","23_do_31_grudnia_2014"
"Pomorskie",100,0.62,1,1,99,99,11,11,"2014_12D","23_do_31_grudnia_2014"
"Śląskie",2,0.04,0,0,2,100,0,0,"2014_12D","23_do_31_grudnia_2014"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2014_12D","23_do_31_grudnia_2014"
"Warmińsko-Mazurskie",6,1.05,0,0,6,100,0,0,"2014_12D","23_do_31_grudnia_2014"
"Wielkopolskie",61,0.51,0,0,61,100,0,0,"2014_12D","23_do_31_grudnia_2014"
"Zachodniopomorskie",2,0.16,0,0,2,100,0,0,"2014_12D","23_do_31_grudnia_2014"
"Dolnośląskie",7,0.35,0,0,7,100,0,0,"2015_01A","1_do_7_stycznia_2015"
"Kujawsko-Pomorskie",7,0.22,0,0,7,100,0,0,"2015_01A","1_do_7_stycznia_2015"
"Lubelskie",0,0,0,0,0,0,0,0,"2015_01A","1_do_7_stycznia_2015"
"Lubuskie",0,0,0,0,0,0,0,0,"2015_01A","1_do_7_stycznia_2015"
"Łódzkie",0,0,0,0,0,0,0,0,"2015_01A","1_do_7_stycznia_2015"
"Małopolskie",26,0.4,1,3.8,20,76.9,5,19.2,"2015_01A","1_do_7_stycznia_2015"
"Mazowieckie",47,0.29,5,10.6,37,78.7,5,10.6,"2015_01A","1_do_7_stycznia_2015"
"Opolskie",0,0,0,0,0,0,0,0,"2015_01A","1_do_7_stycznia_2015"
"Podkarpackie",1,0.14,0,0,1,100,0,0,"2015_01A","1_do_7_stycznia_2015"
"Podlaskie",12,1.43,0,0,12,100,0,0,"2015_01A","1_do_7_stycznia_2015"
"Pomorskie",111,1.08,2,1.8,108,97.3,9,8.1,"2015_01A","1_do_7_stycznia_2015"
"Śląskie",4,0.09,0,0,4,100,0,0,"2015_01A","1_do_7_stycznia_2015"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2015_01A","1_do_7_stycznia_2015"
"Warmińsko-Mazurskie",13,2.2,0,0,13,100,0,0,"2015_01A","1_do_7_stycznia_2015"
"Wielkopolskie",32,0.46,0,0,32,100,0,0,"2015_01A","1_do_7_stycznia_2015"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2015_01A","1_do_7_stycznia_2015"
"Dolnośląskie",20,0.53,0,0,19,95,1,5,"2015_01B","8_do_15_stycznia_2015"
"Kujawsko-Pomorskie",6,0.12,0,0,6,100,0,0,"2015_01B","8_do_15_stycznia_2015"
"Lubelskie",0,0,0,0,0,0,0,0,"2015_01B","8_do_15_stycznia_2015"
"Lubuskie",1,0.11,0,0,1,100,0,0,"2015_01B","8_do_15_stycznia_2015"
"Łódzkie",0,0,0,0,0,0,0,0,"2015_01B","8_do_15_stycznia_2015"
"Małopolskie",35,0.4,9,25.7,11,31.4,15,42.9,"2015_01B","8_do_15_stycznia_2015"
"Mazowieckie",55,0.42,10,18.2,43,78.2,2,3.6,"2015_01B","8_do_15_stycznia_2015"
"Opolskie",1,0.12,0,0,1,100,0,0,"2015_01B","8_do_15_stycznia_2015"
"Podkarpackie",1,0.09,0,0,1,100,0,0,"2015_01B","8_do_15_stycznia_2015"
"Podlaskie",7,0.64,0,0,7,100,0,0,"2015_01B","8_do_15_stycznia_2015"
"Pomorskie",63,0.45,0,0,63,100,11,17.5,"2015_01B","8_do_15_stycznia_2015"
"Śląskie",3,0.07,0,0,2,66.7,1,33.3,"2015_01B","8_do_15_stycznia_2015"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2015_01B","8_do_15_stycznia_2015"
"Warmińsko-Mazurskie",4,0.58,0,0,4,100,0,0,"2015_01B","8_do_15_stycznia_2015"
"Wielkopolskie",59,0.63,1,1.7,56,94.9,2,3.4,"2015_01B","8_do_15_stycznia_2015"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2015_01B","8_do_15_stycznia_2015"
"Dolnośląskie",8,0.23,1,12.5,7,87.5,0,0,"2015_01C","16_do_22_stycznia_2015"
"Kujawsko-Pomorskie",7,0.12,0,0,7,100,0,0,"2015_01C","16_do_22_stycznia_2015"
"Lubelskie",0,0,0,0,0,0,0,0,"2015_01C","16_do_22_stycznia_2015"
"Lubuskie",3,0.27,0,0,3,100,0,0,"2015_01C","16_do_22_stycznia_2015"
"Łódzkie",1,0.02,1,100,0,0,0,0,"2015_01C","16_do_22_stycznia_2015"
"Małopolskie",29,0.41,1,3.4,28,96.6,0,0,"2015_01C","16_do_22_stycznia_2015"
"Mazowieckie",32,0.23,2,6.3,29,90.6,1,3.1,"2015_01C","16_do_22_stycznia_2015"
"Opolskie",1,0.11,0,0,1,100,0,0,"2015_01C","16_do_22_stycznia_2015"
"Podkarpackie",2,0.16,0,0,2,100,0,0,"2015_01C","16_do_22_stycznia_2015"
"Podlaskie",9,0.67,0,0,9,100,0,0,"2015_01C","16_do_22_stycznia_2015"
"Pomorskie",125,0.75,3,2.4,122,97.6,11,8.8,"2015_01C","16_do_22_stycznia_2015"
"Śląskie",2,0.04,0,0,2,100,0,0,"2015_01C","16_do_22_stycznia_2015"
"Świętokrzyskie",5,0.38,0,0,5,100,0,0,"2015_01C","16_do_22_stycznia_2015"
"Warmińsko-Mazurskie",6,0.68,0,0,6,100,0,0,"2015_01C","16_do_22_stycznia_2015"
"Wielkopolskie",49,0.52,0,0,49,100,0,0,"2015_01C","16_do_22_stycznia_2015"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2015_01C","16_do_22_stycznia_2015"
"Dolnośląskie",24,0.45,0,0,22,91.7,2,8.3,"2015_01D","23_do_31_stycznia_2015"
"Kujawsko-Pomorskie",11,0.14,0,0,11,100,0,0,"2015_01D","23_do_31_stycznia_2015"
"Lubelskie",0,0,0,0,0,0,0,0,"2015_01D","23_do_31_stycznia_2015"
"Lubuskie",0,0,0,0,0,0,0,0,"2015_01D","23_do_31_stycznia_2015"
"Łódzkie",2,0.04,0,0,1,50,1,50,"2015_01D","23_do_31_stycznia_2015"
"Małopolskie",48,0.3,2,4.2,43,89.6,3,6.3,"2015_01D","23_do_31_stycznia_2015"
"Mazowieckie",57,0.36,3,5.3,47,82.5,7,12.3,"2015_01D","23_do_31_stycznia_2015"
"Opolskie",3,0.34,0,0,3,100,0,0,"2015_01D","23_do_31_stycznia_2015"
"Podkarpackie",0,0,0,0,0,0,0,0,"2015_01D","23_do_31_stycznia_2015"
"Podlaskie",28,1.44,0,0,28,100,0,0,"2015_01D","23_do_31_stycznia_2015"
"Pomorskie",127,0.53,2,1.6,126,99.2,20,15.7,"2015_01D","23_do_31_stycznia_2015"
"Śląskie",2,0.03,0,0,2,100,0,0,"2015_01D","23_do_31_stycznia_2015"
"Świętokrzyskie",9,0.52,2,22.2,7,77.8,0,0,"2015_01D","23_do_31_stycznia_2015"
"Warmińsko-Mazurskie",9,0.72,0,0,9,100,0,0,"2015_01D","23_do_31_stycznia_2015"
"Wielkopolskie",60,0.34,4,6.7,59,98.3,1,1.7,"2015_01D","23_do_31_stycznia_2015"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2015_01D","23_do_31_stycznia_2015"
"Dolnośląskie",18,0.35,0,0,18,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Kujawsko-Pomorskie",16,0.15,0,0,16,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Lubelskie",2,0.12,0,0,2,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Lubuskie",6,0.24,0,0,6,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Łódzkie",4,0.07,0,0,4,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Małopolskie",64,0.35,4,6.3,44,68.8,16,25,"2015_02A","1_do_7_lutego_2015"
"Mazowieckie",41,0.24,4,9.8,35,85.4,2,4.9,"2015_02A","1_do_7_lutego_2015"
"Opolskie",3,0.25,0,0,3,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Podkarpackie",1,0.08,0,0,1,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Podlaskie",18,1.14,0,0,18,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Pomorskie",82,0.32,1,1.2,81,98.8,21,25.6,"2015_02A","1_do_7_lutego_2015"
"Śląskie",7,0.06,0,0,7,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Świętokrzyskie",3,0.21,0,0,3,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Warmińsko-Mazurskie",11,1,0,0,11,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Wielkopolskie",60,0.27,1,1.7,60,100,1,1.7,"2015_02A","1_do_7_lutego_2015"
"Zachodniopomorskie",1,0.06,0,0,1,100,0,0,"2015_02A","1_do_7_lutego_2015"
"Dolnośląskie",30,0.33,0,0,29,96.7,1,3.3,"2015_02B","8_do_15_lutego_2015"
"Kujawsko-Pomorskie",50,0.39,1,2,45,90,5,10,"2015_02B","8_do_15_lutego_2015"
"Lubelskie",9,0.37,0,0,9,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Lubuskie",6,0.21,0,0,6,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Łódzkie",11,0.18,0,0,11,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Małopolskie",87,0.42,2,2.3,72,82.8,13,14.9,"2015_02B","8_do_15_lutego_2015"
"Mazowieckie",66,0.38,1,1.5,63,95.5,2,3,"2015_02B","8_do_15_lutego_2015"
"Opolskie",1,0.05,0,0,1,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Podkarpackie",1,0.06,0,0,1,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Podlaskie",30,1.38,0,0,30,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Pomorskie",141,0.61,1,0.7,140,99.3,19,13.5,"2015_02B","8_do_15_lutego_2015"
"Śląskie",4,0.05,0,0,4,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Świętokrzyskie",1,0.03,0,0,1,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Warmińsko-Mazurskie",12,1.01,0,0,12,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Wielkopolskie",133,0.54,0,0,132,99.2,1,0.8,"2015_02B","8_do_15_lutego_2015"
"Zachodniopomorskie",2,0.08,0,0,2,100,0,0,"2015_02B","8_do_15_lutego_2015"
"Dolnośląskie",42,0.32,0,0,42,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Kujawsko-Pomorskie",32,0.27,1,3.1,31,96.9,0,0,"2015_02C","16_do_22_lutego_2015"
"Lubelskie",3,0.13,0,0,3,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Lubuskie",6,0.22,0,0,6,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Łódzkie",10,0.15,0,0,10,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Małopolskie",65,0.34,4,6.2,55,84.6,8,12.3,"2015_02C","16_do_22_lutego_2015"
"Mazowieckie",42,0.32,0,0,42,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Opolskie",1,0.03,0,0,1,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Podkarpackie",3,0.25,0,0,3,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Podlaskie",18,0.93,0,0,18,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Pomorskie",127,0.56,1,0.8,127,100,14,11,"2015_02C","16_do_22_lutego_2015"
"Śląskie",14,0.13,0,0,14,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Świętokrzyskie",25,0.55,1,4,25,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Warmińsko-Mazurskie",12,0.81,0,0,12,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Wielkopolskie",77,0.26,3,3.9,67,87,7,9.1,"2015_02C","16_do_22_lutego_2015"
"Zachodniopomorskie",8,0.22,0,0,8,100,0,0,"2015_02C","16_do_22_lutego_2015"
"Dolnośląskie",37,0.23,2,5.4,35,94.6,1,2.7,"2015_02D","23_do_28_lutego_2015"
"Kujawsko-Pomorskie",58,0.6,1,1.7,57,98.3,0,0,"2015_02D","23_do_28_lutego_2015"
"Lubelskie",10,0.26,1,10,10,100,2,20,"2015_02D","23_do_28_lutego_2015"
"Lubuskie",1,0.05,0,0,1,100,0,0,"2015_02D","23_do_28_lutego_2015"
"Łódzkie",10,0.12,0,0,10,100,0,0,"2015_02D","23_do_28_lutego_2015"
"Małopolskie",77,0.44,4,5.2,67,87,6,7.8,"2015_02D","23_do_28_lutego_2015"
"Mazowieckie",84,0.29,5,6,75,89.3,4,4.8,"2015_02D","23_do_28_lutego_2015"
"Opolskie",7,0.14,0,0,7,100,0,0,"2015_02D","23_do_28_lutego_2015"
"Podkarpackie",5,0.23,0,0,5,100,0,0,"2015_02D","23_do_28_lutego_2015"
"Podlaskie",27,0.69,1,3.7,27,100,0,0,"2015_02D","23_do_28_lutego_2015"
"Pomorskie",107,0.46,1,0.9,107,100,11,10.3,"2015_02D","23_do_28_lutego_2015"
"Śląskie",27,0.19,0,0,27,100,0,0,"2015_02D","23_do_28_lutego_2015"
"Świętokrzyskie",16,0.5,1,6.3,15,93.8,0,0,"2015_02D","23_do_28_lutego_2015"
"Warmińsko-Mazurskie",5,0.2,0,0,4,80,1,20,"2015_02D","23_do_28_lutego_2015"
"Wielkopolskie",163,0.59,8,4.9,137,84,23,14.1,"2015_02D","23_do_28_lutego_2015"
"Zachodniopomorskie",14,0.23,0,0,11,78.6,3,21.4,"2015_02D","23_do_28_lutego_2015"
"Dolnośląskie",119,0.71,8,6.7,107,89.9,4,3.4,"2015_03A","1_do_7_marca_2015"
"Kujawsko-Pomorskie",35,0.43,2,5.7,30,85.7,4,11.4,"2015_03A","1_do_7_marca_2015"
"Lubelskie",28,0.64,1,3.6,26,92.9,1,3.6,"2015_03A","1_do_7_marca_2015"
"Lubuskie",0,0,0,0,0,0,0,0,"2015_03A","1_do_7_marca_2015"
"Łódzkie",7,0.06,0,0,7,100,0,0,"2015_03A","1_do_7_marca_2015"
"Małopolskie",56,0.38,2,3.6,47,83.9,7,12.5,"2015_03A","1_do_7_marca_2015"
"Mazowieckie",132,0.41,12,9.1,117,88.6,3,2.3,"2015_03A","1_do_7_marca_2015"
"Opolskie",0,0,0,0,0,0,0,0,"2015_03A","1_do_7_marca_2015"
"Podkarpackie",7,0.18,0,0,4,57.1,3,42.9,"2015_03A","1_do_7_marca_2015"
"Podlaskie",30,0.72,0,0,30,100,0,0,"2015_03A","1_do_7_marca_2015"
"Pomorskie",109,0.42,1,0.9,109,100,16,14.7,"2015_03A","1_do_7_marca_2015"
"Śląskie",30,0.19,1,3.3,29,96.7,1,3.3,"2015_03A","1_do_7_marca_2015"
"Świętokrzyskie",9,0.41,0,0,8,88.9,1,11.1,"2015_03A","1_do_7_marca_2015"
"Warmińsko-Mazurskie",13,0.36,0,0,13,100,0,0,"2015_03A","1_do_7_marca_2015"
"Wielkopolskie",141,0.67,4,2.8,132,93.6,12,8.5,"2015_03A","1_do_7_marca_2015"
"Zachodniopomorskie",38,0.62,1,2.6,20,52.6,18,47.4,"2015_03A","1_do_7_marca_2015"
"Dolnośląskie",82,0.64,1,1.2,81,98.8,0,0,"2015_03B","8_do_15_marca_2015"
"Kujawsko-Pomorskie",13,0.18,1,7.7,12,92.3,0,0,"2015_03B","8_do_15_marca_2015"
"Lubelskie",24,0.58,0,0,24,100,0,0,"2015_03B","8_do_15_marca_2015"
"Lubuskie",2,0.14,0,0,2,100,0,0,"2015_03B","8_do_15_marca_2015"
"Łódzkie",28,0.25,0,0,27,96.4,1,3.6,"2015_03B","8_do_15_marca_2015"
"Małopolskie",56,0.44,3,5.4,47,83.9,7,12.5,"2015_03B","8_do_15_marca_2015"
"Mazowieckie",187,0.64,4,2.1,180,96.3,3,1.6,"2015_03B","8_do_15_marca_2015"
"Opolskie",2,0.05,0,0,2,100,0,0,"2015_03B","8_do_15_marca_2015"
"Podkarpackie",13,0.34,1,7.7,12,92.3,0,0,"2015_03B","8_do_15_marca_2015"
"Podlaskie",29,0.73,1,3.4,28,96.6,0,0,"2015_03B","8_do_15_marca_2015"
"Pomorskie",166,0.57,0,0,165,99.4,17,10.2,"2015_03B","8_do_15_marca_2015"
"Śląskie",25,0.14,2,8,24,96,0,0,"2015_03B","8_do_15_marca_2015"
"Świętokrzyskie",21,0.8,2,9.5,19,90.5,1,4.8,"2015_03B","8_do_15_marca_2015"
"Warmińsko-Mazurskie",15,0.38,0,0,15,100,0,0,"2015_03B","8_do_15_marca_2015"
"Wielkopolskie",90,0.45,1,1.1,87,96.7,4,4.4,"2015_03B","8_do_15_marca_2015"
"Zachodniopomorskie",32,0.59,3,9.4,20,62.5,9,28.1,"2015_03B","8_do_15_marca_2015"
"Dolnośląskie",30,0.3,1,3.3,29,96.7,0,0,"2015_03C","16_do_22_marca_2015"
"Kujawsko-Pomorskie",28,0.39,0,0,27,96.4,1,3.6,"2015_03C","16_do_22_marca_2015"
"Lubelskie",30,0.65,1,3.3,30,100,0,0,"2015_03C","16_do_22_marca_2015"
"Lubuskie",0,0,0,0,0,0,0,0,"2015_03C","16_do_22_marca_2015"
"Łódzkie",4,0.03,0,0,4,100,0,0,"2015_03C","16_do_22_marca_2015"
"Małopolskie",39,0.29,3,7.7,30,76.9,6,15.4,"2015_03C","16_do_22_marca_2015"
"Mazowieckie",77,0.33,4,5.2,71,92.2,2,2.6,"2015_03C","16_do_22_marca_2015"
"Opolskie",3,0.09,0,0,3,100,0,0,"2015_03C","16_do_22_marca_2015"
"Podkarpackie",9,0.18,0,0,8,88.9,1,11.1,"2015_03C","16_do_22_marca_2015"
"Podlaskie",18,0.6,0,0,18,100,0,0,"2015_03C","16_do_22_marca_2015"
"Pomorskie",147,0.56,0,0,147,100,14,9.5,"2015_03C","16_do_22_marca_2015"
