"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","dni","miesiac","rok","tydz","numer"
"Warmińsko-Mazurskie",5,0.39,0,0,5,100,0,0,"23-30","wrzesień",2020,36,"9D"
"Wielkopolskie",7,0.06,0,0,7,100,0,0,"23-30","wrzesień",2020,36,"9D"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"23-30","wrzesień",2020,36,"9D"
"Dolnośląskie",8,0.25,1,12.5,7,87.5,0,0,"1-7","październik",2020,37,"10A"
"Kujawsko-Pomorskie",4,0.14,0,0,4,100,1,25,"1-7","październik",2020,37,"10A"
"Lubelskie",2,0.1,0,0,2,100,0,0,"1-7","październik",2020,37,"10A"
"Lubuskie",1,0.31,0,0,1,100,0,0,"1-7","październik",2020,37,"10A"
"Łódzkie",6,0.39,0,0,6,100,0,0,"1-7","październik",2020,37,"10A"
"Małopolskie",4,0.11,0,0,3,75,1,25,"1-7","październik",2020,37,"10A"
"Mazowieckie",7,0.06,1,14.3,4,57.1,2,28.6,"1-7","październik",2020,37,"10A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","październik",2020,37,"10A"
"Podkarpackie",2,0.49,0,0,1,50,1,50,"1-7","październik",2020,37,"10A"
"Podlaskie",0,0,0,0,0,0,0,0,"1-7","październik",2020,37,"10A"
"Pomorskie",35,0.3,4,11.4,30,85.7,7,20,"1-7","październik",2020,37,"10A"
"Śląskie",3,0.05,0,0,3,100,0,0,"1-7","październik",2020,37,"10A"
"Świętokrzyskie",2,0.72,0,0,2,100,0,0,"1-7","październik",2020,37,"10A"
"Warmińsko-Mazurskie",3,0.36,0,0,3,100,0,0,"1-7","październik",2020,37,"10A"
"Wielkopolskie",21,0.33,1,4.8,21,100,1,4.8,"1-7","październik",2020,37,"10A"
"Zachodniopomorskie",3,0.42,0,0,3,100,0,0,"1-7","październik",2020,37,"10A"
"Dolnośląskie",3,0.08,1,33.3,2,66.7,0,0,"8-15","październik",2020,38,"10B"
"Kujawsko-Pomorskie",6,0.12,0,0,5,83.3,1,16.7,"8-15","październik",2020,38,"10B"
"Lubelskie",0,0,0,0,0,0,0,0,"8-15","październik",2020,38,"10B"
"Lubuskie",0,0,0,0,0,0,0,0,"8-15","październik",2020,38,"10B"
"Łódzkie",5,0.15,0,0,5,100,0,0,"8-15","październik",2020,38,"10B"
"Małopolskie",5,0.12,0,0,5,100,0,0,"8-15","październik",2020,38,"10B"
"Mazowieckie",23,0.21,0,0,22,95.7,1,4.3,"8-15","październik",2020,38,"10B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","październik",2020,38,"10B"
"Podkarpackie",2,0.26,0,0,0,0,2,100,"8-15","październik",2020,38,"10B"
"Podlaskie",3,0.34,0,0,3,100,0,0,"8-15","październik",2020,38,"10B"
"Pomorskie",9,0.08,0,0,9,100,3,33.3,"8-15","październik",2020,38,"10B"
"Śląskie",7,0.11,0,0,7,100,0,0,"8-15","październik",2020,38,"10B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","październik",2020,38,"10B"
"Warmińsko-Mazurskie",11,1.19,0,0,11,100,0,0,"8-15","październik",2020,38,"10B"
"Wielkopolskie",23,0.26,1,4.3,20,87,2,8.7,"8-15","październik",2020,38,"10B"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"8-15","październik",2020,38,"10B"
"Dolnośląskie",6,0.19,0,0,6,100,0,0,"16-22","październik",2020,39,"10C"
"Kujawsko-Pomorskie",5,0.11,0,0,5,100,0,0,"16-22","październik",2020,39,"10C"
"Lubelskie",0,0,0,0,0,0,0,0,"16-22","październik",2020,39,"10C"
"Lubuskie",0,0,0,0,0,0,0,0,"16-22","październik",2020,39,"10C"
"Łódzkie",5,0.31,0,0,5,100,0,0,"16-22","październik",2020,39,"10C"
"Małopolskie",4,0.14,0,0,4,100,0,0,"16-22","październik",2020,39,"10C"
"Mazowieckie",24,0.15,2,8.3,19,79.2,3,12.5,"16-22","październik",2020,39,"10C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","październik",2020,39,"10C"
"Podkarpackie",2,0.19,0,0,2,100,0,0,"16-22","październik",2020,39,"10C"
"Podlaskie",2,0.22,0,0,2,100,0,0,"16-22","październik",2020,39,"10C"
"Pomorskie",6,0.05,0,0,6,100,0,0,"16-22","październik",2020,39,"10C"
"Śląskie",4,0.08,1,25,2,50,1,25,"16-22","październik",2020,39,"10C"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"16-22","październik",2020,39,"10C"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"16-22","październik",2020,39,"10C"
"Wielkopolskie",23,0.22,1,4.3,22,95.7,0,0,"16-22","październik",2020,39,"10C"
"Zachodniopomorskie",1,0.1,0,0,1,100,0,0,"16-22","październik",2020,39,"10C"
"Dolnośląskie",6,0.15,0,0,5,83.3,1,16.7,"23-31","październik",2020,40,"10D"
"Kujawsko-Pomorskie",6,0.13,0,0,6,100,0,0,"23-31","październik",2020,40,"10D"
"Lubelskie",1,0.04,0,0,1,100,0,0,"23-31","październik",2020,40,"10D"
"Lubuskie",1,0.11,0,0,0,0,1,100,"23-31","październik",2020,40,"10D"
"Łódzkie",2,0.07,0,0,2,100,0,0,"23-31","październik",2020,40,"10D"
"Małopolskie",7,0.13,0,0,4,57.1,3,42.9,"23-31","październik",2020,40,"10D"
"Mazowieckie",40,0.2,1,2.5,29,72.5,10,25,"23-31","październik",2020,40,"10D"
"Opolskie",0,0,0,0,0,0,0,0,"23-31","październik",2020,40,"10D"
"Podkarpackie",1,0.11,0,0,1,100,0,0,"23-31","październik",2020,40,"10D"
"Podlaskie",1,0.07,0,0,1,100,0,0,"23-31","październik",2020,40,"10D"
"Pomorskie",15,0.11,0,0,13,86.7,3,20,"23-31","październik",2020,40,"10D"
"Śląskie",4,0.04,0,0,4,100,0,0,"23-31","październik",2020,40,"10D"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"23-31","październik",2020,40,"10D"
"Warmińsko-Mazurskie",1,0.08,0,0,1,100,0,0,"23-31","październik",2020,40,"10D"
"Wielkopolskie",20,0.18,3,15,16,80,1,5,"23-31","październik",2020,40,"10D"
"Zachodniopomorskie",2,0.15,0,0,2,100,0,0,"23-31","październik",2020,40,"10D"
"Dolnośląskie",6,0.19,0,0,6,100,0,0,"1-7","listopad",2020,41,"11A"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"1-7","listopad",2020,41,"11A"
"Lubelskie",0,0,0,0,0,0,0,0,"1-7","listopad",2020,41,"11A"
"Lubuskie",1,0.16,1,100,0,0,0,0,"1-7","listopad",2020,41,"11A"
"Łódzkie",4,0.17,0,0,4,100,0,0,"1-7","listopad",2020,41,"11A"
"Małopolskie",3,0.06,0,0,1,33.3,2,66.7,"1-7","listopad",2020,41,"11A"
"Mazowieckie",32,0.19,8,25,20,62.5,4,12.5,"1-7","listopad",2020,41,"11A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","listopad",2020,41,"11A"
"Podkarpackie",5,0.54,0,0,4,80,1,20,"1-7","listopad",2020,41,"11A"
"Podlaskie",2,0.19,0,0,2,100,0,0,"1-7","listopad",2020,41,"11A"
"Pomorskie",17,0.14,1,5.9,16,94.1,1,5.9,"1-7","listopad",2020,41,"11A"
"Śląskie",0,0,0,0,0,0,0,0,"1-7","listopad",2020,41,"11A"
"Świętokrzyskie",1,0.16,0,0,1,100,0,0,"1-7","listopad",2020,41,"11A"
"Warmińsko-Mazurskie",21,1.5,0,0,21,100,0,0,"1-7","listopad",2020,41,"11A"
"Wielkopolskie",22,0.2,0,0,22,100,0,0,"1-7","listopad",2020,41,"11A"
"Zachodniopomorskie",3,0.32,0,0,3,100,1,33.3,"1-7","listopad",2020,41,"11A"
"Dolnośląskie",8,0.18,0,0,8,100,0,0,"8-15","listopad",2020,42,"11B"
"Kujawsko-Pomorskie",4,0.13,0,0,4,100,0,0,"8-15","listopad",2020,42,"11B"
"Lubelskie",7,0.4,0,0,7,100,0,0,"8-15","listopad",2020,42,"11B"
"Lubuskie",0,0,0,0,0,0,0,0,"8-15","listopad",2020,42,"11B"
"Łódzkie",4,0.19,0,0,4,100,0,0,"8-15","listopad",2020,42,"11B"
"Małopolskie",4,0.1,0,0,4,100,0,0,"8-15","listopad",2020,42,"11B"
"Mazowieckie",30,0.23,0,0,28,93.3,2,6.7,"8-15","listopad",2020,42,"11B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","listopad",2020,42,"11B"
"Podkarpackie",0,0,0,0,0,0,0,0,"8-15","listopad",2020,42,"11B"
"Podlaskie",1,0.12,0,0,1,100,0,0,"8-15","listopad",2020,42,"11B"
"Pomorskie",16,0.17,0,0,16,100,3,18.8,"8-15","listopad",2020,42,"11B"
"Śląskie",3,0.04,0,0,3,100,0,0,"8-15","listopad",2020,42,"11B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","listopad",2020,42,"11B"
"Warmińsko-Mazurskie",11,1.48,0,0,11,100,0,0,"8-15","listopad",2020,42,"11B"
"Wielkopolskie",12,0.16,1,8.3,10,83.3,1,8.3,"8-15","listopad",2020,42,"11B"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"8-15","listopad",2020,42,"11B"
"Dolnośląskie",3,0.07,1,33.3,3,100,0,0,"16-22","listopad",2020,43,"11C"
"Kujawsko-Pomorskie",2,0.07,0,0,2,100,0,0,"16-22","listopad",2020,43,"11C"
"Lubelskie",0,0,0,0,0,0,0,0,"16-22","listopad",2020,43,"11C"
"Lubuskie",2,0.49,0,0,2,100,0,0,"16-22","listopad",2020,43,"11C"
"Łódzkie",1,0.03,0,0,1,100,0,0,"16-22","listopad",2020,43,"11C"
"Małopolskie",0,0,0,0,0,0,0,0,"16-22","listopad",2020,43,"11C"
"Mazowieckie",25,0.21,0,0,20,80,5,20,"16-22","listopad",2020,43,"11C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","listopad",2020,43,"11C"
"Podkarpackie",1,0.13,0,0,1,100,0,0,"16-22","listopad",2020,43,"11C"
"Podlaskie",3,0.38,0,0,3,100,0,0,"16-22","listopad",2020,43,"11C"
"Pomorskie",7,0.08,0,0,7,100,0,0,"16-22","listopad",2020,43,"11C"
"Śląskie",7,0.12,1,14.3,6,85.7,0,0,"16-22","listopad",2020,43,"11C"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"16-22","listopad",2020,43,"11C"
"Warmińsko-Mazurskie",26,2.81,0,0,26,100,0,0,"16-22","listopad",2020,43,"11C"
"Wielkopolskie",33,0.4,0,0,33,100,0,0,"16-22","listopad",2020,43,"11C"
"Zachodniopomorskie",2,0.21,0,0,2,100,0,0,"16-22","listopad",2020,43,"11C"
"Dolnośląskie",10,0.25,0,0,9,90,1,10,"23-30","listopad",2020,44,"11D"
"Kujawsko-Pomorskie",4,0.12,0,0,4,100,0,0,"23-30","listopad",2020,44,"11D"
"Lubelskie",0,0,0,0,0,0,0,0,"23-30","listopad",2020,44,"11D"
"Lubuskie",4,0.77,3,75,1,25,0,0,"23-30","listopad",2020,44,"11D"
"Łódzkie",4,0.08,0,0,4,100,0,0,"23-30","listopad",2020,44,"11D"
"Małopolskie",4,0.1,0,0,4,100,0,0,"23-30","listopad",2020,44,"11D"
"Mazowieckie",15,0.12,0,0,14,93.3,1,6.7,"23-30","listopad",2020,44,"11D"
"Opolskie",0,0,0,0,0,0,0,0,"23-30","listopad",2020,44,"11D"
"Podkarpackie",3,0.36,0,0,2,66.7,1,33.3,"23-30","listopad",2020,44,"11D"
"Podlaskie",5,0.32,0,0,5,100,0,0,"23-30","listopad",2020,44,"11D"
"Pomorskie",19,0.18,0,0,19,100,0,0,"23-30","listopad",2020,44,"11D"
"Śląskie",4,0.06,0,0,4,100,0,0,"23-30","listopad",2020,44,"11D"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"23-30","listopad",2020,44,"11D"
"Warmińsko-Mazurskie",13,0.94,0,0,13,100,0,0,"23-30","listopad",2020,44,"11D"
"Wielkopolskie",13,0.19,0,0,13,100,0,0,"23-30","listopad",2020,44,"11D"
"Zachodniopomorskie",1,0.13,0,0,1,100,0,0,"23-30","listopad",2020,44,"11D"
"Dolnośląskie",7,0.19,1,14.3,7,100,0,0,"1-7","grudzień",2020,45,"12A"
"Kujawsko-Pomorskie",4,0.14,0,0,4,100,0,0,"1-7","grudzień",2020,45,"12A"
"Lubelskie",1,0.06,0,0,1,100,0,0,"1-7","grudzień",2020,45,"12A"
"Lubuskie",0,0,0,0,0,0,0,0,"1-7","grudzień",2020,45,"12A"
"Łódzkie",11,0.27,0,0,11,100,0,0,"1-7","grudzień",2020,45,"12A"
"Małopolskie",4,0.15,0,0,4,100,0,0,"1-7","grudzień",2020,45,"12A"
"Mazowieckie",7,0.08,0,0,6,85.7,1,14.3,"1-7","grudzień",2020,45,"12A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","grudzień",2020,45,"12A"
"Podkarpackie",3,0.34,0,0,3,100,0,0,"1-7","grudzień",2020,45,"12A"
"Podlaskie",3,0.29,0,0,3,100,0,0,"1-7","grudzień",2020,45,"12A"
"Pomorskie",8,0.13,0,0,8,100,0,0,"1-7","grudzień",2020,45,"12A"
"Śląskie",4,0.07,0,0,4,100,0,0,"1-7","grudzień",2020,45,"12A"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"1-7","grudzień",2020,45,"12A"
"Warmińsko-Mazurskie",19,1.77,0,0,19,100,0,0,"1-7","grudzień",2020,45,"12A"
"Wielkopolskie",25,0.28,0,0,24,96,1,4,"1-7","grudzień",2020,45,"12A"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"1-7","grudzień",2020,45,"12A"
"Dolnośląskie",9,0.28,0,0,9,100,0,0,"8-15","grudzień",2020,46,"12B"
"Kujawsko-Pomorskie",8,0.25,0,0,8,100,0,0,"8-15","grudzień",2020,46,"12B"
"Lubelskie",1,0.04,0,0,1,100,0,0,"8-15","grudzień",2020,46,"12B"
"Lubuskie",0,0,0,0,0,0,0,0,"8-15","grudzień",2020,46,"12B"
"Łódzkie",7,0.17,0,0,7,100,0,0,"8-15","grudzień",2020,46,"12B"
"Małopolskie",5,0.18,0,0,2,40,3,60,"8-15","grudzień",2020,46,"12B"
"Mazowieckie",14,0.13,0,0,13,92.9,1,7.1,"8-15","grudzień",2020,46,"12B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","grudzień",2020,46,"12B"
"Podkarpackie",2,0.37,0,0,2,100,0,0,"8-15","grudzień",2020,46,"12B"
"Podlaskie",0,0,0,0,0,0,0,0,"8-15","grudzień",2020,46,"12B"
"Pomorskie",17,0.15,0,0,17,100,0,0,"8-15","grudzień",2020,46,"12B"
"Śląskie",3,0.07,0,0,3,100,0,0,"8-15","grudzień",2020,46,"12B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","grudzień",2020,46,"12B"
"Warmińsko-Mazurskie",21,1.9,0,0,21,100,0,0,"8-15","grudzień",2020,46,"12B"
"Wielkopolskie",23,0.3,0,0,22,95.7,1,4.3,"8-15","grudzień",2020,46,"12B"
"Zachodniopomorskie",1,0.15,0,0,1,100,0,0,"8-15","grudzień",2020,46,"12B"
"Dolnośląskie",21,0.71,0,0,21,100,0,0,"16-22","grudzień",2020,47,"12C"
"Kujawsko-Pomorskie",10,0.35,0,0,10,100,0,0,"16-22","grudzień",2020,47,"12C"
"Lubelskie",1,0.1,0,0,1,100,0,0,"16-22","grudzień",2020,47,"12C"
"Lubuskie",1,0.41,0,0,1,100,0,0,"16-22","grudzień",2020,47,"12C"
"Łódzkie",4,0.19,0,0,4,100,0,0,"16-22","grudzień",2020,47,"12C"
"Małopolskie",7,0.32,0,0,5,71.4,2,28.6,"16-22","grudzień",2020,47,"12C"
"Mazowieckie",23,0.31,0,0,22,95.7,1,4.3,"16-22","grudzień",2020,47,"12C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","grudzień",2020,47,"12C"
"Podkarpackie",1,0.26,0,0,1,100,0,0,"16-22","grudzień",2020,47,"12C"
"Podlaskie",1,0.22,0,0,1,100,0,0,"16-22","grudzień",2020,47,"12C"
"Pomorskie",14,0.19,0,0,13,92.9,4,28.6,"16-22","grudzień",2020,47,"12C"
"Śląskie",2,0.05,0,0,2,100,0,0,"16-22","grudzień",2020,47,"12C"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"16-22","grudzień",2020,47,"12C"
"Warmińsko-Mazurskie",19,2.15,0,0,19,100,0,0,"16-22","grudzień",2020,47,"12C"
"Wielkopolskie",12,0.19,0,0,12,100,0,0,"16-22","grudzień",2020,47,"12C"
"Zachodniopomorskie",2,0.29,0,0,1,50,1,50,"16-22","grudzień",2020,47,"12C"
"Dolnośląskie",8,0.31,0,0,8,100,0,0,"23-31","grudzień",2020,48,"12D"
"Kujawsko-Pomorskie",1,0.04,0,0,1,100,0,0,"23-31","grudzień",2020,48,"12D"
"Lubelskie",1,0.07,0,0,1,100,0,0,"23-31","grudzień",2020,48,"12D"
"Lubuskie",9,3.1,1,11.1,8,88.9,0,0,"23-31","grudzień",2020,48,"12D"
"Łódzkie",0,0,0,0,0,0,0,0,"23-31","grudzień",2020,48,"12D"
"Małopolskie",6,0.21,0,0,6,100,0,0,"23-31","grudzień",2020,48,"12D"
"Mazowieckie",12,0.15,0,0,11,91.7,1,8.3,"23-31","grudzień",2020,48,"12D"
"Opolskie",0,0,0,0,0,0,0,0,"23-31","grudzień",2020,48,"12D"
"Podkarpackie",1,0.25,0,0,1,100,0,0,"23-31","grudzień",2020,48,"12D"
"Podlaskie",0,0,0,0,0,0,0,0,"23-31","grudzień",2020,48,"12D"
"Pomorskie",8,0.1,0,0,8,100,0,0,"23-31","grudzień",2020,48,"12D"
"Śląskie",1,0.03,0,0,1,100,0,0,"23-31","grudzień",2020,48,"12D"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"23-31","grudzień",2020,48,"12D"
"Warmińsko-Mazurskie",22,3.12,0,0,22,100,0,0,"23-31","grudzień",2020,48,"12D"
"Wielkopolskie",24,0.35,0,0,21,87.5,3,12.5,"23-31","grudzień",2020,48,"12D"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"23-31","grudzień",2020,48,"12D"
"Dolnośląskie",4,0.28,0,0,4,100,0,0,"1-7","styczeń",2021,1,"1A"
"Kujawsko-Pomorskie",5,0.31,0,0,5,100,0,0,"1-7","styczeń",2021,1,"1A"
"Lubelskie",0,0,0,0,0,0,0,0,"1-7","styczeń",2021,1,"1A"
"Lubuskie",2,1.05,0,0,2,100,0,0,"1-7","styczeń",2021,1,"1A"
"Łódzkie",0,0,0,0,0,0,0,0,"1-7","styczeń",2021,1,"1A"
"Małopolskie",1,0.06,0,0,1,100,0,0,"1-7","styczeń",2021,1,"1A"
"Mazowieckie",12,0.19,0,0,8,66.7,4,33.3,"1-7","styczeń",2021,1,"1A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","styczeń",2021,1,"1A"
"Podkarpackie",3,1.49,0,0,3,100,0,0,"1-7","styczeń",2021,1,"1A"
"Podlaskie",10,1.25,0,0,10,100,0,0,"1-7","styczeń",2021,1,"1A"
"Pomorskie",7,0.16,0,0,7,100,0,0,"1-7","styczeń",2021,1,"1A"
"Śląskie",4,0.13,0,0,4,100,0,0,"1-7","styczeń",2021,1,"1A"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"1-7","styczeń",2021,1,"1A"
"Warmińsko-Mazurskie",15,3.12,0,0,15,100,0,0,"1-7","styczeń",2021,1,"1A"
"Wielkopolskie",5,0.13,0,0,4,80,1,20,"1-7","styczeń",2021,1,"1A"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"1-7","styczeń",2021,1,"1A"
"Dolnośląskie",3,0.16,0,0,3,100,0,0,"8-15","styczeń",2021,2,"1B"
"Kujawsko-Pomorskie",3,0.13,0,0,3,100,0,0,"8-15","styczeń",2021,2,"1B"
"Lubelskie",2,0.17,0,0,0,0,2,100,"8-15","styczeń",2021,2,"1B"
"Lubuskie",3,0.98,0,0,3,100,0,0,"8-15","styczeń",2021,2,"1B"
"Łódzkie",0,0,0,0,0,0,0,0,"8-15","styczeń",2021,2,"1B"
"Małopolskie",4,0.15,0,0,4,100,0,0,"8-15","styczeń",2021,2,"1B"
"Mazowieckie",24,0.35,2,8.3,22,91.7,0,0,"8-15","styczeń",2021,2,"1B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","styczeń",2021,2,"1B"
"Podkarpackie",0,0,0,0,0,0,0,0,"8-15","styczeń",2021,2,"1B"
"Podlaskie",0,0,0,0,0,0,0,0,"8-15","styczeń",2021,2,"1B"
"Pomorskie",11,0.16,0,0,11,100,0,0,"8-15","styczeń",2021,2,"1B"
"Śląskie",1,0.03,1,100,1,100,0,0,"8-15","styczeń",2021,2,"1B"
"Świętokrzyskie",1,0.29,0,0,1,100,0,0,"8-15","styczeń",2021,2,"1B"
"Warmińsko-Mazurskie",15,2.15,0,0,15,100,0,0,"8-15","styczeń",2021,2,"1B"
"Wielkopolskie",15,0.29,0,0,9,60,6,40,"8-15","styczeń",2021,2,"1B"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"8-15","styczeń",2021,2,"1B"
"Dolnośląskie",4,0.24,0,0,4,100,0,0,"16-22","styczeń",2021,3,"1C"
"Kujawsko-Pomorskie",6,0.27,0,0,6,100,0,0,"16-22","styczeń",2021,3,"1C"
"Lubelskie",0,0,0,0,0,0,0,0,"16-22","styczeń",2021,3,"1C"
"Lubuskie",2,1.36,0,0,2,100,0,0,"16-22","styczeń",2021,3,"1C"
"Łódzkie",0,0,0,0,0,0,0,0,"16-22","styczeń",2021,3,"1C"
"Małopolskie",2,0.12,0,0,1,50,1,50,"16-22","styczeń",2021,3,"1C"
"Mazowieckie",26,0.43,1,3.8,24,92.3,1,3.8,"16-22","styczeń",2021,3,"1C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","styczeń",2021,3,"1C"
"Podkarpackie",0,0,0,0,0,0,0,0,"16-22","styczeń",2021,3,"1C"
"Podlaskie",2,0.34,0,0,2,100,0,0,"16-22","styczeń",2021,3,"1C"
"Pomorskie",15,0.23,0,0,15,100,0,0,"16-22","styczeń",2021,3,"1C"
"Śląskie",1,0.03,0,0,1,100,0,0,"16-22","styczeń",2021,3,"1C"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"16-22","styczeń",2021,3,"1C"
"Warmińsko-Mazurskie",2,0.34,0,0,2,100,0,0,"16-22","styczeń",2021,3,"1C"
"Wielkopolskie",0,0,0,0,0,0,0,0,"16-22","styczeń",2021,3,"1C"
"Zachodniopomorskie",1,0.24,0,0,1,100,0,0,"16-22","styczeń",2021,3,"1C"
"Dolnośląskie",4,0.2,0,0,4,100,0,0,"23-31","styczeń",2021,4,"1D"
"Kujawsko-Pomorskie",3,0.12,0,0,3,100,0,0,"23-31","styczeń",2021,4,"1D"
"Lubelskie",4,0.31,0,0,4,100,0,0,"23-31","styczeń",2021,4,"1D"
"Lubuskie",0,0,0,0,0,0,0,0,"23-31","styczeń",2021,4,"1D"
"Łódzkie",2,0.12,0,0,2,100,0,0,"23-31","styczeń",2021,4,"1D"
"Małopolskie",2,0.07,0,0,1,50,1,50,"23-31","styczeń",2021,4,"1D"
"Mazowieckie",36,0.44,0,0,35,97.2,5,13.9,"23-31","styczeń",2021,4,"1D"
"Opolskie",0,0,0,0,0,0,0,0,"23-31","styczeń",2021,4,"1D"
"Podkarpackie",0,0,0,0,0,0,0,0,"23-31","styczeń",2021,4,"1D"
"Podlaskie",0,0,0,0,0,0,0,0,"23-31","styczeń",2021,4,"1D"
"Pomorskie",8,0.13,0,0,8,100,0,0,"23-31","styczeń",2021,4,"1D"
"Śląskie",4,0.12,0,0,2,50,2,50,"23-31","styczeń",2021,4,"1D"
"Świętokrzyskie",1,0.25,0,0,1,100,0,0,"23-31","styczeń",2021,4,"1D"
"Warmińsko-Mazurskie",20,2.86,0,0,20,100,0,0,"23-31","styczeń",2021,4,"1D"
"Wielkopolskie",16,0.27,0,0,14,87.5,2,12.5,"23-31","styczeń",2021,4,"1D"
"Zachodniopomorskie",3,0.43,0,0,3,100,0,0,"23-31","styczeń",2021,4,"1D"
"Dolnośląskie",6,0.27,0,0,6,100,0,0,"1-7","luty",2021,5,"2A"
"Kujawsko-Pomorskie",3,0.11,0,0,3,100,0,0,"1-7","luty",2021,5,"2A"
"Lubelskie",0,0,0,0,0,0,0,0,"1-7","luty",2021,5,"2A"
"Lubuskie",1,0.21,0,0,1,100,0,0,"1-7","luty",2021,5,"2A"
"Łódzkie",2,0.11,0,0,2,100,0,0,"1-7","luty",2021,5,"2A"
"Małopolskie",1,0.04,0,0,1,100,0,0,"1-7","luty",2021,5,"2A"
"Mazowieckie",12,0.16,0,0,10,83.3,2,16.7,"1-7","luty",2021,5,"2A"
"Opolskie",1,0.21,0,0,1,100,0,0,"1-7","luty",2021,5,"2A"
"Podkarpackie",0,0,0,0,0,0,0,0,"1-7","luty",2021,5,"2A"
"Podlaskie",0,0,0,0,0,0,0,0,"1-7","luty",2021,5,"2A"
"Pomorskie",18,0.21,1,5.6,16,88.9,1,5.6,"1-7","luty",2021,5,"2A"
"Śląskie",3,0.08,0,0,2,66.7,1,33.3,"1-7","luty",2021,5,"2A"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"1-7","luty",2021,5,"2A"
"Warmińsko-Mazurskie",16,2.32,0,0,16,100,0,0,"1-7","luty",2021,5,"2A"
"Wielkopolskie",8,0.12,0,0,8,100,0,0,"1-7","luty",2021,5,"2A"
"Zachodniopomorskie",2,0.31,0,0,2,100,0,0,"1-7","luty",2021,5,"2A"
"Dolnośląskie",9,0.34,0,0,9,100,0,0,"8-15","luty",2021,6,"2B"
"Kujawsko-Pomorskie",2,0.05,0,0,2,100,0,0,"8-15","luty",2021,6,"2B"
"Lubelskie",1,0.05,0,0,1,100,0,0,"8-15","luty",2021,6,"2B"
"Lubuskie",1,0.27,0,0,1,100,0,0,"8-15","luty",2021,6,"2B"
"Łódzkie",2,0.09,0,0,2,100,0,0,"8-15","luty",2021,6,"2B"
"Małopolskie",10,0.22,0,0,7,70,3,30,"8-15","luty",2021,6,"2B"
"Mazowieckie",11,0.1,1,9.1,9,81.8,1,9.1,"8-15","luty",2021,6,"2B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","luty",2021,6,"2B"
"Podkarpackie",0,0,0,0,0,0,0,0,"8-15","luty",2021,6,"2B"
"Podlaskie",4,0.33,0,0,4,100,0,0,"8-15","luty",2021,6,"2B"
"Pomorskie",9,0.09,1,11.1,8,88.9,0,0,"8-15","luty",2021,6,"2B"
"Śląskie",1,0.02,0,0,1,100,0,0,"8-15","luty",2021,6,"2B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","luty",2021,6,"2B"
"Warmińsko-Mazurskie",24,2.42,0,0,24,100,0,0,"8-15","luty",2021,6,"2B"
"Wielkopolskie",14,0.18,0,0,14,100,0,0,"8-15","luty",2021,6,"2B"
"Zachodniopomorskie",2,0.34,0,0,2,100,0,0,"8-15","luty",2021,6,"2B"
"Dolnośląskie",4,0.14,0,0,4,100,0,0,"16-22","luty",2021,7,"2C"
"Kujawsko-Pomorskie",10,0.32,0,0,10,100,0,0,"16-22","luty",2021,7,"2C"
"Lubelskie",2,0.11,0,0,2,100,0,0,"16-22","luty",2021,7,"2C"
"Lubuskie",2,0.74,0,0,2,100,0,0,"16-22","luty",2021,7,"2C"
"Łódzkie",2,0.1,0,0,2,100,0,0,"16-22","luty",2021,7,"2C"
"Małopolskie",4,0.12,0,0,3,75,1,25,"16-22","luty",2021,7,"2C"
