"woj","suma","w_0.4","w_5_14","w_15_64","w_65","tydz","data"
"Wielkopolskie",0,0,0,0,0,"2017_01D","23_do_31_stycznia_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_01D","23_do_31_stycznia_2017"
"Dolnośląskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Lubelskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Lubuskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Łódzkie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Małopolskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Mazowieckie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Opolskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Podkarpackie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Podlaskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Pomorskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Śląskie",1,0,0,0,1,"2017_02A","1_do_7_lutego_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_02A","1_do_7_lutego_2017"
"Wielkopolskie",2,0,0,1,1,"2017_02A","1_do_7_lutego_2017"
"Zachodniopomorskie",1,0,0,0,1,"2017_02A","1_do_7_lutego_2017"
"Dolnośląskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Lubelskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Lubuskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Łódzkie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Małopolskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Mazowieckie",1,0,0,0,1,"2017_02B","8_do_15_lutego_2017"
"Opolskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Podkarpackie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Podlaskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Pomorskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Śląskie",2,0,0,0,2,"2017_02B","8_do_15_lutego_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Wielkopolskie",2,0,0,0,2,"2017_02B","8_do_15_lutego_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_02B","8_do_15_lutego_2017"
"Dolnośląskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Kujawsko-Pomorskie",1,0,0,1,0,"2017_02C","16_do_22_lutego_2017"
"Lubelskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Lubuskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Łódzkie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Małopolskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Mazowieckie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Opolskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Podkarpackie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Podlaskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Pomorskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Śląskie",1,0,0,0,1,"2017_02C","16_do_22_lutego_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Wielkopolskie",1,0,0,0,1,"2017_02C","16_do_22_lutego_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_02C","16_do_22_lutego_2017"
"Dolnośląskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Lubelskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Lubuskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Łódzkie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Małopolskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Mazowieckie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Opolskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Podkarpackie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Podlaskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Pomorskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Śląskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Wielkopolskie",0,0,0,0,0,"2017_02D","23_do_28_lutego_2017"
"Zachodniopomorskie",1,0,0,1,0,"2017_02D","23_do_28_lutego_2017"
"Dolnośląskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Lubelskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Lubuskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Łódzkie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Małopolskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Mazowieckie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Opolskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Podkarpackie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Podlaskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Pomorskie",1,0,0,0,1,"2017_03A","1_do_7_marca_2017"
"Śląskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Wielkopolskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Dolnośląskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Lubelskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Lubuskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Łódzkie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Małopolskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Mazowieckie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Opolskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Podkarpackie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Podlaskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Pomorskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Śląskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Wielkopolskie",0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Zachodniopomorskie",1,0,0,0,1,"2017_03B","8_do_15_marca_2017"
"Dolnośląskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Lubelskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Lubuskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Łódzkie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Małopolskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Mazowieckie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Opolskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Podkarpackie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Podlaskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Pomorskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Śląskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Wielkopolskie",0,0,0,0,0,"2017_03C","16_do_22_marca_2017"
"Zachodniopomorskie",1,0,0,0,1,"2017_03C","16_do_22_marca_2017"
"Dolnośląskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Lubelskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Lubuskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Łódzkie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Małopolskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Mazowieckie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Opolskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Podkarpackie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Podlaskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Pomorskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Śląskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Wielkopolskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Dolnośląskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Lubelskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Lubuskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Łódzkie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Małopolskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Mazowieckie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Opolskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Podkarpackie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Podlaskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Pomorskie",1,0,0,0,1,"2017_04A","1_do_7_kwietnia_2017"
"Śląskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Wielkopolskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Dolnośląskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Lubelskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Lubuskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Łódzkie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Małopolskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Mazowieckie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Opolskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Podkarpackie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Podlaskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Pomorskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Śląskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Wielkopolskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Dolnośląskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Lubelskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Lubuskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Łódzkie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Małopolskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Mazowieckie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Opolskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Podkarpackie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Podlaskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Pomorskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Śląskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Wielkopolskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Dolnośląskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Lubelskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Lubuskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Łódzkie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Małopolskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Mazowieckie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Opolskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Podkarpackie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Podlaskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Pomorskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Śląskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Wielkopolskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Dolnośląskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Lubelskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Lubuskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Łódzkie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Małopolskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Mazowieckie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Opolskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Podkarpackie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Podlaskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Pomorskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Śląskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Wielkopolskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Dolnośląskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Lubelskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Lubuskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Łódzkie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Małopolskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Mazowieckie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Opolskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Podkarpackie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Podlaskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Pomorskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Śląskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Wielkopolskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Dolnośląskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Lubelskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Lubuskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Łódzkie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Małopolskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Mazowieckie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Opolskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Podkarpackie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Podlaskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Pomorskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Śląskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Wielkopolskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Dolnośląskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Lubelskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Lubuskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Łódzkie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Małopolskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Mazowieckie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Opolskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Podkarpackie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Podlaskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Pomorskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Śląskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Wielkopolskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Dolnośląskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Lubelskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Lubuskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Łódzkie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Małopolskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Mazowieckie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Opolskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Podkarpackie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Podlaskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Pomorskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Śląskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Wielkopolskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Dolnośląskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Lubelskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Lubuskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Łódzkie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Małopolskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Mazowieckie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Opolskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Podkarpackie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Podlaskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Pomorskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Śląskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Wielkopolskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Dolnośląskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Lubelskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Lubuskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Łódzkie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Małopolskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Mazowieckie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Opolskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Podkarpackie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Podlaskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Pomorskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Śląskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Wielkopolskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Dolnośląskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Lubelskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Lubuskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Łódzkie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Małopolskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Mazowieckie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Opolskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Podkarpackie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Podlaskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Pomorskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Śląskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Wielkopolskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Dolnośląskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Lubelskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Lubuskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Łódzkie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Małopolskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Mazowieckie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Opolskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Podkarpackie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Podlaskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Pomorskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Śląskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Świętokrzyskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Wielkopolskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Zachodniopomorskie",0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Dolnośląskie",0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Lubelskie",0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Lubuskie",0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
