"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","dni","miesiac","rok","tydz","numer"
"Podlaskie",1511,14.25,3.05,240,46.5,111,10.69,1000,13.96,160,8.48,"23-31","październik",2020,40,"10D"
"Pomorskie",14006,66.39,-9.68,2880,242.79,1544,65.38,8480,60.66,1102,30.88,"23-31","październik",2020,40,"10D"
"Śląskie",10387,25.55,10.5,1387,72.72,955,23.84,6951,25.81,1094,14.01,"23-31","październik",2020,40,"10D"
"Świętokrzyskie",541,4.87,-0.99,64,13.51,61,5.78,366,4.95,50,2.28,"23-31","październik",2020,40,"10D"
"Warmińsko-Mazurskie",1333,10.41,-0.71,171,28.26,145,10.69,840,9.63,177,8.33,"23-31","październik",2020,40,"10D"
"Wielkopolskie",11294,35.87,-7.63,1613,93.63,1281,36.75,7349,35.02,1051,19.86,"23-31","październik",2020,40,"10D"
"Zachodniopomorskie",1334,8.74,0.6,199,28.73,131,8.61,894,8.74,110,3.9,"23-31","październik",2020,40,"10D"
"Dolnośląskie",3171,15.62,-0.39,323,33.49,270,13.51,2170,16.1,408,10.56,"1-7","listopad",2020,41,"11A"
"Kujawsko-Pomorskie",4034,27.81,2.56,561,81.3,459,30.44,2657,27.29,357,13.88,"1-7","listopad",2020,41,"11A"
"Lubelskie",320,2.17,-11.33,33,4.8,26,1.75,210,2.13,51,1.86,"1-7","listopad",2020,41,"11A"
"Lubuskie",608,8.59,-1.29,72,21.45,47,6.29,450,9.47,39,3.13,"1-7","listopad",2020,41,"11A"
"Łódzkie",2364,13.76,1.52,229,29.12,164,9.76,1583,14.06,388,11.22,"1-7","listopad",2020,41,"11A"
"Małopolskie",4815,20.17,2.1,563,43.3,323,12.66,3401,21.31,528,13,"1-7","listopad",2020,41,"11A"
"Mazowieckie",16846,44.38,4.24,1928,91.46,1226,29.66,11828,47.63,1864,27.07,"1-7","listopad",2020,41,"11A"
"Opolskie",1098,15.96,4.28,44,14.6,26,4.17,619,13.29,409,31.55,"1-7","listopad",2020,41,"11A"
"Podkarpackie",920,6.18,1.29,136,18.62,76,4.97,578,5.72,130,5.16,"1-7","listopad",2020,41,"11A"
"Podlaskie",1051,12.74,-1.51,184,45.83,72,8.91,722,12.96,73,4.98,"1-7","listopad",2020,41,"11A"
"Pomorskie",12274,74.81,8.41,2311,250.49,1008,54.88,7790,71.65,1165,41.98,"1-7","listopad",2020,41,"11A"
"Śląskie",6924,21.9,-3.65,835,56.29,471,15.11,4836,23.08,782,12.87,"1-7","listopad",2020,41,"11A"
"Świętokrzyskie",613,7.1,2.23,80,21.72,46,5.61,413,7.19,74,4.35,"1-7","listopad",2020,41,"11A"
"Warmińsko-Mazurskie",1399,14.05,3.64,188,39.95,117,11.09,892,13.15,202,12.23,"1-7","listopad",2020,41,"11A"
"Wielkopolskie",11114,45.38,9.51,1511,112.77,994,36.66,7449,45.63,1160,28.18,"1-7","listopad",2020,41,"11A"
"Zachodniopomorskie",936,7.88,-0.86,102,18.93,81,6.84,676,8.49,77,3.51,"1-7","listopad",2020,41,"11A"
"Dolnośląskie",4464,19.24,3.62,514,46.63,378,16.55,3001,19.49,571,12.93,"8-15","listopad",2020,42,"11B"
"Kujawsko-Pomorskie",3027,18.26,-9.55,470,59.6,331,19.21,1861,16.73,365,12.41,"8-15","listopad",2020,42,"11B"
"Lubelskie",1762,10.45,-1.72,217,27.61,151,8.9,1192,10.6,202,6.44,"8-15","listopad",2020,42,"11B"
"Lubuskie",637,7.87,-0.71,52,13.56,39,4.56,476,8.76,70,4.92,"8-15","listopad",2020,42,"11B"
"Łódzkie",2117,10.78,-2.98,267,29.71,137,7.13,1439,11.18,274,6.93,"8-15","listopad",2020,42,"11B"
"Małopolskie",3929,14.4,-5.77,512,34.46,247,8.47,2660,14.58,510,10.98,"8-15","listopad",2020,42,"11B"
"Mazowieckie",12897,29.73,-14.65,1493,61.97,797,16.87,8975,31.62,1632,20.74,"8-15","listopad",2020,42,"11B"
"Opolskie",540,6.87,-9.09,68,19.74,25,3.51,381,7.16,66,4.45,"8-15","listopad",2020,42,"11B"
"Podkarpackie",901,5.29,-0.88,107,12.82,59,3.38,620,5.37,115,3.99,"8-15","listopad",2020,42,"11B"
"Podlaskie",801,8.5,-4.24,114,24.85,48,5.2,558,8.76,81,4.83,"8-15","listopad",2020,42,"11B"
"Pomorskie",9226,49.2,-25.61,1939,183.9,784,37.35,5564,44.78,939,29.6,"8-15","listopad",2020,42,"11B"
"Śląskie",7334,20.29,-1.6,905,53.38,584,16.4,5010,20.93,835,12.03,"8-15","listopad",2020,42,"11B"
"Świętokrzyskie",208,2.11,-4.99,15,3.56,10,1.07,134,2.04,49,2.52,"8-15","listopad",2020,42,"11B"
"Warmińsko-Mazurskie",743,6.53,-7.52,78,14.5,73,6.06,477,6.15,115,6.09,"8-15","listopad",2020,42,"11B"
"Wielkopolskie",7360,26.3,-19.08,1057,69.03,714,23.04,4842,25.96,747,15.88,"8-15","listopad",2020,42,"11B"
"Zachodniopomorskie",552,4.07,-3.82,55,8.93,37,2.73,399,4.39,61,2.44,"8-15","listopad",2020,42,"11B"
"Dolnośląskie",4023,19.82,0.58,381,39.5,316,15.82,2553,18.95,773,20,"16-22","listopad",2020,43,"11C"
"Kujawsko-Pomorskie",2892,19.94,1.68,447,64.78,283,18.77,1795,18.44,367,14.27,"16-22","listopad",2020,43,"11C"
"Lubelskie",2446,16.57,6.13,430,62.52,168,11.32,1615,16.41,233,8.49,"16-22","listopad",2020,43,"11C"
"Lubuskie",411,5.8,-2.07,36,10.73,27,3.61,299,6.29,49,3.93,"16-22","listopad",2020,43,"11C"
"Łódzkie",3205,18.65,7.87,394,50.11,717,42.65,1803,16.02,291,8.41,"16-22","listopad",2020,43,"11C"
"Małopolskie",3378,14.15,-0.25,411,31.61,224,8.78,2320,14.53,423,10.41,"16-22","listopad",2020,43,"11C"
"Mazowieckie",11628,30.63,0.9,1330,63.09,713,17.25,8033,32.35,1552,22.54,"16-22","listopad",2020,43,"11C"
"Opolskie",1477,21.47,14.6,222,73.67,116,18.59,996,21.39,143,11.03,"16-22","listopad",2020,43,"11C"
"Podkarpackie",759,5.1,-0.2,77,10.54,62,4.06,488,4.83,132,5.24,"16-22","listopad",2020,43,"11C"
"Podlaskie",792,9.6,1.1,108,26.9,56,6.93,525,9.42,103,7.02,"16-22","listopad",2020,43,"11C"
"Pomorskie",9173,55.91,6.71,1839,199.33,807,43.93,5547,51.02,980,35.31,"16-22","listopad",2020,43,"11C"
"Śląskie",5817,18.39,-1.9,776,52.31,442,14.18,3870,18.47,729,12,"16-22","listopad",2020,43,"11C"
"Świętokrzyskie",316,3.66,1.55,20,5.43,20,2.44,211,3.67,65,3.82,"16-22","listopad",2020,43,"11C"
"Warmińsko-Mazurskie",926,9.3,2.77,121,25.71,71,6.73,599,8.83,135,8.17,"16-22","listopad",2020,43,"11C"
"Wielkopolskie",8351,34.1,7.8,1238,92.4,901,33.23,5080,31.12,1132,27.5,"16-22","listopad",2020,43,"11C"
"Zachodniopomorskie",955,8.04,3.98,105,19.49,74,6.25,658,8.27,118,5.39,"16-22","listopad",2020,43,"11C"
"Dolnośląskie",3985,17.18,-2.64,412,37.38,374,16.38,2568,16.68,631,14.29,"23-30","listopad",2020,44,"11D"
"Kujawsko-Pomorskie",3420,20.63,0.69,558,70.76,407,23.62,2090,18.78,365,12.41,"23-30","listopad",2020,44,"11D"
"Lubelskie",2301,13.64,-2.93,358,45.54,195,11.5,1477,13.13,271,8.65,"23-30","listopad",2020,44,"11D"
"Lubuskie",522,6.45,0.65,72,18.77,35,4.1,353,6.5,62,4.35,"23-30","listopad",2020,44,"11D"
"Łódzkie",4812,24.5,5.85,411,45.73,1226,63.81,2419,18.8,756,19.13,"23-30","listopad",2020,44,"11D"
"Małopolskie",3957,14.5,0.35,803,54.04,373,12.79,2319,12.71,462,9.95,"23-30","listopad",2020,44,"11D"
"Mazowieckie",12040,27.75,-2.88,1711,71.02,992,21,7705,27.15,1632,20.74,"23-30","listopad",2020,44,"11D"
"Opolskie",845,10.75,-10.72,120,34.84,56,7.85,574,10.79,95,6.41,"23-30","listopad",2020,44,"11D"
"Podkarpackie",826,4.85,-0.24,82,9.82,37,2.12,597,5.17,110,3.82,"23-30","listopad",2020,44,"11D"
"Podlaskie",1576,16.72,7.12,210,45.77,105,11.37,1046,16.43,215,12.82,"23-30","listopad",2020,44,"11D"
"Pomorskie",10470,55.84,-0.07,2345,222.4,1073,51.11,6014,48.4,1038,32.73,"23-30","listopad",2020,44,"11D"
"Śląskie",7047,19.5,1.1,1080,63.7,630,17.69,4406,18.4,931,13.41,"23-30","listopad",2020,44,"11D"
"Świętokrzyskie",528,5.35,1.69,134,31.83,75,8,238,3.62,81,4.16,"23-30","listopad",2020,44,"11D"
"Warmińsko-Mazurskie",1386,12.18,2.88,165,30.68,189,15.68,834,10.76,198,10.49,"23-30","listopad",2020,44,"11D"
"Wielkopolskie",6846,24.46,-9.64,1130,73.79,605,19.53,4288,22.99,823,17.49,"23-30","listopad",2020,44,"11D"
"Zachodniopomorskie",746,5.5,-2.55,87,14.13,64,4.73,514,5.65,81,3.23,"23-30","listopad",2020,44,"11D"
"Dolnośląskie",3692,18.19,1.01,567,58.79,353,17.67,2202,16.34,570,14.75,"1-7","grudzień",2020,45,"12A"
"Kujawsko-Pomorskie",2932,20.21,-1,485,70.29,382,25.33,1775,18.23,290,11.27,"1-7","grudzień",2020,45,"12A"
"Lubelskie",1633,11.07,-2.58,364,52.92,145,9.77,925,9.4,199,7.26,"1-7","grudzień",2020,45,"12A"
"Lubuskie",335,4.73,-1.72,31,9.24,34,4.55,228,4.8,42,3.37,"1-7","grudzień",2020,45,"12A"
"Łódzkie",4105,23.89,-0.61,464,59.01,938,55.8,2159,19.18,544,15.73,"1-7","grudzień",2020,45,"12A"
"Małopolskie",2746,11.5,-3,596,45.84,290,11.37,1501,9.4,359,8.84,"1-7","grudzień",2020,45,"12A"
"Mazowieckie",9264,24.4,-3.35,1559,73.96,803,19.43,5704,22.97,1198,17.4,"1-7","grudzień",2020,45,"12A"
"Opolskie",714,10.38,-0.37,133,44.13,50,8.01,445,9.56,86,6.63,"1-7","grudzień",2020,45,"12A"
"Podkarpackie",890,5.98,1.12,162,22.18,74,4.84,568,5.62,86,3.41,"1-7","grudzień",2020,45,"12A"
"Podlaskie",1032,12.51,-4.21,187,46.58,68,8.42,664,11.92,113,7.7,"1-7","grudzień",2020,45,"12A"
"Pomorskie",6145,37.45,-18.38,1592,172.56,634,34.52,3289,30.25,630,22.7,"1-7","grudzień",2020,45,"12A"
"Śląskie",5712,18.06,-1.44,1127,75.97,556,17.84,3383,16.15,646,10.64,"1-7","grudzień",2020,45,"12A"
"Świętokrzyskie",239,2.77,-2.58,56,15.2,27,3.29,123,2.14,33,1.94,"1-7","grudzień",2020,45,"12A"
"Warmińsko-Mazurskie",1073,10.77,-1.4,148,31.45,141,13.37,623,9.19,161,9.74,"1-7","grudzień",2020,45,"12A"
"Wielkopolskie",8843,36.11,11.65,1797,134.11,853,31.46,5323,32.61,870,21.13,"1-7","grudzień",2020,45,"12A"
"Zachodniopomorskie",711,5.99,0.49,84,15.59,31,2.62,533,6.7,63,2.88,"1-7","grudzień",2020,45,"12A"
"Dolnośląskie",3191,13.75,-4.43,440,39.92,303,13.27,1981,12.86,467,10.57,"8-15","grudzień",2020,46,"12B"
"Kujawsko-Pomorskie",3205,19.33,-0.88,639,81.03,388,22.51,1807,16.24,371,12.62,"8-15","grudzień",2020,46,"12B"
"Lubelskie",2286,13.55,2.49,490,62.34,218,12.85,1305,11.6,273,8.71,"8-15","grudzień",2020,46,"12B"
"Lubuskie",308,3.81,-0.92,51,13.3,43,5.03,179,3.3,35,2.46,"8-15","grudzień",2020,46,"12B"
"Łódzkie",4052,20.63,-3.26,595,66.21,782,40.7,2249,17.48,426,10.78,"8-15","grudzień",2020,46,"12B"
"Małopolskie",2744,10.06,-1.44,712,47.92,357,12.24,1340,7.35,335,7.22,"8-15","grudzień",2020,46,"12B"
"Mazowieckie",10637,24.52,0.11,1866,77.46,990,20.96,6348,22.37,1433,18.21,"8-15","grudzień",2020,46,"12B"
"Opolskie",635,8.08,-2.3,113,32.81,50,7.01,373,7.01,99,6.68,"8-15","grudzień",2020,46,"12B"
"Podkarpackie",547,3.21,-2.76,133,15.93,71,4.06,274,2.37,69,2.39,"8-15","grudzień",2020,46,"12B"
"Podlaskie",1009,10.7,-1.81,180,39.23,71,7.69,614,9.64,144,8.59,"8-15","grudzień",2020,46,"12B"
"Pomorskie",11170,59.57,15.06,3049,289.17,1165,55.5,5774,46.47,1182,37.27,"8-15","grudzień",2020,46,"12B"
"Śląskie",4390,12.15,-5.92,961,56.68,392,11.01,2552,10.66,485,6.99,"8-15","grudzień",2020,46,"12B"
"Świętokrzyskie",189,1.91,-0.85,46,10.93,20,2.13,107,1.63,16,0.82,"8-15","grudzień",2020,46,"12B"
"Warmińsko-Mazurskie",1107,9.73,-1.05,161,29.94,105,8.71,627,8.09,214,11.33,"8-15","grudzień",2020,46,"12B"
"Wielkopolskie",7728,27.61,-8.5,1469,95.93,893,28.82,4446,23.83,920,19.55,"8-15","grudzień",2020,46,"12B"
"Zachodniopomorskie",668,4.92,-1.07,94,15.27,46,3.4,452,4.97,76,3.03,"8-15","grudzień",2020,46,"12B"
"Dolnośląskie",2953,14.55,0.79,559,57.96,301,15.06,1659,12.31,434,11.23,"16-22","grudzień",2020,47,"12C"
"Kujawsko-Pomorskie",2819,19.43,0.1,532,77.1,365,24.21,1561,16.03,361,14.03,"16-22","grudzień",2020,47,"12C"
"Lubelskie",982,6.65,-6.9,255,37.08,111,7.48,505,5.13,111,4.05,"16-22","grudzień",2020,47,"12C"
"Lubuskie",245,3.46,-0.35,75,22.35,40,5.35,115,2.42,15,1.2,"16-22","grudzień",2020,47,"12C"
"Łódzkie",2058,11.98,-8.66,543,69.06,372,22.13,864,7.67,279,8.07,"16-22","grudzień",2020,47,"12C"
"Małopolskie",2213,9.27,-0.79,698,53.69,282,11.05,982,6.15,251,6.18,"16-22","grudzień",2020,47,"12C"
"Mazowieckie",7519,19.81,-4.71,1579,74.91,731,17.68,4334,17.45,875,12.71,"16-22","grudzień",2020,47,"12C"
"Opolskie",596,8.66,0.59,145,48.11,31,4.97,361,7.75,59,4.55,"16-22","grudzień",2020,47,"12C"
"Podkarpackie",380,2.55,-0.66,112,15.34,68,4.45,165,1.63,35,1.39,"16-22","grudzień",2020,47,"12C"
"Podlaskie",448,5.43,-5.27,117,29.14,43,5.32,231,4.15,57,3.88,"16-22","grudzień",2020,47,"12C"
"Pomorskie",7313,44.57,-15,2168,234.99,855,46.55,3623,33.32,667,24.03,"16-22","grudzień",2020,47,"12C"
"Śląskie",4118,13.02,0.88,934,62.96,470,15.08,2157,10.3,557,9.17,"16-22","grudzień",2020,47,"12C"
"Świętokrzyskie",169,1.96,0.04,43,11.67,22,2.68,80,1.39,24,1.41,"16-22","grudzień",2020,47,"12C"
"Warmińsko-Mazurskie",884,8.88,-0.85,152,32.3,75,7.11,500,7.37,157,9.5,"16-22","grudzień",2020,47,"12C"
"Wielkopolskie",6402,26.14,-1.47,1430,106.72,825,30.43,3395,20.8,752,18.27,"16-22","grudzień",2020,47,"12C"
"Zachodniopomorskie",700,5.9,0.97,88,16.33,54,4.56,475,5.97,83,3.79,"16-22","grudzień",2020,47,"12C"
"Dolnośląskie",2554,9.78,-4.76,508,40.97,230,8.95,1318,7.61,498,10.02,"23-31","grudzień",2020,48,"12D"
"Kujawsko-Pomorskie",2229,11.95,-7.48,449,50.61,256,13.2,1211,9.67,313,9.46,"23-31","grudzień",2020,48,"12D"
"Lubelskie",1383,7.29,0.63,422,47.72,159,8.33,684,5.4,118,3.35,"23-31","grudzień",2020,48,"12D"
"Lubuskie",290,3.19,-0.27,57,13.21,32,3.33,174,2.85,27,1.69,"23-31","grudzień",2020,48,"12D"
"Łódzkie",2938,13.3,1.32,388,38.38,674,31.18,1561,10.78,315,7.08,"23-31","grudzień",2020,48,"12D"
"Małopolskie",2883,9.39,0.12,851,50.91,383,11.68,1322,6.44,327,6.26,"23-31","grudzień",2020,48,"12D"
"Mazowieckie",7856,16.1,-3.71,1799,66.38,903,16.99,4172,13.07,982,11.09,"23-31","grudzień",2020,48,"12D"
"Opolskie",550,6.22,-2.45,138,35.62,51,6.36,294,4.91,67,4.02,"23-31","grudzień",2020,48,"12D"
"Podkarpackie",396,2.07,-0.48,103,10.97,38,1.93,185,1.42,70,2.16,"23-31","grudzień",2020,48,"12D"
"Podlaskie",846,7.98,2.55,190,36.81,95,9.15,437,6.1,124,6.57,"23-31","grudzień",2020,48,"12D"
"Pomorskie",8373,39.69,-4.88,2325,196,921,39,4196,30.02,931,26.09,"23-31","grudzień",2020,48,"12D"
"Śląskie",3103,7.63,-5.39,763,40,364,9.09,1649,6.12,327,4.19,"23-31","grudzień",2020,48,"12D"
"Świętokrzyskie",259,2.33,0.38,55,11.61,31,2.94,134,1.81,39,1.78,"23-31","grudzień",2020,48,"12D"
"Warmińsko-Mazurskie",705,5.51,-3.37,110,18.18,60,4.42,398,4.56,137,6.45,"23-31","grudzień",2020,48,"12D"
"Wielkopolskie",6828,21.68,-4.46,1590,92.3,817,23.44,3668,17.48,753,14.23,"23-31","grudzień",2020,48,"12D"
"Zachodniopomorskie",553,3.62,-2.27,101,14.58,45,2.96,325,3.18,82,2.91,"23-31","grudzień",2020,48,"12D"
"Dolnośląskie",1451,7.15,-2.64,232,24.09,152,7.59,804,6,263,6.69,"1-7","styczeń",2021,1,"1A"
"Kujawsko-Pomorskie",1620,11.18,-0.78,295,42.97,180,11.97,925,9.56,220,8.41,"1-7","styczeń",2021,1,"1A"
"Lubelskie",845,5.74,-1.57,206,30.18,117,7.91,438,4.48,84,3.02,"1-7","styczeń",2021,1,"1A"
"Lubuskie",191,2.7,-0.49,40,12.03,23,3.08,114,2.41,14,1.1,"1-7","styczeń",2021,1,"1A"
"Łódzkie",622,3.63,-9.7,123,15.73,72,4.28,299,2.68,128,3.65,"1-7","styczeń",2021,1,"1A"
"Małopolskie",1560,6.53,-2.86,435,33.41,168,6.57,760,4.78,197,4.78,"1-7","styczeń",2021,1,"1A"
"Mazowieckie",6308,16.6,0.52,1255,59.6,548,13.19,3608,14.58,897,12.84,"1-7","styczeń",2021,1,"1A"
"Opolskie",292,4.25,-1.98,50,16.66,21,3.37,177,3.83,44,3.34,"1-7","styczeń",2021,1,"1A"
"Podkarpackie",202,1.36,-0.71,60,8.22,10,0.66,122,1.21,10,0.39,"1-7","styczeń",2021,1,"1A"
"Podlaskie",798,9.69,1.7,216,53.87,84,10.41,413,7.45,85,5.72,"1-7","styczeń",2021,1,"1A"
"Pomorskie",4420,26.91,-12.74,1105,120.02,517,28.06,2269,20.94,529,18.71,"1-7","styczeń",2021,1,"1A"
"Śląskie",3015,9.55,1.91,732,49.82,269,8.62,1604,7.71,410,6.65,"1-7","styczeń",2021,1,"1A"
"Świętokrzyskie",154,1.79,-0.55,47,12.89,30,3.67,62,1.09,15,0.87,"1-7","styczeń",2021,1,"1A"
"Warmińsko-Mazurskie",481,4.84,-0.68,67,14.32,47,4.47,242,3.59,125,7.41,"1-7","styczeń",2021,1,"1A"
"Wielkopolskie",3718,15.17,-6.5,670,50.03,444,16.34,2131,13.11,473,11.3,"1-7","styczeń",2021,1,"1A"
"Zachodniopomorskie",537,4.53,0.9,95,17.82,42,3.56,327,4.14,73,3.27,"1-7","styczeń",2021,1,"1A"
"Dolnośląskie",1916,8.26,1.11,263,23.9,180,7.87,1124,7.34,349,7.76,"8-15","styczeń",2021,2,"1B"
"Kujawsko-Pomorskie",2227,13.45,2.27,478,60.92,237,13.79,1193,10.79,319,10.67,"8-15","styczeń",2021,2,"1B"
"Lubelskie",1187,7.05,1.32,320,41.02,130,7.69,586,5.24,151,4.75,"8-15","styczeń",2021,2,"1B"
"Lubuskie",305,3.77,1.07,56,14.73,18,2.11,215,3.98,16,1.1,"8-15","styczeń",2021,2,"1B"
"Łódzkie",1365,6.97,3.34,282,31.56,127,6.61,774,6.06,182,4.54,"8-15","styczeń",2021,2,"1B"
"Małopolskie",2758,10.1,3.57,736,49.45,411,14.06,1280,7.04,331,7.03,"8-15","styczeń",2021,2,"1B"
"Mazowieckie",6763,15.57,-1.03,1197,49.74,913,19.23,3733,13.2,920,11.52,"8-15","styczeń",2021,2,"1B"
"Opolskie",563,7.18,2.92,110,32.07,43,6.03,326,6.17,84,5.59,"8-15","styczeń",2021,2,"1B"
"Podkarpackie",315,1.85,0.49,79,9.46,29,1.67,171,1.49,36,1.23,"8-15","styczeń",2021,2,"1B"
"Podlaskie",521,5.54,-4.15,92,20.08,41,4.45,295,4.66,93,5.47,"8-15","styczeń",2021,2,"1B"
"Pomorskie",6955,37.05,10.14,1900,180.58,786,37.33,3454,27.89,815,25.22,"8-15","styczeń",2021,2,"1B"
"Śląskie",2878,7.98,-1.57,651,38.77,299,8.38,1545,6.5,383,5.44,"8-15","styczeń",2021,2,"1B"
"Świętokrzyskie",341,3.47,1.68,88,21.12,37,3.96,165,2.53,51,2.59,"8-15","styczeń",2021,2,"1B"
"Warmińsko-Mazurskie",698,6.14,1.3,123,23.01,78,6.49,360,4.67,137,7.11,"8-15","styczeń",2021,2,"1B"
"Wielkopolskie",5228,18.67,3.5,1192,77.88,646,20.81,2775,14.93,615,12.85,"8-15","styczeń",2021,2,"1B"
"Zachodniopomorskie",494,3.65,-0.95,89,14.61,38,2.82,312,3.45,55,2.15,"8-15","styczeń",2021,2,"1B"
"Dolnośląskie",1645,8.11,-0.16,313,32.5,157,7.84,886,6.62,289,7.35,"16-22","styczeń",2021,3,"1C"
"Kujawsko-Pomorskie",2211,15.26,1.81,477,69.47,269,17.88,1190,12.3,275,10.51,"16-22","styczeń",2021,3,"1C"
"Lubelskie",925,6.28,-0.77,186,27.25,124,8.38,483,4.94,132,4.75,"16-22","styczeń",2021,3,"1C"
"Lubuskie",147,2.08,-1.7,44,13.23,24,3.21,68,1.44,11,0.87,"16-22","styczeń",2021,3,"1C"
"Łódzkie",840,4.9,-2.07,153,19.57,82,4.88,465,4.16,140,3.99,"16-22","styczeń",2021,3,"1C"
"Małopolskie",1604,6.71,-3.39,394,30.26,207,8.09,788,4.95,215,5.22,"16-22","styczeń",2021,3,"1C"
"Mazowieckie",6062,15.95,0.38,1236,58.7,636,15.31,3424,13.84,766,10.96,"16-22","styczeń",2021,3,"1C"
"Opolskie",410,5.97,-1.2,103,34.32,22,3.53,230,4.97,55,4.18,"16-22","styczeń",2021,3,"1C"
"Podkarpackie",332,2.23,0.38,77,10.54,44,2.89,186,1.85,25,0.98,"16-22","styczeń",2021,3,"1C"
"Podlaskie",587,7.13,1.59,149,37.16,81,10.04,305,5.5,52,3.5,"16-22","styczeń",2021,3,"1C"
"Pomorskie",6533,39.77,2.72,1749,189.97,814,44.19,3263,30.11,707,25,"16-22","styczeń",2021,3,"1C"
"Śląskie",3018,9.56,1.58,704,47.92,341,10.93,1576,7.58,397,6.44,"16-22","styczeń",2021,3,"1C"
"Świętokrzyskie",436,5.06,1.6,154,42.25,45,5.5,188,3.3,49,2.84,"16-22","styczeń",2021,3,"1C"
"Warmińsko-Mazurskie",588,5.91,-0.23,94,20.1,69,6.57,297,4.41,128,7.59,"16-22","styczeń",2021,3,"1C"
"Wielkopolskie",4787,19.54,0.87,959,71.61,600,22.09,2670,16.42,558,13.33,"16-22","styczeń",2021,3,"1C"
"Zachodniopomorskie",412,3.48,-0.17,54,10.13,29,2.46,272,3.44,57,2.55,"16-22","styczeń",2021,3,"1C"
"Dolnośląskie",2022,7.75,-0.36,403,32.55,273,10.61,1066,6.19,280,5.54,"23-31","styczeń",2021,4,"1D"
"Kujawsko-Pomorskie",2484,13.34,-1.93,680,77.03,424,21.92,1132,9.1,248,7.37,"23-31","styczeń",2021,4,"1D"
"Lubelskie",1277,6.75,0.46,354,40.34,216,11.36,596,4.74,111,3.1,"23-31","styczeń",2021,4,"1D"
"Lubuskie",203,2.23,0.15,78,18.24,30,3.13,81,1.33,14,0.86,"23-31","styczeń",2021,4,"1D"
"Łódzkie",1707,7.75,2.85,425,42.28,201,9.3,884,6.15,197,4.37,"23-31","styczeń",2021,4,"1D"
"Małopolskie",2925,9.52,2.81,924,55.19,461,14.02,1153,5.63,387,7.3,"23-31","styczeń",2021,4,"1D"
"Mazowieckie",8266,16.92,0.97,1851,68.37,1120,20.97,4300,13.51,995,11.07,"23-31","styczeń",2021,4,"1D"
"Opolskie",474,5.37,-0.6,113,29.28,58,7.23,221,3.72,82,4.85,"23-31","styczeń",2021,4,"1D"
"Podkarpackie",336,1.76,-0.47,63,6.71,43,2.19,188,1.45,42,1.28,"23-31","styczeń",2021,4,"1D"
"Podlaskie",869,8.21,1.08,157,30.45,144,13.88,460,6.46,108,5.65,"23-31","styczeń",2021,4,"1D"
"Pomorskie",6163,29.18,-10.59,1830,154.6,958,40.45,2821,20.25,554,15.24,"23-31","styczeń",2021,4,"1D"
"Śląskie",3414,8.41,-1.15,844,44.68,430,10.72,1762,6.59,378,4.77,"23-31","styczeń",2021,4,"1D"
"Świętokrzyskie",402,3.63,-1.43,139,29.66,47,4.47,164,2.24,52,2.34,"23-31","styczeń",2021,4,"1D"
"Warmińsko-Mazurskie",700,5.48,-0.44,145,24.11,80,5.92,343,3.96,132,6.09,"23-31","styczeń",2021,4,"1D"
"Wielkopolskie",5843,18.55,-0.99,1500,87.11,1031,29.52,2716,12.99,596,11.07,"23-31","styczeń",2021,4,"1D"
"Zachodniopomorskie",691,4.53,1.06,166,24.22,101,6.65,358,3.52,66,2.3,"23-31","styczeń",2021,4,"1D"
"Dolnośląskie",2245,11.06,3.31,418,43.41,329,16.44,1185,8.85,313,7.96,"1-7","luty",2021,5,"2A"
"Kujawsko-Pomorskie",2645,18.26,4.92,794,115.64,551,36.63,1070,11.06,230,8.79,"1-7","luty",2021,5,"2A"
"Lubelskie",816,5.54,-1.2,229,33.55,198,13.38,313,3.2,76,2.73,"1-7","luty",2021,5,"2A"
"Lubuskie",479,6.77,4.54,86,25.86,79,10.58,284,6.02,30,2.36,"1-7","luty",2021,5,"2A"
"Łódzkie",1745,10.18,2.43,439,56.15,338,20.12,711,6.36,257,7.33,"1-7","luty",2021,5,"2A"
"Małopolskie",2590,10.84,1.32,746,57.29,475,18.57,1084,6.81,285,6.91,"1-7","luty",2021,5,"2A"
"Mazowieckie",7483,19.69,2.77,1718,81.59,1277,30.74,3623,14.64,865,12.38,"1-7","luty",2021,5,"2A"
"Opolskie",468,6.82,1.45,109,36.32,49,7.86,247,5.34,63,4.79,"1-7","luty",2021,5,"2A"
"Podkarpackie",300,2.02,0.26,98,13.42,37,2.43,145,1.44,20,0.78,"1-7","luty",2021,5,"2A"
"Podlaskie",719,8.73,0.52,174,43.39,123,15.24,341,6.15,81,5.45,"1-7","luty",2021,5,"2A"
"Pomorskie",8624,52.5,23.32,2531,274.91,1621,87.99,3772,34.81,700,24.76,"1-7","luty",2021,5,"2A"
"Śląskie",3818,12.1,3.68,980,66.7,624,19.99,1835,8.82,379,6.15,"1-7","luty",2021,5,"2A"
"Świętokrzyskie",1173,13.62,9.99,341,93.54,176,21.53,503,8.82,153,8.86,"1-7","luty",2021,5,"2A"
"Warmińsko-Mazurskie",689,6.93,1.45,139,29.72,116,11.04,345,5.12,89,5.28,"1-7","luty",2021,5,"2A"
"Wielkopolskie",6614,26.99,8.45,1738,129.78,1225,45.1,3009,18.51,642,15.33,"1-7","luty",2021,5,"2A"
