"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","dni","miesiac","rok","tydz","numer"
"Śląskie",4353,10.77,3.47,1363,72.72,725,18.03,1873,7.06,392,4.91,"23-31","sierpień",2021,32,"8D"
"Świętokrzyskie",449,4.07,-6.1,141,30.43,89,8.49,192,2.64,27,1.21,"23-31","sierpień",2021,32,"8D"
"Warmińsko-Mazurskie",670,5.26,1.07,205,34.43,146,10.85,261,3.03,58,2.64,"23-31","sierpień",2021,32,"8D"
"Wielkopolskie",6972,22.16,3.5,2189,127.75,1075,30.71,3126,15.02,582,10.71,"23-31","sierpień",2021,32,"8D"
"Zachodniopomorskie",401,2.64,0.61,105,15.47,60,3.96,203,2.01,33,1.13,"23-31","sierpień",2021,32,"8D"
"Dolnośląskie",2549,12.59,5.97,720,75.03,458,22.84,1075,8.08,296,7.44,"1-7","wrzesień",2021,33,"9A"
"Kujawsko-Pomorskie",3732,25.86,7.98,1039,152.55,755,50.31,1645,17.12,293,11.09,"1-7","wrzesień",2021,33,"9A"
"Lubelskie",1172,7.99,2.45,345,51.06,236,15.99,510,5.25,81,2.89,"1-7","wrzesień",2021,33,"9A"
"Lubuskie",97,1.38,-1.64,35,10.61,18,2.42,40,0.85,4,0.31,"1-7","wrzesień",2021,33,"9A"
"Łódzkie",1259,7.38,2.6,410,52.75,195,11.61,508,4.58,146,4.14,"1-7","wrzesień",2021,33,"9A"
"Małopolskie",3942,16.51,7.17,1410,108.29,706,27.52,1591,10.03,235,5.66,"1-7","wrzesień",2021,33,"9A"
"Mazowieckie",9117,24.01,8.88,2895,137.77,1532,36.7,4041,16.39,649,9.21,"1-7","wrzesień",2021,33,"9A"
"Opolskie",438,6.41,0.16,159,53.29,79,12.68,172,3.75,28,2.12,"1-7","wrzesień",2021,33,"9A"
"Podkarpackie",370,2.49,1.24,73,10.02,28,1.84,234,2.33,35,1.36,"1-7","wrzesień",2021,33,"9A"
"Podlaskie",738,8.99,3.28,217,54.39,122,15.12,341,6.19,58,3.88,"1-7","wrzesień",2021,33,"9A"
"Pomorskie",11207,68.22,17.29,4031,437.85,1980,107.14,4509,41.77,687,24,"1-7","wrzesień",2021,33,"9A"
"Śląskie",4463,14.19,3.43,1381,94.73,849,27.15,1884,9.12,349,5.62,"1-7","wrzesień",2021,33,"9A"
"Świętokrzyskie",852,9.94,5.87,259,71.87,177,21.71,340,6.01,76,4.38,"1-7","wrzesień",2021,33,"9A"
"Warmińsko-Mazurskie",873,8.8,3.55,232,50.1,209,19.96,351,5.24,81,4.74,"1-7","wrzesień",2021,33,"9A"
"Wielkopolskie",8531,34.86,12.7,2970,222.85,1604,58.92,3444,21.27,513,12.13,"1-7","wrzesień",2021,33,"9A"
"Zachodniopomorskie",521,4.41,1.77,142,26.89,93,7.89,249,3.17,37,1.63,"1-7","wrzesień",2021,33,"9A"
"Dolnośląskie",4658,20.14,7.54,1250,113.98,1199,52.33,1845,12.14,364,8.01,"8-15","wrzesień",2021,34,"9B"
"Kujawsko-Pomorskie",7388,44.79,18.93,2110,271.07,2075,120.99,2855,26,348,11.52,"8-15","wrzesień",2021,34,"9B"
"Lubelskie",2326,13.88,5.89,693,89.74,615,36.47,899,8.1,119,3.72,"8-15","wrzesień",2021,34,"9B"
"Lubuskie",842,10.45,9.07,246,65.25,256,30.07,299,5.58,41,2.79,"8-15","wrzesień",2021,34,"9B"
"Łódzkie",2317,11.88,4.5,734,82.63,599,31.22,845,6.67,139,3.45,"8-15","wrzesień",2021,34,"9B"
"Małopolskie",7399,27.12,10.61,2372,159.4,1868,63.72,2635,14.54,524,11.05,"8-15","wrzesień",2021,34,"9B"
"Mazowieckie",15925,36.69,12.69,4450,185.29,3914,82.05,6598,23.42,963,11.96,"8-15","wrzesień",2021,34,"9B"
"Opolskie",1441,18.44,12.03,432,126.69,326,45.79,583,11.11,100,6.61,"8-15","wrzesień",2021,34,"9B"
"Podkarpackie",844,4.97,2.48,244,29.3,203,11.68,351,3.06,46,1.56,"8-15","wrzesień",2021,34,"9B"
"Podlaskie",1737,18.51,9.52,576,126.33,417,45.21,657,10.43,87,5.09,"8-15","wrzesień",2021,34,"9B"
"Pomorskie",22580,120.28,52.05,7801,741.43,5386,255,8254,66.9,1139,34.82,"8-15","wrzesień",2021,34,"9B"
"Śląskie",8384,23.33,9.14,2620,157.26,2046,57.25,3228,13.68,490,6.9,"8-15","wrzesień",2021,34,"9B"
"Świętokrzyskie",1233,12.59,2.65,396,96.15,335,35.95,436,6.74,66,3.32,"8-15","wrzesień",2021,34,"9B"
"Warmińsko-Mazurskie",1453,12.82,4.02,438,82.77,430,35.94,522,6.82,63,3.23,"8-15","wrzesień",2021,34,"9B"
"Wielkopolskie",15714,56.18,21.32,5295,347.65,3891,125.06,5830,31.5,698,14.44,"8-15","wrzesień",2021,34,"9B"
"Zachodniopomorskie",909,6.73,2.32,233,38.61,243,18.04,379,4.23,54,2.08,"8-15","wrzesień",2021,34,"9B"
"Dolnośląskie",4623,22.84,2.7,1132,117.97,1129,56.31,1928,14.5,434,10.91,"16-22","wrzesień",2021,35,"9C"
"Kujawsko-Pomorskie",6781,46.98,2.19,2032,298.35,1676,111.69,2695,28.04,378,14.31,"16-22","wrzesień",2021,35,"9C"
"Lubelskie",2893,19.72,5.85,783,115.88,757,51.31,1158,11.92,195,6.97,"16-22","wrzesień",2021,35,"9C"
"Lubuskie",869,12.33,1.88,260,78.82,254,34.1,325,6.93,30,2.33,"16-22","wrzesień",2021,35,"9C"
"Łódzkie",2992,17.53,5.65,888,114.24,822,48.96,1129,10.19,153,4.34,"16-22","wrzesień",2021,35,"9C"
"Małopolskie",8203,34.36,7.24,2680,205.83,1936,75.47,3157,19.91,430,10.36,"16-22","wrzesień",2021,35,"9C"
"Mazowieckie",20723,54.57,17.88,5992,285.14,4737,113.49,8862,35.94,1132,16.07,"16-22","wrzesień",2021,35,"9C"
"Opolskie",1672,24.45,6.01,557,186.69,375,60.19,641,13.96,99,7.48,"16-22","wrzesień",2021,35,"9C"
"Podkarpackie",1317,8.87,3.9,419,57.5,321,21.11,481,4.8,96,3.73,"16-22","wrzesień",2021,35,"9C"
"Podlaskie",1615,19.66,1.16,424,106.28,335,41.51,744,13.5,112,7.48,"16-22","wrzesień",2021,35,"9C"
"Pomorskie",20907,127.27,7,7313,794.34,4686,253.55,7887,73.06,1021,35.67,"16-22","wrzesień",2021,35,"9C"
"Śląskie",10368,32.97,9.64,3215,220.53,2573,82.29,4014,19.44,566,9.11,"16-22","wrzesień",2021,35,"9C"
"Świętokrzyskie",1669,19.47,6.88,546,151.51,481,58.99,563,9.95,79,4.55,"16-22","wrzesień",2021,35,"9C"
"Warmińsko-Mazurskie",1583,15.96,3.14,499,107.76,409,39.06,570,8.51,105,6.15,"16-22","wrzesień",2021,35,"9C"
"Wielkopolskie",17406,71.12,14.94,5902,442.86,3903,143.37,6718,41.49,883,20.88,"16-22","wrzesień",2021,35,"9C"
"Zachodniopomorskie",1235,10.45,3.72,312,59.09,312,26.47,553,7.05,58,2.56,"16-22","wrzesień",2021,35,"9C"
"Dolnośląskie",5159,22.3,-0.54,1340,122.19,1047,45.69,2263,14.89,509,11.2,"23-30","wrzesień",2021,36,"9D"
"Kujawsko-Pomorskie",7848,47.58,0.6,2392,307.3,1913,111.54,3008,27.39,535,17.72,"23-30","wrzesień",2021,36,"9D"
"Lubelskie",3065,18.29,-1.44,921,119.26,611,36.23,1317,11.86,216,6.75,"23-30","wrzesień",2021,36,"9D"
"Lubuskie",597,7.41,-4.92,209,55.44,143,16.8,223,4.16,22,1.5,"23-30","wrzesień",2021,36,"9D"
"Łódzkie",3512,18.01,0.47,1011,113.81,804,41.9,1455,11.49,242,6,"23-30","wrzesień",2021,36,"9D"
"Małopolskie",7764,28.46,-5.9,2570,172.7,1855,63.27,2823,15.58,516,10.88,"23-30","wrzesień",2021,36,"9D"
"Mazowieckie",21335,49.16,-5.41,6314,262.91,4387,91.97,9038,32.07,1596,19.82,"23-30","wrzesień",2021,36,"9D"
"Opolskie",1526,19.53,-4.93,525,153.97,307,43.12,596,11.35,98,6.48,"23-30","wrzesień",2021,36,"9D"
"Podkarpackie",1333,7.86,-1.01,402,48.27,224,12.89,577,5.04,130,4.41,"23-30","wrzesień",2021,36,"9D"
"Podlaskie",1963,20.91,1.25,604,132.47,423,45.86,813,12.91,123,7.19,"23-30","wrzesień",2021,36,"9D"
"Pomorskie",26470,141,13.72,9599,912.31,5672,268.54,9771,79.2,1428,43.65,"23-30","wrzesień",2021,36,"9D"
"Śląskie",11460,31.89,-1.08,3532,211.99,2401,67.19,4726,20.03,801,11.28,"23-30","wrzesień",2021,36,"9D"
"Świętokrzyskie",2428,24.78,5.31,861,209.05,639,68.57,847,13.1,81,4.08,"23-30","wrzesień",2021,36,"9D"
"Warmińsko-Mazurskie",2224,19.63,3.66,617,116.59,543,45.38,878,11.47,186,9.53,"23-30","wrzesień",2021,36,"9D"
"Wielkopolskie",21729,77.68,6.57,7336,481.65,4472,143.74,8620,46.58,1301,26.92,"23-30","wrzesień",2021,36,"9D"
"Zachodniopomorskie",1058,7.83,-2.62,300,49.71,250,18.56,453,5.05,55,2.12,"23-30","wrzesień",2021,36,"9D"
"Dolnośląskie",5240,25.89,3.59,1518,158.2,1099,54.81,2173,16.34,450,11.31,"1-7","październik",2021,37,"10A"
"Kujawsko-Pomorskie",6691,46.36,-1.22,2067,303.49,1558,103.82,2605,27.11,461,17.45,"1-7","październik",2021,37,"10A"
"Lubelskie",3475,23.69,5.41,918,135.86,858,58.15,1411,14.52,288,10.29,"1-7","październik",2021,37,"10A"
"Lubuskie",852,12.09,4.68,266,80.63,195,26.18,333,7.1,58,4.51,"1-7","październik",2021,37,"10A"
"Łódzkie",3818,22.37,4.37,962,123.76,728,43.36,1788,16.13,340,9.64,"1-7","październik",2021,37,"10A"
"Małopolskie",12247,51.3,22.84,4229,324.79,2803,109.27,4502,28.39,713,17.18,"1-7","październik",2021,37,"10A"
"Mazowieckie",22224,58.52,9.36,7382,351.29,4714,112.94,8504,34.49,1624,23.05,"1-7","październik",2021,37,"10A"
"Opolskie",1594,23.31,3.78,504,168.92,304,48.8,651,14.17,135,10.2,"1-7","październik",2021,37,"10A"
"Podkarpackie",1698,11.44,3.58,578,79.32,347,22.82,650,6.49,123,4.77,"1-7","październik",2021,37,"10A"
"Podlaskie",1984,24.16,3.24,621,155.66,428,53.03,710,12.88,225,15.03,"1-7","październik",2021,37,"10A"
"Pomorskie",21345,129.94,-11.06,7876,855.49,4509,243.98,7719,71.5,1241,43.36,"1-7","październik",2021,37,"10A"
"Śląskie",11171,35.52,3.64,3736,256.27,2352,75.22,4368,21.16,715,11.51,"1-7","październik",2021,37,"10A"
"Świętokrzyskie",1901,22.18,-2.61,738,204.78,467,57.27,593,10.48,103,5.93,"1-7","październik",2021,37,"10A"
"Warmińsko-Mazurskie",2139,21.57,1.95,736,158.95,542,51.77,709,10.59,152,8.9,"1-7","październik",2021,37,"10A"
"Wielkopolskie",18238,74.52,-3.17,6299,472.65,3748,137.68,6838,42.23,1353,32,"1-7","październik",2021,37,"10A"
"Zachodniopomorskie",1197,10.13,1.76,350,66.29,297,25.2,465,5.93,85,3.75,"1-7","październik",2021,37,"10A"
"Dolnośląskie",5180,22.39,-3.5,1539,140.34,982,42.86,2050,13.49,609,13.4,"8-15","październik",2021,38,"10B"
"Kujawsko-Pomorskie",7960,48.26,1.9,2559,328.76,2051,119.59,2850,25.95,500,16.56,"8-15","październik",2021,38,"10B"
"Lubelskie",5530,32.99,9.3,1951,252.64,1126,66.77,2143,19.3,310,9.69,"8-15","październik",2021,38,"10B"
"Lubuskie",1474,18.29,6.21,491,130.24,337,39.59,574,10.71,72,4.9,"8-15","październik",2021,38,"10B"
"Łódzkie",5990,30.71,8.34,2031,228.63,1382,72.02,2020,15.95,557,13.82,"8-15","październik",2021,38,"10B"
"Małopolskie",11790,43.21,-8.09,4095,275.19,2676,91.28,4309,23.78,710,14.97,"8-15","październik",2021,38,"10B"
"Mazowieckie",23078,53.17,-5.35,7386,307.54,5101,106.94,8880,31.51,1711,21.25,"8-15","październik",2021,38,"10B"
"Opolskie",1967,25.17,1.86,770,225.82,394,55.34,694,13.22,109,7.21,"8-15","październik",2021,38,"10B"
"Podkarpackie",1891,11.14,-0.29,527,63.28,458,26.36,762,6.65,144,4.89,"8-15","październik",2021,38,"10B"
"Podlaskie",2503,26.67,2.51,756,165.81,471,51.07,1072,17.02,204,11.93,"8-15","październik",2021,38,"10B"
"Pomorskie",24831,132.27,2.33,9546,907.28,5544,262.48,8256,66.92,1485,45.4,"8-15","październik",2021,38,"10B"
"Śląskie",10575,29.43,-6.1,3465,207.97,2153,60.25,4240,17.97,717,10.1,"8-15","październik",2021,38,"10B"
"Świętokrzyskie",2047,20.89,-1.28,736,178.7,501,53.76,679,10.5,131,6.6,"8-15","październik",2021,38,"10B"
"Warmińsko-Mazurskie",2129,18.79,-2.78,738,139.46,569,47.55,675,8.82,147,7.53,"8-15","październik",2021,38,"10B"
"Wielkopolskie",20511,73.33,-1.19,7447,488.94,4361,140.17,7408,40.03,1295,26.8,"8-15","październik",2021,38,"10B"
"Zachodniopomorskie",1005,7.44,-2.69,311,51.54,202,15,417,4.65,75,2.89,"8-15","październik",2021,38,"10B"
"Dolnośląskie",4853,23.98,1.58,1334,139.02,993,49.53,2019,15.18,507,12.75,"16-22","październik",2021,39,"10C"
"Kujawsko-Pomorskie",7048,48.83,0.58,2230,327.42,1794,119.55,2534,26.37,490,18.54,"16-22","październik",2021,39,"10C"
"Lubelskie",4145,28.26,-4.73,1189,175.96,961,65.13,1645,16.93,350,12.5,"16-22","październik",2021,39,"10C"
"Lubuskie",1202,17.05,-1.24,413,125.2,273,36.65,425,9.06,91,7.08,"16-22","październik",2021,39,"10C"
"Łódzkie",5299,31.05,0.34,1479,190.28,1239,73.8,2123,19.16,458,12.98,"16-22","październik",2021,39,"10C"
"Małopolskie",13278,55.62,12.41,4174,320.56,2789,108.72,5431,34.25,884,21.3,"16-22","październik",2021,39,"10C"
"Mazowieckie",21651,57.01,3.84,6820,324.55,4858,116.39,8402,34.08,1571,22.3,"16-22","październik",2021,39,"10C"
"Opolskie",1262,18.46,-6.71,381,127.7,256,41.09,519,11.3,106,8.01,"16-22","październik",2021,39,"10C"
"Podkarpackie",1823,12.28,1.13,502,68.89,442,29.07,703,7.01,176,6.83,"16-22","październik",2021,39,"10C"
"Podlaskie",1851,22.54,-4.13,509,127.58,363,44.98,828,15.03,151,10.09,"16-22","październik",2021,39,"10C"
"Pomorskie",20701,126.02,-6.25,7248,787.28,4773,258.26,7366,68.23,1314,45.91,"16-22","październik",2021,39,"10C"
"Śląskie",10816,34.4,4.97,3464,237.62,2276,72.79,4244,20.55,832,13.39,"16-22","październik",2021,39,"10C"
"Świętokrzyskie",2463,28.73,7.84,840,233.09,637,78.12,842,14.88,144,8.29,"16-22","październik",2021,39,"10C"
"Warmińsko-Mazurskie",2285,23.04,4.26,751,162.19,650,62.08,722,10.78,162,9.48,"16-22","październik",2021,39,"10C"
"Wielkopolskie",16226,66.3,-7.03,5671,425.52,3530,129.67,5752,35.52,1273,30.11,"16-22","październik",2021,39,"10C"
"Zachodniopomorskie",1559,13.19,5.75,348,65.91,298,25.28,509,6.49,404,17.82,"16-22","październik",2021,39,"10C"
"Dolnośląskie",6024,23.15,-0.83,1622,131.47,1247,48.38,2545,14.89,610,11.93,"23-31","październik",2021,40,"10D"
"Kujawsko-Pomorskie",7225,38.93,-9.9,2224,253.97,1778,92.15,2658,21.51,565,16.63,"23-31","październik",2021,40,"10D"
"Lubelskie",3329,17.65,-10.61,783,90.13,749,39.48,1444,11.56,353,9.81,"23-31","październik",2021,40,"10D"
"Lubuskie",1099,12.12,-4.93,343,80.87,292,30.49,396,6.57,68,4.12,"23-31","październik",2021,40,"10D"
"Łódzkie",6065,27.64,-3.41,1891,189.22,1478,68.47,2119,14.87,577,12.72,"23-31","październik",2021,40,"10D"
"Małopolskie",11133,36.27,-19.35,3795,226.69,2632,79.8,4024,19.74,682,12.78,"23-31","październik",2021,40,"10D"
"Mazowieckie",21060,43.13,-13.88,6072,224.74,4687,87.34,8565,27.02,1736,19.17,"23-31","październik",2021,40,"10D"
"Opolskie",1495,17.01,-1.45,531,138.42,319,39.82,564,9.55,81,4.76,"23-31","październik",2021,40,"10D"
"Podkarpackie",2090,10.95,-1.33,458,48.88,460,23.53,975,7.57,197,5.95,"23-31","październik",2021,40,"10D"
"Podlaskie",1711,16.2,-6.33,402,78.37,327,31.52,830,11.72,152,7.9,"23-31","październik",2021,40,"10D"
"Pomorskie",18791,88.97,-37.05,6374,538.49,4448,187.19,6661,47.99,1308,35.54,"23-31","październik",2021,40,"10D"
"Śląskie",11385,28.16,-6.24,3538,188.76,2439,60.67,4593,17.3,815,10.2,"23-31","październik",2021,40,"10D"
"Świętokrzyskie",2255,20.46,-8.27,785,169.42,670,63.91,688,9.46,112,5.01,"23-31","październik",2021,40,"10D"
"Warmińsko-Mazurskie",1980,15.53,-7.51,528,88.69,534,39.67,743,8.63,175,7.97,"23-31","październik",2021,40,"10D"
"Wielkopolskie",17716,56.3,-10,6104,356.23,4004,114.4,6418,30.83,1190,21.89,"23-31","październik",2021,40,"10D"
"Zachodniopomorskie",1138,7.49,-5.7,313,46.11,257,16.96,479,4.75,89,3.05,"23-31","październik",2021,40,"10D"
"Dolnośląskie",5438,26.87,3.72,1371,142.88,1147,57.21,2346,17.64,574,14.43,"1-7","listopad",2021,41,"11A"
"Kujawsko-Pomorskie",5963,41.31,2.38,1676,246.08,1477,98.43,2274,23.66,536,20.29,"1-7","listopad",2021,41,"11A"
"Lubelskie",3180,21.68,4.03,744,110.11,649,43.99,1506,15.5,281,10.04,"1-7","listopad",2021,41,"11A"
"Lubuskie",865,12.27,0.14,277,83.97,220,29.54,322,6.87,46,3.58,"1-7","listopad",2021,41,"11A"
"Łódzkie",5797,33.97,6.33,1482,190.66,1459,86.9,2318,20.92,538,15.25,"1-7","listopad",2021,41,"11A"
"Małopolskie",7903,33.1,-3.17,2424,186.16,1791,69.82,3054,19.26,634,15.28,"1-7","listopad",2021,41,"11A"
"Mazowieckie",18511,48.74,5.61,5024,239.08,3833,91.83,8057,32.68,1597,22.67,"1-7","listopad",2021,41,"11A"
"Opolskie",1232,18.02,1.01,415,139.09,246,39.49,490,10.67,81,6.12,"1-7","listopad",2021,41,"11A"
"Podkarpackie",1654,11.14,0.19,355,48.72,308,20.26,798,7.96,193,7.49,"1-7","listopad",2021,41,"11A"
"Podlaskie",2052,24.98,8.78,442,110.79,368,45.6,1029,18.67,213,14.23,"1-7","listopad",2021,41,"11A"
"Pomorskie",16777,102.13,13.16,5124,556.57,3847,208.16,6617,61.29,1189,41.54,"1-7","listopad",2021,41,"11A"
"Śląskie",10527,33.48,5.32,3153,216.28,2470,78.99,4133,20.02,771,12.41,"1-7","listopad",2021,41,"11A"
"Świętokrzyskie",2606,30.4,9.94,813,225.59,635,77.88,944,16.68,214,12.32,"1-7","listopad",2021,41,"11A"
"Warmińsko-Mazurskie",2096,21.14,5.61,617,133.25,509,48.61,782,11.68,188,11.01,"1-7","listopad",2021,41,"11A"
"Wielkopolskie",15157,61.93,5.63,4395,329.78,3307,121.48,6254,38.62,1201,28.4,"1-7","listopad",2021,41,"11A"
"Zachodniopomorskie",816,6.91,-0.58,198,37.5,198,16.8,362,4.62,58,2.56,"1-7","listopad",2021,41,"11A"
"Dolnośląskie",5940,25.68,-1.19,1397,127.39,1187,51.8,2685,17.67,671,14.76,"8-15","listopad",2021,42,"11B"
"Kujawsko-Pomorskie",7125,43.19,1.88,2023,259.9,1692,98.66,2864,26.08,546,18.08,"8-15","listopad",2021,42,"11B"
"Lubelskie",3139,18.73,-2.95,817,105.8,584,34.63,1379,12.42,359,11.22,"8-15","listopad",2021,42,"11B"
"Lubuskie",993,12.32,0.05,330,87.53,241,28.31,358,6.68,64,4.36,"8-15","listopad",2021,42,"11B"
"Łódzkie",6437,33,-0.96,1730,194.75,1522,79.32,2467,19.48,718,17.81,"8-15","listopad",2021,42,"11B"
"Małopolskie",10329,37.86,4.75,3136,210.74,2300,78.45,4130,22.79,763,16.09,"8-15","listopad",2021,42,"11B"
"Mazowieckie",19485,44.9,-3.85,5130,213.61,4058,85.07,8457,30.01,1840,22.86,"8-15","listopad",2021,42,"11B"
"Opolskie",1257,16.09,-1.93,341,100,251,35.25,562,10.71,103,6.81,"8-15","listopad",2021,42,"11B"
"Podkarpackie",1873,11.04,-0.1,392,47.07,410,23.6,867,7.57,204,6.93,"8-15","listopad",2021,42,"11B"
"Podlaskie",2009,21.4,-3.58,423,92.77,298,32.31,980,15.56,308,18.01,"8-15","listopad",2021,42,"11B"
"Pomorskie",18568,98.91,-3.23,5426,515.7,3951,187.06,7693,62.35,1498,45.79,"8-15","listopad",2021,42,"11B"
"Śląskie",11100,30.89,-2.59,3076,184.62,2386,66.77,4685,19.85,953,13.42,"8-15","listopad",2021,42,"11B"
"Świętokrzyskie",1986,20.27,-10.13,645,156.61,438,47,698,10.79,205,10.33,"8-15","listopad",2021,42,"11B"
"Warmińsko-Mazurskie",2144,18.92,-2.22,595,112.43,522,43.62,801,10.47,226,11.58,"8-15","listopad",2021,42,"11B"
"Wielkopolskie",15097,53.97,-7.96,4182,274.57,3129,100.57,6575,35.53,1211,25.06,"8-15","listopad",2021,42,"11B"
"Zachodniopomorskie",962,7.12,0.22,220,36.46,179,13.29,475,5.3,88,3.4,"8-15","listopad",2021,42,"11B"
"Dolnośląskie",5808,28.7,3.02,1251,130.37,1232,61.45,2734,20.56,591,14.86,"16-22","listopad",2021,43,"11C"
"Kujawsko-Pomorskie",6582,45.6,2.41,1598,234.63,1420,94.63,3040,31.64,524,19.83,"16-22","listopad",2021,43,"11C"
"Lubelskie",2665,18.17,-0.56,586,86.72,525,35.58,1263,13,291,10.39,"16-22","listopad",2021,43,"11C"
"Lubuskie",802,11.38,-0.95,198,60.02,180,24.17,363,7.74,61,4.75,"16-22","listopad",2021,43,"11C"
"Łódzkie",4874,28.56,-4.44,1117,143.71,1067,63.55,2123,19.16,567,16.07,"16-22","listopad",2021,43,"11C"
"Małopolskie",7987,33.46,-4.4,2062,158.36,1458,56.84,3748,23.64,719,17.33,"16-22","listopad",2021,43,"11C"
"Mazowieckie",17209,45.32,0.42,3793,180.5,3011,72.14,8588,34.83,1817,25.79,"16-22","listopad",2021,43,"11C"
"Opolskie",1233,18.03,1.95,278,93.18,229,36.76,592,12.89,134,10.13,"16-22","listopad",2021,43,"11C"
"Podkarpackie",1743,11.74,0.7,349,47.89,384,25.26,796,7.94,214,8.3,"16-22","listopad",2021,43,"11C"
"Podlaskie",1420,17.29,-4.11,262,65.67,214,26.52,751,13.63,193,12.9,"16-22","listopad",2021,43,"11C"
"Pomorskie",15623,95.11,-3.8,4212,457.51,2997,162.16,7070,65.49,1344,46.96,"16-22","listopad",2021,43,"11C"
"Śląskie",10813,34.39,3.5,2850,195.5,2253,72.05,4802,23.26,908,14.61,"16-22","listopad",2021,43,"11C"
"Świętokrzyskie",1983,23.13,2.86,522,144.85,509,62.42,770,13.61,182,10.48,"16-22","listopad",2021,43,"11C"
"Warmińsko-Mazurskie",1962,19.79,0.87,446,96.32,455,43.46,887,13.24,174,10.19,"16-22","listopad",2021,43,"11C"
"Wielkopolskie",15844,64.74,10.76,3879,291.06,2909,106.86,7446,45.99,1610,38.08,"16-22","listopad",2021,43,"11C"
"Zachodniopomorskie",878,7.43,0.31,191,36.17,173,14.68,436,5.56,78,3.44,"16-22","listopad",2021,43,"11C"
"Dolnośląskie",6279,27.15,-1.55,1215,110.79,1258,54.9,3082,20.28,724,15.93,"23-30","listopad",2021,44,"11D"
"Kujawsko-Pomorskie",7325,44.41,-1.2,1667,214.16,1526,88.98,3430,31.23,702,23.25,"23-30","listopad",2021,44,"11D"
"Lubelskie",3016,17.99,-0.18,622,80.54,535,31.73,1499,13.5,360,11.25,"23-30","listopad",2021,44,"11D"
"Lubuskie",1472,18.27,6.89,394,104.51,381,44.76,623,11.62,74,5.04,"23-30","listopad",2021,44,"11D"
"Łódzkie",4664,23.91,-4.65,1083,121.92,970,50.55,2057,16.24,554,13.74,"23-30","listopad",2021,44,"11D"
"Małopolskie",9565,35.06,1.6,2288,153.75,1725,58.84,4657,25.7,895,18.87,"23-30","listopad",2021,44,"11D"
"Mazowieckie",20666,47.62,2.3,4629,192.75,3995,83.75,10013,35.53,2029,25.2,"23-30","listopad",2021,44,"11D"
"Opolskie",1758,22.5,4.46,339,99.42,301,42.27,758,14.44,360,23.8,"23-30","listopad",2021,44,"11D"
"Podkarpackie",2426,14.3,2.56,495,59.44,445,25.61,1194,10.42,292,9.92,"23-30","listopad",2021,44,"11D"
"Podlaskie",1858,19.79,2.51,336,73.69,289,31.33,988,15.69,245,14.32,"23-30","listopad",2021,44,"11D"
"Pomorskie",17421,92.8,-2.31,4760,452.4,3600,170.44,7689,62.32,1372,41.94,"23-30","listopad",2021,44,"11D"
"Śląskie",10874,30.26,-4.13,2565,153.95,2173,60.81,5175,21.93,961,13.53,"23-30","listopad",2021,44,"11D"
"Świętokrzyskie",1936,19.76,-3.37,524,127.23,478,51.29,758,11.72,176,8.87,"23-30","listopad",2021,44,"11D"
"Warmińsko-Mazurskie",2128,18.78,-1.01,480,90.7,469,39.2,956,12.49,223,11.42,"23-30","listopad",2021,44,"11D"
"Wielkopolskie",16143,57.71,-7.02,4103,269.39,3148,101.18,7565,40.88,1327,27.46,"23-30","listopad",2021,44,"11D"
"Zachodniopomorskie",961,7.12,-0.31,149,24.69,211,15.66,496,5.53,105,4.05,"23-30","listopad",2021,44,"11D"
"Dolnośląskie",5454,26.95,-0.2,929,96.81,854,42.59,2898,21.79,773,19.43,"1-7","grudzień",2021,45,"12A"
"Kujawsko-Pomorskie",5684,39.38,-5.03,1303,191.31,1249,83.23,2598,27.04,534,20.21,"1-7","grudzień",2021,45,"12A"
"Lubelskie",2604,17.75,-0.24,548,81.1,556,37.68,1217,12.53,283,10.11,"1-7","grudzień",2021,45,"12A"
"Lubuskie",744,10.55,-7.72,209,63.36,174,23.36,324,6.91,37,2.88,"1-7","grudzień",2021,45,"12A"
"Łódzkie",4414,25.86,1.95,825,106.14,754,44.91,2248,20.29,587,16.64,"1-7","grudzień",2021,45,"12A"
"Małopolskie",10292,43.11,8.05,2439,187.32,1877,73.17,5175,32.64,801,19.3,"1-7","grudzień",2021,45,"12A"
"Mazowieckie",16359,43.08,-4.54,3522,167.6,2964,71.01,8308,33.7,1565,22.22,"1-7","grudzień",2021,45,"12A"
"Opolskie",1219,17.83,-4.67,243,81.44,188,30.18,630,13.72,158,11.94,"1-7","grudzień",2021,45,"12A"
"Podkarpackie",1717,11.56,-2.73,382,52.42,361,23.74,828,8.26,146,5.67,"1-7","grudzień",2021,45,"12A"
"Podlaskie",1529,18.62,-1.18,302,75.7,248,30.73,842,15.28,137,9.15,"1-7","grudzień",2021,45,"12A"
"Pomorskie",15107,91.97,-0.83,3965,430.68,2833,153.29,7087,65.65,1222,42.69,"1-7","grudzień",2021,45,"12A"
"Śląskie",9954,31.65,1.4,2207,151.39,1900,60.76,4964,24.04,883,14.21,"1-7","grudzień",2021,45,"12A"
"Świętokrzyskie",2613,30.48,10.72,715,198.4,668,81.92,996,17.6,234,13.47,"1-7","grudzień",2021,45,"12A"
"Warmińsko-Mazurskie",2014,20.31,1.53,459,99.13,500,47.76,841,12.56,214,12.53,"1-7","grudzień",2021,45,"12A"
