"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","tydz","data"
"Małopolskie",4185,17.74,-3.59,1160,93.45,1049,42.46,1627,9.96,349,9.82,"2017_06C","16_do_22_czerwca_2017"
"Mazowieckie",12363,33.07,11.24,3299,163.79,2899,75.43,5086,19.91,1079,18.03,"2017_06C","16_do_22_czerwca_2017"
"Opolskie",576,8.24,2.62,151,50.14,95,15.33,265,5.36,65,5.76,"2017_06C","16_do_22_czerwca_2017"
"Podkarpackie",553,3.71,2.16,116,16.04,130,8.39,244,2.34,63,2.88,"2017_06C","16_do_22_czerwca_2017"
"Podlaskie",1103,13.24,9.31,326,84.43,277,34.02,438,7.54,62,4.68,"2017_06C","16_do_22_czerwca_2017"
"Pomorskie",9464,58.66,-4.25,2900,330.34,2122,121.26,3818,34.13,624,26.9,"2017_06C","16_do_22_czerwca_2017"
"Śląskie",4569,14.26,4.08,1213,79.23,1118,37.65,1934,8.67,304,5.81,"2017_06C","16_do_22_czerwca_2017"
"Świętokrzyskie",960,10.89,7.68,229,58.73,230,27.63,398,6.51,103,6.93,"2017_06C","16_do_22_czerwca_2017"
"Warmińsko-Mazurskie",411,4.07,-0.3,92,18.44,97,9.17,186,2.6,36,2.6,"2017_06C","16_do_22_czerwca_2017"
"Wielkopolskie",7086,29.14,2.81,1938,147.2,1655,64.01,2917,17.23,576,16.52,"2017_06C","16_do_22_czerwca_2017"
"Zachodniopomorskie",318,2.65,-3.14,94,16.88,67,5.7,130,1.54,27,1.5,"2017_06C","16_do_22_czerwca_2017"
"Dolnośląskie",1519,6.54,-1.14,366,33.98,296,13.4,676,4.22,181,4.59,"2017_06D","23_do_30_czerwca_2017"
"Kujawsko-Pomorskie",2999,17.99,-3.44,856,108.21,704,41.04,1187,10.32,252,9.48,"2017_06D","23_do_30_czerwca_2017"
"Lubelskie",844,4.95,0.53,204,25.88,138,8.07,423,3.62,79,2.74,"2017_06D","23_do_30_czerwca_2017"
"Lubuskie",428,5.26,-0.15,156,39.8,125,14.87,132,2.34,15,1.19,"2017_06D","23_do_30_czerwca_2017"
"Łódzkie",2076,10.44,-4.1,582,64.39,503,26.57,863,6.42,128,3.52,"2017_06D","23_do_30_czerwca_2017"
"Małopolskie",5014,18.53,0.85,1129,79.94,989,34.67,2513,13.56,383,9,"2017_06D","23_do_30_czerwca_2017"
"Mazowieckie",9494,22.12,-10.8,2638,114.53,2083,46.07,4053,14.01,720,10.03,"2017_06D","23_do_30_czerwca_2017"
"Opolskie",545,6.86,-1.43,172,50.73,79,11.19,234,4.22,60,4.42,"2017_06D","23_do_30_czerwca_2017"
"Podkarpackie",408,2.4,-1.32,100,12.35,90,5.11,174,1.47,44,1.68,"2017_06D","23_do_30_czerwca_2017"
"Podlaskie",796,8.39,-4.89,228,52.29,166,17.91,346,5.27,56,3.58,"2017_06D","23_do_30_czerwca_2017"
"Pomorskie",11351,61.27,2.89,3418,341.63,2428,119.3,4606,36.38,899,31.77,"2017_06D","23_do_30_czerwca_2017"
"Śląskie",4435,12.16,-2.16,1145,66.97,1000,28.95,1964,7.86,326,5.15,"2017_06D","23_do_30_czerwca_2017"
"Świętokrzyskie",793,7.91,-3.03,180,41.9,174,18.34,376,5.48,63,3.53,"2017_06D","23_do_30_czerwca_2017"
"Warmińsko-Mazurskie",456,3.97,-0.12,100,18.33,111,9.17,190,2.36,55,3.26,"2017_06D","23_do_30_czerwca_2017"
"Wielkopolskie",6370,22.87,-6.21,1772,119.16,1471,48.88,2617,13.68,510,12.05,"2017_06D","23_do_30_czerwca_2017"
"Zachodniopomorskie",942,6.89,4.23,308,49.61,209,15.5,362,3.82,63,2.84,"2017_06D","23_do_30_czerwca_2017"
"Dolnośląskie",1108,5.45,-1.09,293,31.09,221,11.43,460,3.29,134,3.89,"2017_07A","1_do_7_lipca_2017"
"Kujawsko-Pomorskie",2274,15.59,-2.4,662,95.64,529,35.24,895,8.89,188,8.08,"2017_07A","1_do_7_lipca_2017"
"Lubelskie",680,4.55,-0.39,186,26.97,108,7.22,299,2.92,87,3.45,"2017_07A","1_do_7_lipca_2017"
"Lubuskie",354,4.97,-0.29,167,48.7,66,8.97,110,2.23,11,1,"2017_07A","1_do_7_lipca_2017"
"Łódzkie",1349,7.75,-2.69,391,49.44,297,17.93,516,4.39,145,4.56,"2017_07A","1_do_7_lipca_2017"
"Małopolskie",2857,12.07,-6.46,818,66.19,626,25.08,1161,7.16,252,6.77,"2017_07A","1_do_7_lipca_2017"
"Mazowieckie",9998,26.62,4.5,2711,134.52,2143,54.17,4234,16.73,910,14.49,"2017_07A","1_do_7_lipca_2017"
"Opolskie",389,5.6,-1.26,82,27.64,71,11.49,198,4.08,38,3.2,"2017_07A","1_do_7_lipca_2017"
"Podkarpackie",278,1.87,-0.53,58,8.18,63,4.09,126,1.22,31,1.35,"2017_07A","1_do_7_lipca_2017"
"Podlaskie",676,8.14,-0.25,228,59.76,147,18.12,257,4.47,44,3.21,"2017_07A","1_do_7_lipca_2017"
"Pomorskie",9308,57.42,-3.85,2817,321.78,1716,96.36,3947,35.63,828,33.44,"2017_07A","1_do_7_lipca_2017"
"Śląskie",3886,12.18,0.02,1042,69.66,799,26.44,1752,8.01,293,5.29,"2017_07A","1_do_7_lipca_2017"
"Świętokrzyskie",444,5.06,-2.85,84,22.34,100,12.05,215,3.58,45,2.88,"2017_07A","1_do_7_lipca_2017"
"Warmińsko-Mazurskie",453,4.51,0.54,84,17.6,107,10.1,207,2.94,55,3.73,"2017_07A","1_do_7_lipca_2017"
"Wielkopolskie",6532,26.8,3.93,1901,146.1,1365,51.84,2758,16.48,508,13.72,"2017_07A","1_do_7_lipca_2017"
"Zachodniopomorskie",688,5.75,-1.14,181,33.32,157,13.31,295,3.56,55,2.84,"2017_07A","1_do_7_lipca_2017"
"Dolnośląskie",998,4.3,-1.15,218,20.24,189,8.56,448,2.8,143,3.63,"2017_07B","8_do_15_lipca_2017"
"Kujawsko-Pomorskie",2086,12.51,-3.08,589,74.46,425,24.77,847,7.36,225,8.46,"2017_07B","8_do_15_lipca_2017"
"Lubelskie",655,3.84,-0.72,168,21.31,117,6.84,311,2.66,59,2.04,"2017_07B","8_do_15_lipca_2017"
"Lubuskie",264,3.24,-1.73,87,22.2,76,9.04,85,1.51,16,1.27,"2017_07B","8_do_15_lipca_2017"
"Łódzkie",1895,9.53,1.78,645,71.36,427,22.55,679,5.05,144,3.96,"2017_07B","8_do_15_lipca_2017"
"Małopolskie",3497,12.92,0.86,805,57,506,17.74,1877,10.13,309,7.26,"2017_07B","8_do_15_lipca_2017"
"Mazowieckie",7595,17.69,-8.93,2090,90.74,1483,32.8,3288,11.37,734,10.23,"2017_07B","8_do_15_lipca_2017"
"Opolskie",255,3.21,-2.39,53,15.63,27,3.82,139,2.51,36,2.65,"2017_07B","8_do_15_lipca_2017"
"Podkarpackie",213,1.25,-0.62,61,7.53,56,3.18,73,0.62,23,0.88,"2017_07B","8_do_15_lipca_2017"
"Podlaskie",485,5.11,-3.03,152,34.86,93,10.03,203,3.09,37,2.36,"2017_07B","8_do_15_lipca_2017"
"Pomorskie",8042,43.41,-14.01,2528,252.67,1369,67.27,3501,27.66,644,22.76,"2017_07B","8_do_15_lipca_2017"
"Śląskie",3291,9.02,-3.15,855,50.01,630,18.24,1545,6.18,261,4.13,"2017_07B","8_do_15_lipca_2017"
"Świętokrzyskie",333,3.32,-1.74,69,16.06,70,7.38,175,2.55,19,1.07,"2017_07B","8_do_15_lipca_2017"
"Warmińsko-Mazurskie",408,3.55,-0.95,100,18.33,76,6.28,187,2.32,45,2.67,"2017_07B","8_do_15_lipca_2017"
"Wielkopolskie",5387,19.34,-7.46,1485,99.86,1085,36.05,2339,12.23,478,11.29,"2017_07B","8_do_15_lipca_2017"
"Zachodniopomorskie",551,4.03,-1.72,163,26.25,103,7.64,250,2.64,35,1.58,"2017_07B","8_do_15_lipca_2017"
"Dolnośląskie",1168,5.75,1.45,254,26.95,196,10.14,556,3.97,162,4.7,"2017_07C","16_do_22_lipca_2017"
"Kujawsko-Pomorskie",2087,14.31,1.79,550,79.46,386,25.71,948,9.42,203,8.73,"2017_07C","16_do_22_lipca_2017"
"Lubelskie",700,4.69,0.85,202,29.29,106,7.08,323,3.16,69,2.73,"2017_07C","16_do_22_lipca_2017"
"Lubuskie",233,3.27,0.03,105,30.62,48,6.53,71,1.44,9,0.82,"2017_07C","16_do_22_lipca_2017"
"Łódzkie",1190,6.84,-2.69,389,49.18,213,12.86,481,4.09,107,3.36,"2017_07C","16_do_22_lipca_2017"
"Małopolskie",2757,11.64,-1.28,673,54.46,490,19.63,1338,8.25,256,6.87,"2017_07C","16_do_22_lipca_2017"
"Mazowieckie",7158,19.06,1.36,1933,95.91,1271,32.13,3338,13.19,616,9.81,"2017_07C","16_do_22_lipca_2017"
"Opolskie",367,5.28,2.07,89,30,49,7.93,190,3.92,39,3.28,"2017_07C","16_do_22_lipca_2017"
"Podkarpackie",225,1.51,0.26,47,6.63,49,3.18,103,0.99,26,1.13,"2017_07C","16_do_22_lipca_2017"
"Podlaskie",589,7.09,1.98,195,51.11,114,14.05,249,4.33,31,2.26,"2017_07C","16_do_22_lipca_2017"
"Pomorskie",7880,48.61,5.2,2436,278.26,1281,71.94,3532,31.89,631,25.48,"2017_07C","16_do_22_lipca_2017"
"Śląskie",2700,8.46,-0.56,729,48.73,514,17.01,1238,5.66,219,3.96,"2017_07C","16_do_22_lipca_2017"
"Świętokrzyskie",393,4.48,1.16,82,21.81,92,11.08,180,3,39,2.5,"2017_07C","16_do_22_lipca_2017"
"Warmińsko-Mazurskie",370,3.68,0.13,90,18.86,77,7.27,163,2.31,40,2.71,"2017_07C","16_do_22_lipca_2017"
"Wielkopolskie",4708,19.32,-0.02,1189,91.38,938,35.62,2128,12.72,453,12.23,"2017_07C","16_do_22_lipca_2017"
"Zachodniopomorskie",406,3.4,-0.64,137,25.22,75,6.36,167,2.01,27,1.39,"2017_07C","16_do_22_lipca_2017"
"Dolnośląskie",1180,4.52,-1.23,281,23.19,183,7.36,547,3.04,169,3.81,"2017_07D","23_do_31_lipca_2017"
"Kujawsko-Pomorskie",2185,11.65,-2.66,571,64.16,433,22.44,1010,7.8,171,5.72,"2017_07D","23_do_31_lipca_2017"
"Lubelskie",721,3.76,-0.93,186,20.98,131,6.81,330,2.51,74,2.28,"2017_07D","23_do_31_lipca_2017"
"Lubuskie",298,3.25,-0.02,91,20.64,78,8.25,116,1.83,13,0.92,"2017_07D","23_do_31_lipca_2017"
"Łódzkie",1246,5.57,-1.27,302,29.7,285,13.38,527,3.48,132,3.23,"2017_07D","23_do_31_lipca_2017"
"Małopolskie",2952,9.7,-1.95,688,43.3,540,16.83,1486,7.13,238,4.97,"2017_07D","23_do_31_lipca_2017"
"Mazowieckie",8142,16.86,-2.2,1932,74.56,1527,30.02,4017,12.34,666,8.25,"2017_07D","23_do_31_lipca_2017"
"Opolskie",249,2.79,-2.49,52,13.63,41,5.16,124,1.99,32,2.1,"2017_07D","23_do_31_lipca_2017"
"Podkarpackie",298,1.56,0.05,62,6.8,47,2.37,144,1.08,45,1.53,"2017_07D","23_do_31_lipca_2017"
"Podlaskie",525,4.92,-2.18,147,29.97,84,8.05,252,3.41,42,2.39,"2017_07D","23_do_31_lipca_2017"
"Pomorskie",8534,40.95,-7.67,2605,231.44,1352,59.05,3881,27.25,696,21.86,"2017_07D","23_do_31_lipca_2017"
"Śląskie",3334,8.13,-0.33,905,47.05,530,13.64,1617,5.75,282,3.96,"2017_07D","23_do_31_lipca_2017"
"Świętokrzyskie",555,4.92,0.44,116,24,119,11.15,253,3.28,67,3.34,"2017_07D","23_do_31_lipca_2017"
"Warmińsko-Mazurskie",313,2.42,-1.26,86,14.02,76,5.58,115,1.27,36,1.9,"2017_07D","23_do_31_lipca_2017"
"Wielkopolskie",5505,17.57,-1.75,1507,90.08,1146,33.85,2366,11,486,10.21,"2017_07D","23_do_31_lipca_2017"
"Zachodniopomorskie",490,3.19,-0.21,133,19.04,82,5.41,221,2.07,54,2.17,"2017_07D","23_do_31_lipca_2017"
"Dolnośląskie",931,4.58,0.07,197,20.91,161,8.33,438,3.13,135,3.91,"2017_08A","1_do_7_sierpnia_2017"
"Kujawsko-Pomorskie",1787,12.25,0.6,461,66.6,404,26.91,780,7.75,142,6.1,"2017_08A","1_do_7_sierpnia_2017"
"Lubelskie",586,3.92,0.17,150,21.75,96,6.42,292,2.86,48,1.9,"2017_08A","1_do_7_sierpnia_2017"
"Lubuskie",239,3.36,0.1,111,32.37,56,7.61,63,1.28,9,0.82,"2017_08A","1_do_7_sierpnia_2017"
"Łódzkie",1081,6.21,0.64,316,39.95,198,11.95,461,3.92,106,3.33,"2017_08A","1_do_7_sierpnia_2017"
"Małopolskie",2408,10.17,0.47,467,37.79,392,15.71,1324,8.16,225,6.04,"2017_08A","1_do_7_sierpnia_2017"
"Mazowieckie",6326,16.84,-0.02,1704,84.55,1198,30.28,2809,11.1,615,9.79,"2017_08A","1_do_7_sierpnia_2017"
"Opolskie",349,5.02,2.23,68,22.92,53,8.58,183,3.77,45,3.79,"2017_08A","1_do_7_sierpnia_2017"
"Podkarpackie",200,1.34,-0.21,48,6.77,35,2.27,86,0.83,31,1.35,"2017_08A","1_do_7_sierpnia_2017"
"Podlaskie",349,4.2,-0.71,106,27.78,75,9.25,141,2.45,27,1.97,"2017_08A","1_do_7_sierpnia_2017"
"Pomorskie",6267,38.66,-2.29,1762,201.27,1045,58.68,2856,25.78,604,24.39,"2017_08A","1_do_7_sierpnia_2017"
"Śląskie",2499,7.83,-0.29,622,41.58,418,13.83,1209,5.53,250,4.52,"2017_08A","1_do_7_sierpnia_2017"
"Świętokrzyskie",438,4.99,0.07,99,26.33,75,9.03,228,3.8,36,2.31,"2017_08A","1_do_7_sierpnia_2017"
"Warmińsko-Mazurskie",337,3.35,0.93,90,18.86,81,7.65,139,1.97,27,1.83,"2017_08A","1_do_7_sierpnia_2017"
"Wielkopolskie",4282,17.57,0,1059,81.39,876,33.27,1941,11.6,406,10.96,"2017_08A","1_do_7_sierpnia_2017"
"Zachodniopomorskie",444,3.71,0.53,122,22.46,78,6.61,213,2.57,31,1.6,"2017_08A","1_do_7_sierpnia_2017"
"Dolnośląskie",676,2.91,-1.67,181,16.81,139,6.29,303,1.89,53,1.34,"2017_08B","8_do_15_sierpnia_2017"
"Kujawsko-Pomorskie",1616,9.69,-2.56,432,54.61,345,20.11,712,6.19,127,4.78,"2017_08B","8_do_15_sierpnia_2017"
"Lubelskie",346,2.03,-1.9,80,10.15,67,3.92,158,1.35,41,1.42,"2017_08B","8_do_15_sierpnia_2017"
"Lubuskie",187,2.3,-1.06,85,21.69,40,4.76,57,1.01,5,0.4,"2017_08B","8_do_15_sierpnia_2017"
"Łódzkie",924,4.65,-1.57,264,29.21,161,8.5,415,3.09,84,2.31,"2017_08B","8_do_15_sierpnia_2017"
"Małopolskie",2015,7.45,-2.72,560,39.65,410,14.37,863,4.66,182,4.28,"2017_08B","8_do_15_sierpnia_2017"
"Mazowieckie",5175,12.06,-4.79,1241,53.88,982,21.72,2400,8.3,552,7.69,"2017_08B","8_do_15_sierpnia_2017"
"Opolskie",289,3.64,-1.38,53,15.63,49,6.94,154,2.78,33,2.43,"2017_08B","8_do_15_sierpnia_2017"
"Podkarpackie",169,0.99,-0.35,36,4.44,29,1.65,75,0.63,29,1.11,"2017_08B","8_do_15_sierpnia_2017"
"Podlaskie",239,2.52,-1.68,86,19.72,45,4.85,97,1.48,11,0.7,"2017_08B","8_do_15_sierpnia_2017"
"Pomorskie",6151,33.2,-5.46,1863,186.2,1027,50.46,2751,21.73,510,18.02,"2017_08B","8_do_15_sierpnia_2017"
"Śląskie",1989,5.45,-2.38,519,30.36,387,11.2,931,3.73,152,2.4,"2017_08B","8_do_15_sierpnia_2017"
"Świętokrzyskie",126,1.26,-3.74,25,5.82,21,2.21,64,0.93,16,0.9,"2017_08B","8_do_15_sierpnia_2017"
"Warmińsko-Mazurskie",278,2.42,-0.93,54,9.9,62,5.12,127,1.58,35,2.07,"2017_08B","8_do_15_sierpnia_2017"
"Wielkopolskie",3866,13.88,-3.69,1062,71.42,750,24.92,1690,8.84,364,8.6,"2017_08B","8_do_15_sierpnia_2017"
"Zachodniopomorskie",401,2.93,-0.78,113,18.2,83,6.16,183,1.93,22,0.99,"2017_08B","8_do_15_sierpnia_2017"
"Dolnośląskie",1021,5.02,2.11,211,22.39,184,9.52,532,3.8,94,2.73,"2017_08C","16_do_22_sierpnia_2017"
"Kujawsko-Pomorskie",1909,13.09,3.39,433,62.56,400,26.65,906,9,170,7.31,"2017_08C","16_do_22_sierpnia_2017"
"Lubelskie",571,3.82,1.8,137,19.86,87,5.81,283,2.77,64,2.53,"2017_08C","16_do_22_sierpnia_2017"
"Lubuskie",282,3.96,1,101,29.45,56,7.61,117,2.37,8,0.73,"2017_08C","16_do_22_sierpnia_2017"
"Łódzkie",1048,6.02,1.38,290,36.67,189,11.41,474,4.03,95,2.99,"2017_08C","16_do_22_sierpnia_2017"
"Małopolskie",2189,9.25,1.8,608,49.2,404,16.19,961,5.92,216,5.8,"2017_08C","16_do_22_sierpnia_2017"
"Mazowieckie",6017,16.02,3.96,1467,72.79,1131,28.59,2812,11.11,607,9.67,"2017_08C","16_do_22_sierpnia_2017"
"Opolskie",206,2.96,-0.67,28,9.44,23,3.72,122,2.52,33,2.78,"2017_08C","16_do_22_sierpnia_2017"
"Podkarpackie",184,1.24,0.24,34,4.8,37,2.4,81,0.78,32,1.4,"2017_08C","16_do_22_sierpnia_2017"
"Podlaskie",414,4.98,2.47,116,30.41,87,10.72,185,3.22,26,1.9,"2017_08C","16_do_22_sierpnia_2017"
"Pomorskie",6156,37.98,4.77,1733,197.96,1027,57.67,2879,25.99,517,20.88,"2017_08C","16_do_22_sierpnia_2017"
"Śląskie",2469,7.74,2.28,642,42.92,427,14.13,1221,5.59,179,3.23,"2017_08C","16_do_22_sierpnia_2017"
"Świętokrzyskie",242,2.76,1.5,53,14.1,50,6.02,121,2.02,18,1.15,"2017_08C","16_do_22_sierpnia_2017"
"Warmińsko-Mazurskie",232,2.31,-0.11,53,11.11,37,3.49,124,1.76,18,1.22,"2017_08C","16_do_22_sierpnia_2017"
"Wielkopolskie",4577,18.78,4.9,1146,88.08,906,34.41,2060,12.31,465,12.56,"2017_08C","16_do_22_sierpnia_2017"
"Zachodniopomorskie",431,3.6,0.67,100,18.41,88,7.46,210,2.53,33,1.7,"2017_08C","16_do_22_sierpnia_2017"
"Dolnośląskie",1518,5.81,0.79,289,23.85,251,10.1,775,4.3,203,4.58,"2017_08D","23_do_31_sierpnia_2017"
"Kujawsko-Pomorskie",2530,13.49,0.4,653,73.38,520,26.94,1135,8.77,222,7.42,"2017_08D","23_do_31_sierpnia_2017"
"Lubelskie",629,3.28,-0.55,139,15.68,92,4.78,335,2.55,63,1.94,"2017_08D","23_do_31_sierpnia_2017"
"Lubuskie",337,3.68,-0.28,103,23.36,93,9.84,129,2.03,12,0.85,"2017_08D","23_do_31_sierpnia_2017"
"Łódzkie",1146,5.12,-0.9,318,31.27,216,10.14,502,3.32,110,2.69,"2017_08D","23_do_31_sierpnia_2017"
"Małopolskie",3044,10,0.75,654,41.16,511,15.92,1592,7.63,287,5.99,"2017_08D","23_do_31_sierpnia_2017"
"Mazowieckie",6753,13.98,-2.04,1680,64.84,1168,22.96,3310,10.17,595,7.37,"2017_08D","23_do_31_sierpnia_2017"
"Opolskie",491,5.49,2.53,94,24.64,78,9.82,259,4.15,60,3.93,"2017_08D","23_do_31_sierpnia_2017"
"Podkarpackie",295,1.54,0.31,51,5.6,57,2.88,150,1.13,37,1.26,"2017_08D","23_do_31_sierpnia_2017"
"Podlaskie",405,3.79,-1.19,134,27.32,48,4.6,199,2.69,24,1.36,"2017_08D","23_do_31_sierpnia_2017"
"Pomorskie",9001,43.19,5.21,2603,231.26,1398,61.06,4207,29.54,793,24.91,"2017_08D","23_do_31_sierpnia_2017"
"Śląskie",3055,7.45,-0.29,822,42.74,484,12.46,1468,5.22,281,3.95,"2017_08D","23_do_31_sierpnia_2017"
"Świętokrzyskie",449,3.98,1.22,94,19.45,97,9.09,213,2.76,45,2.24,"2017_08D","23_do_31_sierpnia_2017"
"Warmińsko-Mazurskie",468,3.62,1.31,97,15.81,90,6.61,237,2.62,44,2.32,"2017_08D","23_do_31_sierpnia_2017"
"Wielkopolskie",6166,19.68,0.9,1602,95.76,1272,37.57,2706,12.58,586,12.31,"2017_08D","23_do_31_sierpnia_2017"
"Zachodniopomorskie",472,3.07,-0.53,126,18.04,75,4.95,239,2.24,32,1.28,"2017_08D","23_do_31_sierpnia_2017"
"Dolnośląskie",1698,8.35,2.55,434,46.06,238,12.31,852,6.08,174,5.05,"2017_09A","1_do_7_września_2017"
"Kujawsko-Pomorskie",2473,16.95,3.46,739,106.77,484,32.24,1046,10.39,204,8.77,"2017_09A","1_do_7_września_2017"
"Lubelskie",724,4.85,1.57,165,23.92,93,6.22,394,3.85,72,2.85,"2017_09A","1_do_7_września_2017"
"Lubuskie",401,5.63,1.95,159,46.37,77,10.47,146,2.96,19,1.72,"2017_09A","1_do_7_września_2017"
"Łódzkie",1367,7.86,2.73,337,42.61,235,14.19,638,5.42,157,4.93,"2017_09A","1_do_7_września_2017"
"Małopolskie",3253,13.74,3.74,917,74.2,551,22.08,1510,9.31,275,7.38,"2017_09A","1_do_7_września_2017"
"Mazowieckie",8633,22.98,9,2256,111.94,1323,33.44,4246,16.78,808,12.87,"2017_09A","1_do_7_września_2017"
"Opolskie",316,4.55,-0.95,58,19.55,35,5.67,174,3.59,49,4.13,"2017_09A","1_do_7_września_2017"
"Podkarpackie",233,1.56,0.02,64,9.03,27,1.75,119,1.15,23,1,"2017_09A","1_do_7_września_2017"
"Podlaskie",435,5.24,1.44,149,39.06,65,8.01,184,3.2,37,2.7,"2017_09A","1_do_7_września_2017"
"Pomorskie",8721,53.8,10.61,2644,302.02,1391,78.11,3962,35.77,724,29.24,"2017_09A","1_do_7_września_2017"
"Śląskie",3273,10.26,2.81,962,64.31,497,16.45,1559,7.13,255,4.61,"2017_09A","1_do_7_września_2017"
"Świętokrzyskie",302,3.44,-0.54,64,17.02,44,5.3,170,2.83,24,1.54,"2017_09A","1_do_7_września_2017"
"Warmińsko-Mazurskie",423,4.21,0.59,92,19.28,70,6.61,204,2.9,57,3.86,"2017_09A","1_do_7_września_2017"
"Wielkopolskie",5336,21.89,2.22,1418,108.98,1030,39.11,2429,14.52,459,12.39,"2017_09A","1_do_7_września_2017"
"Zachodniopomorskie",445,3.72,0.65,144,26.51,63,5.34,203,2.45,35,1.81,"2017_09A","1_do_7_września_2017"
"Dolnośląskie",3149,13.56,5.2,789,73.26,760,34.4,1359,8.49,241,6.11,"2017_09B","8_do_15_września_2017"
"Kujawsko-Pomorskie",5803,34.81,17.86,1646,208.08,1755,102.3,2075,18.03,327,12.3,"2017_09B","8_do_15_września_2017"
"Lubelskie",1744,10.22,5.37,490,62.16,394,23.04,749,6.41,111,3.85,"2017_09B","8_do_15_września_2017"
"Lubuskie",1157,14.22,8.58,452,115.33,355,42.24,325,5.76,25,1.98,"2017_09B","8_do_15_września_2017"
"Łódzkie",2481,12.48,4.62,728,80.54,659,34.81,900,6.69,194,5.33,"2017_09B","8_do_15_września_2017"
"Małopolskie",6097,22.53,8.79,1787,126.53,1407,49.33,2509,13.53,394,9.26,"2017_09B","8_do_15_września_2017"
"Mazowieckie",13676,31.86,8.87,3879,168.41,3295,72.87,5625,19.45,877,12.22,"2017_09B","8_do_15_września_2017"
"Opolskie",768,9.67,5.12,214,63.12,145,20.54,343,6.19,66,4.86,"2017_09B","8_do_15_września_2017"
"Podkarpackie",447,2.63,1.06,122,15.06,115,6.53,160,1.35,50,1.91,"2017_09B","8_do_15_września_2017"
"Podlaskie",1337,14.08,8.85,471,108.03,319,34.41,488,7.43,59,3.77,"2017_09B","8_do_15_września_2017"
"Pomorskie",16846,90.94,37.13,5557,555.42,3919,192.57,6500,51.35,870,30.74,"2017_09B","8_do_15_września_2017"
"Śląskie",6880,18.86,8.61,2257,132.02,1630,47.19,2620,10.49,373,5.9,"2017_09B","8_do_15_września_2017"
"Świętokrzyskie",505,5.04,1.59,99,23.04,92,9.7,267,3.89,47,2.64,"2017_09B","8_do_15_września_2017"
"Warmińsko-Mazurskie",763,6.64,2.43,165,30.25,207,17.1,330,4.1,61,3.62,"2017_09B","8_do_15_września_2017"
"Wielkopolskie",12612,45.28,23.39,3672,246.94,3141,104.37,4956,25.91,843,19.92,"2017_09B","8_do_15_września_2017"
"Zachodniopomorskie",1420,10.39,6.67,462,74.41,293,21.74,582,6.14,83,3.75,"2017_09B","8_do_15_września_2017"
"Dolnośląskie",3816,18.77,5.22,831,88.18,831,42.99,1909,13.63,245,7.1,"2017_09C","16_do_22_września_2017"
"Kujawsko-Pomorskie",7273,49.86,15.05,1992,287.79,1762,117.38,3117,30.96,402,17.28,"2017_09C","16_do_22_września_2017"
"Lubelskie",1555,10.41,0.19,361,52.34,333,22.25,722,7.06,139,5.51,"2017_09C","16_do_22_września_2017"
"Lubuskie",1494,20.98,6.76,492,143.47,410,55.75,556,11.25,36,3.26,"2017_09C","16_do_22_września_2017"
"Łódzkie",4291,24.66,12.19,1259,159.18,1138,68.7,1609,13.67,285,8.96,"2017_09C","16_do_22_września_2017"
"Małopolskie",8194,34.61,12.08,2259,182.79,1868,74.84,3578,22.06,489,13.13,"2017_09C","16_do_22_września_2017"
"Mazowieckie",20492,54.56,22.7,5561,275.93,4780,120.82,8836,34.91,1315,20.94,"2017_09C","16_do_22_września_2017"
"Opolskie",1338,19.25,9.58,308,103.82,272,44.03,661,13.63,97,8.17,"2017_09C","16_do_22_września_2017"
"Podkarpackie",446,2.99,0.37,84,11.85,128,8.31,196,1.89,38,1.66,"2017_09C","16_do_22_września_2017"
"Podlaskie",1699,20.45,6.37,492,128.96,320,39.45,766,13.34,121,8.84,"2017_09C","16_do_22_września_2017"
"Pomorskie",20962,129.32,38.38,6095,696.21,4440,249.33,9227,83.3,1200,48.46,"2017_09C","16_do_22_września_2017"
"Śląskie",9716,30.44,11.58,2938,196.4,2135,70.64,4157,19.01,486,8.78,"2017_09C","16_do_22_września_2017"
"Świętokrzyskie",1057,12.05,7.01,282,75.01,280,33.73,440,7.33,55,3.53,"2017_09C","16_do_22_września_2017"
"Warmińsko-Mazurskie",1134,11.28,4.64,253,53.01,275,25.97,511,7.26,95,6.44,"2017_09C","16_do_22_września_2017"
"Wielkopolskie",16011,65.7,20.42,4272,328.33,3597,136.6,7056,42.17,1086,29.33,"2017_09C","16_do_22_września_2017"
"Zachodniopomorskie",1627,13.61,3.22,430,79.15,348,29.5,753,9.08,96,4.95,"2017_09C","16_do_22_września_2017"
"Dolnośląskie",4232,18.22,-0.56,995,92.39,820,37.12,2070,12.94,347,8.8,"2017_09D","23_do_30_września_2017"
"Kujawsko-Pomorskie",6620,39.71,-10.15,1846,233.36,1412,82.31,2908,25.27,454,17.08,"2017_09D","23_do_30_września_2017"
"Lubelskie",1933,11.33,0.91,480,60.9,363,21.23,960,8.22,130,4.51,"2017_09D","23_do_30_września_2017"
"Lubuskie",1208,14.84,-6.14,405,103.34,281,33.43,479,8.48,43,3.41,"2017_09D","23_do_30_września_2017"
"Łódzkie",6356,31.97,7.3,1640,181.44,1462,77.22,2744,20.4,510,14.02,"2017_09D","23_do_30_września_2017"
"Małopolskie",8307,30.7,-3.91,2153,152.44,1664,58.34,3912,21.1,578,13.58,"2017_09D","23_do_30_września_2017"
